"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Stage";"Class";"Group";"Total Time";"Total TimeHMS";"Total Time2";"Lap";"Rank Class";"Diff Winner Class";"Rank Gender";"Diff Winner Gender";"Rank Total";"Diff Winner Total";"TimeOfDay";"City";""
"389";"Vegard Bruem";"Reistad";"M";"NOR";"Stiklestad IL";"NC Sprint";"M20-21";"NC";"25:58.8";"00:25:58.800";"25:58.8";"1";"28";"2:48.4";"242";"8:15.0";"369";"10:16.2";"2016-01-24T14:31:59.0000000";"";""
"376";"Håvard Nøkleby";"Petterson";"M";"NOR";"Østre Toten Skilag";"NC Sprint";"M20-21";"NC";"26:01.9";"00:26:01.900";"26:01.9";"1";"29";"2:51.5";"243";"8:18.1";"370";"10:19.3";"2016-01-24T14:27:42.8000000";"";""
"352";"Espen";"Fystro";"M";"NOR";"Vingrom IL / Team Bardøla";"NC Sprint";"M20-21";"NC";"26:03.0";"00:26:03.000";"26:03.0";"1";"30";"2:52.6";"244";"8:19.2";"371";"10:20.4";"2016-01-24T14:19:43.4000000";"";""
"374";"Amund";"Owren";"M";"NOR";"Vingrom IL / Team Skistua Hemsedal";"NC Sprint";"M20-21";"NC";"26:06.7";"00:26:06.700";"26:06.7";"1";"31";"2:56.3";"245";"8:22.9";"372";"10:24.1";"2016-01-24T14:27:07.6000000";"";""
"372";"Simen";"Kleven";"M";"NOR";"Simostranda IL / NTG Geilo";"NC Sprint";"M20-21";"NC";"26:13.4";"00:26:13.400";"26:13.4";"1";"32";"3:03.0";"246";"8:29.6";"373";"10:30.8";"2016-01-24T14:26:34.0000000";"";""
"346";"Øystein";"Nordbotten";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint";"M20-21";"NC";"26:13.9";"00:26:13.900";"26:13.9";"1";"33";"3:03.5";"247";"8:30.1";"374";"10:31.3";"2016-01-24T14:17:54.8000000";"";""
"357";"Sondre Roesbak";"STROEMSOEYEN";"M";"NOR";"Tynset IF";"NC Sprint";"M20-21";"NC";"26:19.3";"00:26:19.300";"26:19.3";"1";"34";"3:08.9";"248";"8:35.5";"375";"10:36.7";"2016-01-24T14:21:40.2000000";"";""
"358";"Tobias Eid";"Løvås";"M";"NOR";"Trondhjems Skiskyttere";"NC Sprint";"M20-21";"NC";"26:21.9";"00:26:21.900";"26:21.9";"1";"35";"3:11.5";"251";"8:38.1";"378";"10:39.3";"2016-01-24T14:22:02.4000000";"";""
"370";"Øivind";"Klynderud";"M";"NOR";"Østre Toten Skilag / Meråker Videregående skole";"NC Sprint";"M20-21";"NC";"26:24.8";"00:26:24.800";"26:24.8";"1";"36";"3:14.4";"253";"8:41.0";"380";"10:42.2";"2016-01-24T14:26:05.6000000";"";""
"393";"Jens Petter";"Toresen";"M";"NOR";"Oslo Skiskytterlag";"NC Sprint";"M20-21";"NC";"26:28.8";"00:26:28.800";"26:28.8";"1";"37";"3:18.4";"254";"8:45.0";"381";"10:46.2";"2016-01-24T14:33:49.3000000";"";""
"375";"Magnus";"Håkonsen";"M";"NOR";"Bø Skiskyttarlag / Team TeVe";"NC Sprint";"M20-21";"NC";"26:37.1";"00:26:37.100";"26:37.1";"1";"38";"3:26.7";"255";"8:53.3";"382";"10:54.5";"2016-01-24T14:27:57.9000000";"";""
"353";"Espen";"Johnsen";"M";"NOR";"Knaben og Fjotland IL / Sirdal Ski Skiskyting";"NC Sprint";"M20-21";"NC";"26:46.3";"00:26:46.300";"26:46.3";"1";"39";"3:35.9";"258";"9:02.5";"385";"11:03.7";"2016-01-24T14:20:46.8000000";"";""
"369";"Steinar";"Riksaasen";"M";"NOR";"Dombås IL";"NC Sprint";"M20-21";"NC";"26:59.5";"00:26:59.500";"26:59.5";"1";"40";"3:49.1";"259";"9:15.7";"386";"11:16.9";"2016-01-24T14:26:20.9000000";"";""
"364";"Georg Kristian";"Halsteinslid";"M";"NOR";"Markane IL";"NC Sprint";"M20-21";"NC";"27:02.4";"00:27:02.400";"27:02.4";"1";"41";"3:52.0";"260";"9:18.6";"387";"11:19.8";"2016-01-24T14:24:42.7000000";"";""
"368";"Trygve Aaland";"Tryggestad";"M";"NOR";"Sunnylven IL";"NC Sprint";"M20-21";"NC";"27:12.5";"00:27:12.500";"27:12.5";"1";"42";"4:02.1";"263";"9:28.7";"390";"11:29.9";"2016-01-24T14:26:12.8000000";"";""
"363";"Kristian";"Grue";"M";"NOR";"Fet SK";"NC Sprint";"M20-21";"NC";"27:30.3";"00:27:30.300";"27:30.3";"1";"43";"4:19.9";"264";"9:46.5";"391";"11:47.7";"2016-01-24T14:24:50.7000000";"";""
"379";"Sindre";"FJELLAVLI";"M";"NOR";"Bossmo & Ytteren IL";"NC Sprint";"M20-21";"NC";"27:36.2";"00:27:36.200";"27:36.2";"1";"44";"4:25.8";"265";"9:52.4";"392";"11:53.6";"2016-01-24T14:30:17.1000000";"";""
"343";"Erlend";"Gammelsæter";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"NC Sprint";"M20-21";"NC";"27:38.4";"00:27:38.400";"27:38.4";"1";"45";"4:28.0";"266";"9:54.6";"393";"11:55.8";"2016-01-24T14:18:19.4000000";"";""
"345";"Henrik";"Aslesen";"M";"NOR";"Fet SK / Team Statkraft Oslofjord";"NC Sprint";"M20-21";"NC";"27:50.7";"00:27:50.700";"27:50.7";"1";"46";"4:40.3";"267";"10:06.9";"394";"12:08.1";"2016-01-24T14:19:11.3000000";"";""
"392";"Trygve";"Vangsnes";"M";"NOR";"Hålandsdal IL / Team Glalaks";"NC Sprint";"M20-21";"NC";"28:22.1";"00:28:22.100";"28:22.1";"1";"47";"5:11.7";"268";"10:38.3";"395";"12:39.5";"2016-01-24T14:35:23.2000000";"";""
"380";"Erlend Solhaug";"Myklebust";"M";"NOR";"Stårheim IL";"NC Sprint";"M20-21";"NC";"29:50.4";"00:29:50.400";"29:50.4";"1";"48";"6:40.0";"269";"12:06.6";"396";"14:07.8";"2016-01-24T14:32:51.1000000";"";""
