"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"11";"137";"Brage Reier";"Groven";"M";"NOR";"Drammen Strong";"NM Jr";"M20-21";"34:01.8";"1:08.9";"2018-02-02T10:54:01.8000000";"";"0+1+2+0"
"12";"125";"Aleksander Fjeld";"Andersen";"M";"NOR";"Geilo IL";"NM Jr";"M20-21";"34:06.1";"1:13.2";"2018-02-02T10:54:06.1000000";"";"0+2+1+1"
"13";"136";"Karsten Storvik";"Martinussen";"M";"NOR";"Fossum IF";"NM Jr";"M20-21";"34:21.6";"1:28.7";"2018-02-02T10:54:21.6000000";"";"1+3+1+1"
"14";"147";"Herman Dramdal";"Borge";"M";"NOR";"Svene IL";"NM Jr";"M20-21";"34:21.9";"1:29.0";"2018-02-02T10:54:21.9000000";"";"2+0+2+1"
"15";"126";"Petter Austberg";"Bjørn";"M";"NOR";"Alvdal IL";"NM Jr";"M20-21";"34:22.7";"1:29.8";"2018-02-02T10:54:22.7000000";"";"1+0+0+2"
"16";"144";"Harald";"Øygard";"M";"NOR";"Skrautvål IL";"NM Jr";"M20-21";"34:29.4";"1:36.5";"2018-02-02T10:54:29.4000000";"";"0+1+1+1"
"17";"121";"Sivert Guttorm";"Bakken";"M";"NOR";"Vingrom IL";"NM Jr";"M20-21";"34:49.5";"1:56.6";"2018-02-02T10:54:49.5000000";"";"1+0+2+2"
"18";"153";"Hans Kristian";"Sørum";"M";"NOR";"Mjøsski";"NM Jr";"M20-21";"34:50.8";"1:57.9";"2018-02-02T10:56:20.8000000";"";"0+0+2+0"
"19";"167";"Øyvind Aalling";"Lio";"M";"NOR";"Bjerke IL Ski";"NM Jr";"M20-21";"34:50.9";"1:58.0";"2018-02-02T10:56:20.9000000";"";"1+1+1+0"
"20";"157";"Mathias";"Skrede";"M";"NOR";"Geilo IL";"NM Jr";"M20-21";"34:51.6";"1:58.7";"2018-02-02T10:56:21.6000000";"";"1+0+0+2"
"21";"132";"Trygve Bondhus";"Often";"M";"NOR";"Tynset IF";"NM Jr";"M20-21";"34:58.9";"2:06.0";"2018-02-02T10:54:58.9000000";"";"0+2+2+0"
"22";"129";"Håvard Kne";"Galåen";"M";"NOR";"Røros IL";"NM Jr";"M20-21";"35:00.3";"2:07.4";"2018-02-02T10:55:00.3000000";"";"1+0+3+0"
"23";"146";"Bendik";"Winsvold";"M";"NOR";"Lier IL";"NM Jr";"M20-21";"35:06.0";"2:13.1";"2018-02-02T10:55:06.0000000";"";"0+2+1+2"
"24";"140";"Vetle Årsvoll";"Undheim";"M";"NOR";"Figgjo IL";"NM Jr";"M20-21";"35:15.5";"2:22.6";"2018-02-02T10:55:15.5000000";"";"0+1+1+1"
"25";"127";"Adrian";"Fløttum";"M";"NOR";"Sokna IL";"NM Jr";"M20-21";"35:18.2";"2:25.3";"2018-02-02T10:55:18.2000000";"";"1+0+0+0"
"26";"152";"Markus Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag";"NM Jr";"M20-21";"35:23.3";"2:30.4";"2018-02-02T10:56:53.3000000";"";"0+1+0+0"
"27";"135";"Øyvind Rikheim";"Haugan";"M";"NOR";"Try Idrettslaget";"NM Jr";"M20-21";"35:40.1";"2:47.2";"2018-02-02T10:55:40.1000000";"";"0+1+2+1"
"28";"150";"Knut Lussand";"Selheim";"M";"NOR";"Voss Skiskytterlag";"NM Jr";"M20-21";"35:53.9";"3:01.0";"2018-02-02T10:55:53.9000000";"";"0+0+3+1"
"29";"155";"Jonas Bogen";"Øye";"M";"NOR";"Trondhjems Skiskyttere";"NM Jr";"M20-21";"35:58.3";"3:05.4";"2018-02-02T10:57:28.3000000";"";"0+1+2+1"
"30";"131";"Espen";"Uldal";"M";"NOR";"Birkenes IL";"NM Jr";"M20-21";"36:03.4";"3:10.5";"2018-02-02T10:56:03.4000000";"";"1+1+1+3"
"31";"151";"Robin Johan";"Benonisen";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M20-21";"36:06.2";"3:13.3";"2018-02-02T10:57:36.2000000";"";"0+0+1+0"
"32";"160";"Truls Fjellheim";"Jorde";"M";"NOR";"Asker Skiklubb";"NM Jr";"M20-21";"36:25.7";"3:32.8";"2018-02-02T10:57:55.7000000";"";"3+1+3+0"
"33";"142";"Håkon";"Rybråten";"M";"NOR";"Fet Skiklubb - Skiskyting";"NM Jr";"M20-21";"36:30.2";"3:37.3";"2018-02-02T10:56:30.2000000";"";"2+0+0+1"
"34";"161";"Jørgen";"Haugum";"M";"NOR";"Bærums Skiklub";"NM Jr";"M20-21";"36:30.7";"3:37.8";"2018-02-02T10:58:00.7000000";"";"1+1+3+1"
"35";"170";"Jonas";"Bueie";"M";"NOR";"Lier IL";"NM Jr";"M20-21";"36:31.8";"3:38.9";"2018-02-02T10:58:01.8000000";"";"0+0+2+1"
"36";"139";"Torstein Wiiger";"Opsahl";"M";"NOR";"Lier IL";"NM Jr";"M20-21";"36:45.0";"3:52.1";"2018-02-02T10:56:45.0000000";"";"4+1+3+1"
"37";"173";"Sigbjørn";"Edøy";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M20-21";"37:02.4";"4:09.5";"2018-02-02T10:58:32.4000000";"";"1+0+1+0"
"38";"134";"Dag Sander";"Bjørndalen";"M";"NOR";"Simostranda IL";"NM Jr";"M20-21";"37:08.5";"4:15.6";"2018-02-02T10:57:08.5000000";"";"4+2+1+2"
"39";"189";"Øystein";"Markegård";"M";"NOR";"Geilo IL";"NM Jr";"M20-21";"37:14.4";"4:21.5";"2018-02-02T11:00:14.4000000";"";"1+1+1+3"
"40";"158";"Olav Lanes";"Severinsen";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M20-21";"37:17.0";"4:24.1";"2018-02-02T10:58:47.0000000";"";"2+1+0+2"
"41";"154";"Erlend";"Bakken";"M";"NOR";"Markane IL";"NM Jr";"M20-21";"37:23.0";"4:30.1";"2018-02-02T10:58:53.0000000";"";"1+0+0+2"
"42";"163";"Herman Grytbakk";"Tronsaune";"M";"NOR";"Røros IL";"NM Jr";"M20-21";"37:47.2";"4:54.3";"2018-02-02T10:59:17.2000000";"";"0+0+3+1"
"43";"162";"Lars";"Reiten";"M";"NOR";"Birkenes IL";"NM Jr";"M20-21";"37:57.5";"5:04.6";"2018-02-02T10:59:27.5000000";"";"0+1+1+0"
"44";"183";"Tobias";"Nyborg";"M";"NOR";"Voss Skiskytterlag";"NM Jr";"M20-21";"38:04.9";"5:12.0";"2018-02-02T11:01:04.9000000";"";"1+1+0+1"
"45";"164";"Jonas";"Maalø";"M";"NOR";"Skatval Skilag";"NM Jr";"M20-21";"38:06.1";"5:13.2";"2018-02-02T10:59:36.1000000";"";"2+3+2+1"
"46";"169";"Martin";"Steimler";"M";"NOR";"Hernes IL";"NM Jr";"M20-21";"38:13.0";"5:20.1";"2018-02-02T10:59:43.0000000";"";"1+3+1+1"
"47";"145";"Isak Nikolai";"Hopland";"M";"NOR";"Hardbagg IL";"NM Jr";"M20-21";"38:30.7";"5:37.8";"2018-02-02T10:58:30.7000000";"";"0+2+3+3"
"48";"172";"Kasper";"Lie";"M";"NOR";"Skatval Skilag";"NM Jr";"M20-21";"38:30.8";"5:37.9";"2018-02-02T11:00:00.8000000";"";"1+3+1+1"
"49";"186";"Magnus Braathen";"Knoph";"M";"NOR";"Bærums Skiklub";"NM Jr";"M20-21";"38:31.7";"5:38.8";"2018-02-02T11:01:31.7000000";"";"0+1+0+0"
"50";"185";"Henrik Tordhol";"Sverdrup";"M";"NOR";"Dombås IL";"NM Jr";"M20-21";"38:41.3";"5:48.4";"2018-02-02T11:01:41.3000000";"";"3+0+2+0"
"51";"168";"Anders Sønsteby";"Flaagen";"M";"NOR";"Søndre Ål Sportsklubb";"NM Jr";"M20-21";"38:43.2";"5:50.3";"2018-02-02T11:00:13.2000000";"";"3+2+2+2"
"52";"166";"Magnus Gjersvold";"Haug";"M";"NOR";"Byåsen Skiskytterlag";"NM Jr";"M20-21";"38:44.6";"5:51.7";"2018-02-02T11:00:14.6000000";"";"2+1+2+3"
"53";"176";"Fredrik";"Frich";"M";"NOR";"Oppdal IL";"NM Jr";"M20-21";"38:44.8";"5:51.9";"2018-02-02T11:00:14.8000000";"";"2+2+2+1"
"54";"143";"Martin Bjørndalen";"Mathisen";"M";"NOR";"Simostranda IL";"NM Jr";"M20-21";"39:07.4";"6:14.5";"2018-02-02T10:59:07.4000000";"";"4+3+3+1"
"55";"165";"Lasse";"Virkesdal";"M";"NOR";"Vik IL";"NM Jr";"M20-21";"39:19.3";"6:26.4";"2018-02-02T11:00:49.3000000";"";"0+1+3+3"
"56";"188";"Vetle";"Skinnarland";"M";"NOR";"Bødalen IF";"NM Jr";"M20-21";"39:29.5";"6:36.6";"2018-02-02T11:02:29.5000000";"";"2+0+0+1"
"57";"190";"Eirik";"SANDNES";"M";"NOR";"Trondhjems Skiskyttere";"NM Jr";"M20-21";"40:23.3";"7:30.4";"2018-02-02T11:03:23.3000000";"";"3+2+4+0"
"58";"178";"Nicolay Aas";"Lerkendal";"M";"NOR";"Nittedal Skiskytterlag - Skisk";"NM Jr";"M20-21";"40:24.2";"7:31.3";"2018-02-02T11:01:54.2000000";"";"2+1+1+2"
"59";"175";"Simen Smetbak";"Eriksen";"M";"NOR";"Byåsen Skiskytterlag";"NM Jr";"M20-21";"40:30.7";"7:37.8";"2018-02-02T11:02:00.7000000";"";"2+1+2+1"
"60";"191";"Ola Nymoen";"Aas";"M";"NOR";"Røros IL";"NM Jr";"M20-21";"40:36.8";"7:43.9";"2018-02-02T11:03:36.8000000";"";"1+2+2+1"
"61";"181";"Embrik Nikolia Grann";"Hevrøy";"M";"NOR";"Try Idrettslaget";"NM Jr";"M20-21";"40:49.3";"7:56.4";"2018-02-02T11:03:49.3000000";"";"1+0+1+3"
"62";"182";"Håkon Midthjell";"Gjørven";"M";"NOR";"Markane IL";"NM Jr";"M20-21";"41:34.3";"8:41.4";"2018-02-02T11:04:34.3000000";"";"3+0+1+1"
"63";"171";"Vebjørn Skjelmo";"Sæbø";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M20-21";"41:49.4";"8:56.5";"2018-02-02T11:03:19.4000000";"";"1+1+2+0"
"64";"148";"Christian Brennhovd";"Bang";"M";"NOR";"Asker Skiklubb";"NM Jr";"M20-21";"41:52.1";"8:59.2";"2018-02-02T11:01:52.1000000";"";"2+0+4+2"
"65";"187";"Magnus Hole";"Mikalsen";"M";"NOR";"Sandnes Skiskytterlag";"NM Jr";"M20-21";"41:55.3";"9:02.4";"2018-02-02T11:04:55.3000000";"";"1+1+0+2"
"66";"179";"Sindre Christoffer Tyldum";"Andresen";"M";"NOR";"Lier IL";"NM Jr";"M20-21";"42:35.0";"9:42.1";"2018-02-02T11:04:05.0000000";"";"3+1+1+3"
"67";"184";"Fredrik Aasen";"Strømsnes";"M";"NOR";"Lier IL";"NM Jr";"M20-21";"43:18.5";"10:25.6";"2018-02-02T11:06:18.5000000";"";"2+1+1+2"
"68";"174";"Brage";"BERGSMYR";"M";"NOR";"Trondhjems Skiskyttere";"NM Jr";"M20-21";"0:15.0";"";"";"";"2"
"69";"177";"Jørgen Uglem";"Mobakken";"M";"NOR";"Oslo Skiskytterlag";"NM Jr";"M20-21";"0:15.0";"";"";"";"1"
