"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"3";"483";"Jørgen Solhaug";"Sæter";"M";"NOR";"Os IL";"NM Jr";"M18";"29:31.8";"0:11.3";"2018-02-02T17:14:31.8000000";"";"1+1+0+0"
"4";"502";"Christian";"Bucher-Johannessen";"M";"NOR";"Fossum IF";"NM Jr";"M18";"29:59.8";"0:39.3";"2018-02-02T17:14:59.8000000";"";"1+0+0+3"
"5";"482";"Martin";"Alfheim";"M";"NOR";"Bossmo & Ytteren IL";"NM Jr";"M18";"30:00.0";"0:39.5";"2018-02-02T17:15:00.0000000";"";"1+0+2+1"
"6";"484";"Ånon";"Flåta";"M";"NOR";"Gjerstad IL";"NM Jr";"M18";"30:02.3";"0:41.8";"2018-02-02T17:15:02.3000000";"";"1+0+0+3"
"7";"485";"Eirik";"Horten";"M";"NOR";"Os IL";"NM Jr";"M18";"30:23.9";"1:03.4";"2018-02-02T17:15:23.9000000";"";"1+1+1+1"
"8";"495";"Marius Årestrup";"Larsen";"M";"NOR";"Vik IL";"NM Jr";"M18";"30:24.2";"1:03.7";"2018-02-02T17:15:24.2000000";"";"0+2+2+0"
"9";"498";"Kevin Brekken";"Ramsfjell";"M";"NOR";"Figgjo IL";"NM Jr";"M18";"30:33.0";"1:12.5";"2018-02-02T17:15:33.0000000";"";"0+1+1+2"
"10";"486";"Kristoffer";"Sverdrup";"M";"NOR";"Dombås IL";"NM Jr";"M18";"30:57.9";"1:37.4";"2018-02-02T17:15:57.9000000";"";"1+0+3+3"
"11";"497";"Kjerand Tronerud";"Kvelvane";"M";"NOR";"Voss Skiskytterlag";"NM Jr";"M18";"30:58.1";"1:37.6";"2018-02-02T17:15:58.1000000";"";"0+1+2+2"
"12";"488";"Martin Bøe";"Svestad";"M";"NOR";"Fossum IF";"NM Jr";"M18";"30:59.0";"1:38.5";"2018-02-02T17:15:59.0000000";"";"0+1+1+1"
"13";"504";"Knut Ola";"Bredalen";"M";"NOR";"Åsnes Skiskytterlag";"NM Jr";"M18";"31:12.3";"1:51.8";"2018-02-02T17:16:12.3000000";"";"0+2+0+0"
"14";"506";"Håvard";"Mo";"M";"NOR";"Orkdal IL";"NM Jr";"M18";"31:12.7";"1:52.2";"2018-02-02T17:16:12.7000000";"";"1+1+1+1"
"15";"523";"Peder";"Stalenget";"M";"NOR";"Tretten Skiskytterlag";"NM Jr";"M18";"31:35.6";"2:15.1";"2018-02-02T17:18:05.6000000";"";"0+0+1+2"
"16";"489";"Simen Eliassen";"Kvarme";"M";"NOR";"Steinkjer Skiklubb";"NM Jr";"M18";"31:40.5";"2:20.0";"2018-02-02T17:16:40.5000000";"";"1+2+2+2"
"17";"626";"Markus";"Nilsen";"M";"NOR";"Vingrom IL";"NM Jr";"M18";"31:46.4";"2:25.9";"2018-02-02T18:36:46.4000000";"";"0+1+0+1"
"18";"503";"Håkon";"Nordmo";"M";"NOR";"Målselvs Skiskyttere";"NM Jr";"M18";"31:56.4";"2:35.9";"2018-02-02T17:16:56.4000000";"";"0+0+3+2"
"19";"509";"Iver Overgård";"Fremstad";"M";"NOR";"Byåsen Skiskytterlag";"NM Jr";"M18";"31:58.8";"2:38.3";"2018-02-02T17:16:58.8000000";"";"2+1+1+2"
"20";"508";"Torjus";"Johansen";"M";"NOR";"Bossekop UL - Skiskyting";"NM Jr";"M18";"32:02.0";"2:41.5";"2018-02-02T17:17:02.0000000";"";"0+1+3+3"
"21";"510";"Eivind";"Sporaland";"M";"NOR";"Figgjo IL";"NM Jr";"M18";"32:16.0";"2:55.5";"2018-02-02T17:17:16.0000000";"";"0+1+2+3"
"22";"493";"Simon Hjelmeset";"Kirkeeide";"M";"NOR";"Markane IL";"NM Jr";"M18";"32:25.2";"3:04.7";"2018-02-02T17:17:25.2300000";"";"1+4+4+1"
"23";"507";"Kristian Aleksander";"TORESEN";"M";"NOR";"Oslo Skiskytterlag";"NM Jr";"M18";"32:29.7";"3:09.2";"2018-02-02T17:17:29.7000000";"";"1+0+2+3"
"24";"538";"Eirik";"Nome";"M";"NOR";"Marnardal IL";"NM Jr";"M18";"32:32.0";"3:11.5";"2018-02-02T17:19:02.0000000";"";"0+0+1+2"
"25";"535";"Thomas Oliver Wallin";"Higgins";"M";"NOR";"Bærums Skiklub";"NM Jr";"M18";"32:56.0";"3:35.5";"2018-02-02T17:19:26.0000000";"";"0+2+1+1"
"26";"500";"Eivind Bogen";"Brurok";"M";"NOR";"Trondhjems Skiskyttere";"NM Jr";"M18";"32:59.3";"3:38.8";"2018-02-02T17:17:59.3000000";"";"1+3+3+2"
"27";"505";"Kristian";"Aasbø";"M";"NOR";"Gjerstad IL";"NM Jr";"M18";"33:05.4";"3:44.9";"2018-02-02T17:18:05.4000000";"";"1+2+2+1"
"28";"617";"Jørgen";"Strøm";"M";"NOR";"Alta Skiskytterlag";"NM Jr";"M18";"33:07.9";"3:47.4";"2018-02-02T18:38:07.9000000";"";"1+2+2+2"
"29";"518";"Andreas Striger";"Halset";"M";"NOR";"Byåsen Skiskytterlag";"NM Jr";"M18";"33:13.2";"3:52.7";"2018-02-02T17:19:43.2000000";"";"0+1+0+3"
"30";"520";"Erlend";"Solvang";"M";"NOR";"Hålandsdal IL";"NM Jr";"M18";"33:19.1";"3:58.6";"2018-02-02T17:19:49.1000000";"";"0+0+1+2"
"31";"511";"Ludvig";"Amundsen";"M";"NOR";"Tretten Skiskytterlag";"NM Jr";"M18";"33:26.5";"4:06.0";"2018-02-02T17:19:56.5000000";"";"1+2+1+1"
"32";"514";"Ola";"Olafsbye";"M";"NOR";"Simostranda IL";"NM Jr";"M18";"33:36.5";"4:16.0";"2018-02-02T17:20:06.5000000";"";"2+1+1+1"
"33";"522";"Jon Einar";"Rydsaa";"M";"NOR";"Skonseng UL";"NM Jr";"M18";"33:40.5";"4:20.0";"2018-02-02T17:20:10.5000000";"";"2+0+1+3"
"34";"517";"Håkon Hauge";"Gunnes";"M";"NOR";"Trondhjems Skiskyttere";"NM Jr";"M18";"33:50.4";"4:29.9";"2018-02-02T17:20:20.4000000";"";"0+2+3+1"
"35";"521";"Max Oliver Tornøe";"Jonsson";"M";"NOR";"Bærums Skiklub";"NM Jr";"M18";"33:50.5";"4:30.0";"2018-02-02T17:20:20.5000000";"";"1+1+2+1"
"36";"491";"Per Hansen";"Austjord";"M";"NOR";"Fyresdal Skiskyttarlag";"NM Jr";"M18";"33:55.9";"4:35.4";"2018-02-02T17:18:55.9000000";"";"2+0+2+1"
"37";"539";"Eskild";"Solum";"M";"NOR";"Simostranda IL";"NM Jr";"M18";"33:57.1";"4:36.6";"2018-02-02T17:20:27.1000000";"";"1+2+2+1"
"38";"529";"Mathias Røiseng";"Aksnes";"M";"NOR";"Stiklestad IL";"NM Jr";"M18";"33:59.2";"4:38.7";"2018-02-02T17:20:29.2000000";"";"1+2+2+0"
"39";"499";"Jo Eivind";"Nilssen";"M";"NOR";"Øystre Slidre SSL";"NM Jr";"M18";"34:00.5";"4:40.0";"2018-02-02T17:19:00.5000000";"";"1+1+2+3"
"40";"481";"Mats";"Øverby";"M";"NOR";"Lier IL";"NM Jr";"M18";"34:02.4";"4:41.9";"2018-02-02T17:19:02.4000000";"";"1+0+3+1"
"41";"537";"Håvard Heie";"Bjørndal";"M";"NOR";"Hålandsdal IL";"NM Jr";"M18";"34:05.5";"4:45.0";"2018-02-02T17:20:35.5000000";"";"0+0+1+3"
"42";"501";"Håkon";"Sørhuus";"M";"NOR";"Trysilgutten IL";"NM Jr";"M18";"34:25.9";"5:05.4";"2018-02-02T17:19:25.9000000";"";"4+0+3+1"
"43";"519";"Håvard Eriksson";"Solfeldt";"M";"NOR";"Skaun IL";"NM Jr";"M18";"34:32.0";"5:11.5";"2018-02-02T17:21:02.0000000";"";"1+0+3+2"
"44";"525";"Vegard Øverli";"Berg";"M";"NOR";"Svene IL";"NM Jr";"M18";"34:44.7";"5:24.2";"2018-02-02T17:21:14.7000000";"";"1+3+3+0"
"45";"620";"Sindre";"Sundhaugen";"M";"NOR";"Østre Toten Skilag";"NM Jr";"M18";"34:51.1";"5:30.6";"2018-02-02T18:39:51.1000000";"";"1+1+2+3"
"46";"524";"Thomas Thalberg";"Johannesen";"M";"NOR";"Try Idrettslaget";"NM Jr";"M18";"34:53.2";"5:32.7";"2018-02-02T17:21:23.2000000";"";"2+0+4+2"
"47";"628";"Truls Løvaas";"Søvik";"M";"NOR";"Trondhjems Skiskyttere";"NM Jr";"M18";"34:54.2";"5:33.7";"2018-02-02T18:39:54.2000000";"";"0+1+3+2"
"48";"516";"Ole Marius";"Sundby";"M";"NOR";"Bjerke IL Ski";"NM Jr";"M18";"34:55.5";"5:35.0";"2018-02-02T17:21:25.5000000";"";"1+2+2+1"
"49";"530";"Trym Reinsnes";"Lind";"M";"NOR";"Fossum IF";"NM Jr";"M18";"35:01.7";"5:41.2";"2018-02-02T17:21:31.7000000";"";"1+0+2+3"
"50";"515";"Torstein";"WINGESTAD";"M";"NOR";"Svene IL";"NM Jr";"M18";"35:18.6";"5:58.1";"2018-02-02T17:21:48.6000000";"";"0+0+0+2"
"51";"532";"Magnus Sellie";"Hansen";"M";"NOR";"Skaun IL";"NM Jr";"M18";"35:19.9";"5:59.4";"2018-02-02T17:21:49.9000000";"";"1+1+4+2"
"52";"623";"Axel Kristian";"Rundhaug";"M";"NOR";"Skonseng UL";"NM Jr";"M18";"35:54.0";"6:33.5";"2018-02-02T18:40:54.0000000";"";"0+2+2+2"
"53";"629";"Truls Christoffersen";"Bolland";"M";"NOR";"Try Idrettslaget";"NM Jr";"M18";"35:54.7";"6:34.2";"2018-02-02T18:40:54.7000000";"";"1+2+2+0"
"54";"621";"Patrick";"Lunde";"M";"NOR";"Vingrom IL";"NM Jr";"M18";"36:08.8";"6:48.3";"2018-02-02T18:41:08.8000000";"";"4+1+2+2"
"55";"536";"Sverre Trygg";"Hauan";"M";"NOR";"Nordreisa IL";"NM Jr";"M18";"36:36.8";"7:16.3";"2018-02-02T17:23:06.8000000";"";"0+0+3+3"
"56";"624";"Tobias";"Tangstad";"M";"NOR";"Stiklestad IL";"NM Jr";"M18";"36:46.1";"7:25.6";"2018-02-02T18:41:46.1000000";"";"2+4+1+1"
"57";"618";"Kristoffer Krogh";"Wetterhus";"M";"NOR";"Asker Skiklubb";"NM Jr";"M18";"36:52.2";"7:31.7";"2018-02-02T18:41:52.2000000";"";"2+2+2+2"
"58";"512";"Eivind";"Fjærbu";"M";"NOR";"Froland IL";"NM Jr";"M18";"36:55.9";"7:35.4";"2018-02-02T17:23:25.9000000";"";"3+3+2+2"
"59";"513";"Thomas Haugen";"De Lange";"M";"NOR";"Bærums Skiklub";"NM Jr";"M18";"36:59.8";"7:39.3";"2018-02-02T17:23:29.8000000";"";"1+0+3+4"
"60";"619";"Halvor";"Brønstad";"M";"NOR";"Steinkjer Skiklubb";"NM Jr";"M18";"37:49.9";"8:29.4";"2018-02-02T18:42:49.9000000";"";"3+1+2+3"
"61";"540";"Audun Wanvik";"Haugen";"M";"NOR";"Skatval Skilag";"NM Jr";"M18";"37:55.1";"8:34.6";"2018-02-02T17:24:25.1000000";"";"1+1+3+4"
"62";"627";"Marius Braathen";"Kleven";"M";"NOR";"Lier IL";"NM Jr";"M18";"37:55.3";"8:34.8";"2018-02-02T18:42:55.3000000";"";"4+2+1+3"
"63";"527";"Fredrik";"Johansen";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M18";"39:00.7";"9:40.2";"2018-02-02T17:25:30.7000000";"";"1+3+2+2"
"64";"528";"Emil Tangerud";"Viken";"M";"NOR";"Simostranda IL";"NM Jr";"M18";"39:45.4";"10:24.9";"2018-02-02T17:26:15.4000000";"";"2+0+5+1"
"65";"616";"Teodor";"Birkeland";"M";"NOR";"Asker Skiklubb";"NM Jr";"M18";"40:23.6";"11:03.1";"2018-02-02T18:45:23.6000000";"";"1+1+3+2"
"66";"492";"Martin";"Kaasen";"M";"NOR";"Nordreisa IL";"NM Jr";"M18";"0:15.0";"";"";"";"5"
"67";"531";"Henrik Uv";"Værnes";"M";"NOR";"Rennebu IL";"NM Jr";"M18";"0:15.0";"";"";"";"2"
"1";"425";"Eirik Kjøl";"Tornes";"M";"NOR";"Molde og Omegn IF";"NM Jr";"M19";"28:22.6";"0:00.0";"2018-02-02T16:33:22.6000000";"";"2+2+1+0"
"2";"424";"Fredrik Arne";"Grusd";"M";"NOR";"Fossum IF";"NM Jr";"M19";"28:26.2";"0:03.6";"2018-02-02T16:33:26.2000000";"";"0+1+0+1"
"3";"433";"Simen";"Hårstad";"M";"NOR";"Rennebu IL";"NM Jr";"M19";"28:47.6";"0:25.0";"2018-02-02T16:33:47.6000000";"";"3+0+0+1"
"4";"429";"Ole Christian";"JOHNSRUD";"M";"NOR";"Bjerke IL Ski";"NM Jr";"M19";"28:50.7";"0:28.1";"2018-02-02T16:33:50.7000000";"";"0+0+1+0"
"5";"459";"Filip Fjeld";"Andersen";"M";"NOR";"Geilo IL";"NM Jr";"M19";"29:08.2";"0:45.6";"2018-02-02T16:35:38.2000000";"";"3+0+3+1"
"6";"427";"Eirik Silsand";"Gerhardsen";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M19";"29:15.5";"0:52.9";"2018-02-02T16:34:15.5000000";"";"0+0+1+0"
"7";"438";"Torjus";"Idland";"M";"NOR";"Figgjo IL";"NM Jr";"M19";"29:28.1";"1:05.5";"2018-02-02T16:34:28.1000000";"";"2+0+1+0"
"8";"443";"Lars Hammernes";"Leopold";"M";"NOR";"Asker Skiklubb";"NM Jr";"M19";"29:28.6";"1:06.0";"2018-02-02T16:34:28.6000000";"";"0+2+1+2"
"9";"434";"Sindre Vassdal";"Johannesen";"M";"NOR";"Hernes IL";"NM Jr";"M19";"29:35.3";"1:12.7";"2018-02-02T16:34:35.3000000";"";"2+0+0+1"
"10";"445";"Kristoffer";"Sørnes";"M";"NOR";"Lier IL";"NM Jr";"M19";"29:42.5";"1:19.9";"2018-02-02T16:34:42.5000000";"";"1+1+2+0"
"11";"421";"Sigurd";"Leren";"M";"SWE";"Vingelen IL";"NM Jr";"M19";"29:43.1";"1:20.5";"2018-02-02T16:34:43.1000000";"";"1+1+0+1"
"12";"426";"Odin";"Garli";"M";"NOR";"Sokna IL";"NM Jr";"M19";"29:45.8";"1:23.2";"2018-02-02T16:34:45.8000000";"";"2+0+1+2"
"13";"430";"Aksel Mathias";"Meland";"M";"NOR";"Markane IL";"NM Jr";"M19";"29:55.8";"1:33.2";"2018-02-02T16:34:55.8000000";"";"2+1+1+0"
"14";"422";"Johan-Olav";"Botn";"M";"NOR";"Stårheim IL";"NM Jr";"M19";"29:56.4";"1:33.8";"2018-02-02T16:34:56.4000000";"";"2+2+1+0"
"15";"439";"Even";"Mangset";"M";"NOR";"Mjøsski";"NM Jr";"M19";"29:57.1";"1:34.5";"2018-02-02T16:34:57.1000000";"";"1+0+3+0"
"16";"431";"Jo Brøste";"Nørstegård";"M";"NOR";"Dombås IL";"NM Jr";"M19";"30:10.4";"1:47.8";"2018-02-02T16:35:10.4000000";"";"1+2+1+1"
"17";"448";"Sindre";"Gjøsæter";"M";"NOR";"Kvam Langrenn og Skiskyttarklu";"NM Jr";"M19";"30:28.6";"2:06.0";"2018-02-02T16:35:28.6000000";"";"2+1+1+1"
"18";"440";"Trym Algarheim";"Tverås";"M";"NOR";"Fossum IF";"NM Jr";"M19";"30:45.8";"2:23.2";"2018-02-02T16:35:45.8000000";"";"0+1+1+2"
"19";"450";"Gard Reier";"Groven";"M";"NOR";"Drammen Strong";"NM Jr";"M19";"30:53.9";"2:31.3";"2018-02-02T16:35:53.9000000";"";"1+3+1+0"
"20";"428";"Per";"VASSMYR";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M19";"30:55.9";"2:33.3";"2018-02-02T16:35:55.9000000";"";"1+0+3+1"
"21";"435";"Magnus Raaum";"Langseth";"M";"NOR";"Østre Toten Skilag";"NM Jr";"M19";"30:59.4";"2:36.8";"2018-02-02T16:35:59.4000000";"";"1+2+0+2"
"22";"447";"Alexander";"Engebretsen";"M";"NOR";"Fossum IF";"NM Jr";"M19";"31:00.7";"2:38.1";"2018-02-02T16:36:00.7000000";"";"0+0+2+3"
"23";"436";"Vegard";"Skrede";"M";"NOR";"Hardbagg IL";"NM Jr";"M19";"31:17.3";"2:54.7";"2018-02-02T16:36:17.3000000";"";"1+2+1+3"
"24";"461";"Halvor Taalesen";"Tjøntveit";"M";"NOR";"Svene IL";"NM Jr";"M19";"31:30.8";"3:08.2";"2018-02-02T16:38:00.8000000";"";"1+0+1+1"
"25";"606";"Thor Arild";"Aas";"M";"NOR";"Birkenes IL";"NM Jr";"M19";"31:32.2";"3:09.6";"2018-02-02T18:36:32.2000000";"";"2+1+0+1"
"26";"465";"Sivert";"Bekken";"M";"NOR";"Kvikne IL";"NM Jr";"M19";"31:35.8";"3:13.2";"2018-02-02T16:38:05.8000000";"";"0+2+2+1"
"27";"455";"Sigurd";"Trømborg";"M";"NOR";"IL Bevern";"NM Jr";"M19";"31:43.7";"3:21.1";"2018-02-02T16:38:13.7000000";"";"0+1+3+1"
"28";"437";"Magnus";"Mørk";"M";"NOR";"Ivrig IL";"NM Jr";"M19";"31:47.6";"3:25.0";"2018-02-02T16:36:47.6000000";"";"1+1+3+4"
"29";"423";"Jonas Slettemark";"Juel";"M";"NOR";"Fossum IF";"NM Jr";"M19";"31:47.7";"3:25.1";"2018-02-02T16:36:47.7000000";"";"0+0+5+3"
"30";"462";"Trym";"Paulsen";"M";"NOR";"Skonseng UL";"NM Jr";"M19";"31:50.7";"3:28.1";"2018-02-02T16:38:20.7000000";"";"1+0+3+0"
"31";"458";"Daniel Olai";"Nyvoll";"M";"NOR";"Fossum IF";"NM Jr";"M19";"31:59.8";"3:37.2";"2018-02-02T16:38:29.8000000";"";"2+2+0+1"
"32";"464";"Peder";"Owren";"M";"NOR";"Vingrom IL";"NM Jr";"M19";"32:09.9";"3:47.3";"2018-02-02T16:38:39.9000000";"";"3+0+2+1"
"33";"453";"Einar";"Ekeland";"M";"NOR";"Torridal IL - Skiskyting";"NM Jr";"M19";"32:10.4";"3:47.8";"2018-02-02T16:38:40.4000000";"";"0+1+3+2"
"33";"446";"Halvor";"Skrindo";"M";"NOR";"Ål Skiskyttarlag";"NM Jr";"M19";"32:10.4";"3:47.8";"2018-02-02T16:37:10.4000000";"";"1+0+1+2"
"35";"449";"Sander Kulstad";"Haugen";"M";"NOR";"Østre Toten Skilag";"NM Jr";"M19";"32:13.5";"3:50.9";"2018-02-02T16:37:13.5000000";"";"0+2+2+3"
"36";"603";"Torbjørn";"Oppigard";"M";"NOR";"Eikesdal Skiskyttarlag - Skisk";"NM Jr";"M19";"32:19.1";"3:56.5";"2018-02-02T18:37:19.1000000";"";"0+0+0+1"
"37";"456";"Erik Kjøsnes";"Wekre";"M";"NOR";"Steinkjer Skiklubb";"NM Jr";"M19";"32:41.3";"4:18.7";"2018-02-02T16:39:11.3000000";"";"2+0+1+3"
"38";"454";"Anders";"Usland";"M";"NOR";"Marnardal IL";"NM Jr";"M19";"32:41.4";"4:18.8";"2018-02-02T16:39:11.4000000";"";"0+0+2+3"
"39";"451";"Kristoffer Schulz";"Solum";"M";"NOR";"Simostranda IL";"NM Jr";"M19";"32:44.3";"4:21.7";"2018-02-02T16:39:14.3000000";"";"2+1+2+1"
"40";"432";"Martin Øyen";"Tøraasen";"M";"NOR";"Folldal IF";"NM Jr";"M19";"32:46.2";"4:23.6";"2018-02-02T16:37:46.2000000";"";"2+1+1+0"
"41";"473";"Stian Strand";"Paulsen";"M";"NOR";"Bø Skiskyttarlag";"NM Jr";"M19";"32:57.0";"4:34.4";"2018-02-02T16:39:27.0000000";"";"1+0+2+2"
"42";"474";"Sondre Nikolai";"Olsen";"M";"NOR";"Trondhjems Skiskyttere";"NM Jr";"M19";"33:07.5";"4:44.9";"2018-02-02T16:39:37.5000000";"";"0+0+1+2"
"43";"441";"Håvard";"Haugen";"M";"NOR";"Tonstad IL";"NM Jr";"M19";"33:11.6";"4:49.0";"2018-02-02T16:38:11.6000000";"";"1+1+1+1"
"44";"460";"Rasmus Odland";"Kvamme";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M19";"33:13.4";"4:50.8";"2018-02-02T16:39:43.4000000";"";"2+0+4+1"
"45";"457";"Sander";"Østensen";"M";"NOR";"Østre Toten Skilag";"NM Jr";"M19";"33:13.7";"4:51.1";"2018-02-02T16:39:43.7000000";"";"2+1+2+1"
"46";"604";"Eirik Markus";"Rinde";"M";"NOR";"Vik IL";"NM Jr";"M19";"33:22.6";"5:00.0";"2018-02-02T18:38:22.6000000";"";"1+1+1+1"
"47";"475";"Indre";"Halseth";"M";"NOR";"Rennebu IL";"NM Jr";"M19";"33:25.7";"5:03.1";"2018-02-02T16:39:55.7000000";"";"1+0+1+1"
"48";"480";"Hermann";"Stensby";"M";"NOR";"Hernes IL";"NM Jr";"M19";"33:26.4";"5:03.8";"2018-02-02T16:39:56.4000000";"";"1+1+1+2"
"49";"444";"Tobias Bjørvig";"Karlsen";"M";"NOR";"Skjervøy IK";"NM Jr";"M19";"34:11.0";"5:48.4";"2018-02-02T16:39:11.0000000";"";"1+1+2+3"
"50";"442";"Sindre Davidsen";"Schonhowd";"M";"NOR";"Søndre Ål Sportsklubb";"NM Jr";"M19";"34:13.4";"5:50.8";"2018-02-02T16:39:13.4000000";"";"2+3+1+5"
"51";"463";"Halvor Cappelen";"Wik";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M19";"34:16.5";"5:53.9";"2018-02-02T16:40:46.5000000";"";"2+1+2+2"
"52";"478";"Simen Mathias";"Risnes";"M";"NOR";"Tonstad IL";"NM Jr";"M19";"34:23.6";"6:01.0";"2018-02-02T16:40:53.6000000";"";"0+0+0+3"
"53";"469";"Håkon";"Frøseth";"M";"NOR";"Sokna IL";"NM Jr";"M19";"34:26.8";"6:04.2";"2018-02-02T16:40:56.8000000";"";"3+2+3+3"
"54";"477";"Magnus";"STOKKE";"M";"NOR";"Lier IL";"NM Jr";"M19";"34:27.0";"6:04.4";"2018-02-02T16:40:57.0000000";"";"1+3+3+1"
"55";"452";"Ola Martinius";"WINGESTAD";"M";"NOR";"Svene IL";"NM Jr";"M19";"34:29.9";"6:07.3";"2018-02-02T16:40:59.9000000";"";"2+0+2+1"
"56";"605";"Gard Edvard";"Myhr";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M19";"34:32.5";"6:09.9";"2018-02-02T18:39:32.5000000";"";"0+1+3+2"
"57";"613";"Emil Andre";"Breivik";"M";"NOR";"IL Bevern";"NM Jr";"M19";"34:33.0";"6:10.4";"2018-02-02T18:39:33.0000000";"";"1+0+4+1"
"58";"468";"Marius Tjelde";"Vaagen";"M";"NOR";"Molde og Omegn IF";"NM Jr";"M19";"35:09.9";"6:47.3";"2018-02-02T16:41:39.9000000";"";"0+1+4+2"
"59";"479";"Sigurd Vangberg";"Vaadal";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M19";"35:34.6";"7:12.0";"2018-02-02T16:42:04.6000000";"";"0+0+1+2"
"60";"470";"Emil Kloster";"Snekkevik";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M19";"36:17.9";"7:55.3";"2018-02-02T16:42:47.9000000";"";"2+2+3+2"
"61";"608";"Mathias";"Witte";"M";"NOR";"Alta Skiskytterlag";"NM Jr";"M19";"36:24.7";"8:02.1";"2018-02-02T18:41:24.7000000";"";"4+4+0+1"
"62";"472";"Anders";"RINGEN";"M";"NOR";"Bjerke IL Ski";"NM Jr";"M19";"37:02.5";"8:39.9";"2018-02-02T16:43:32.5000000";"";"2+3+4+4"
"63";"607";"Embrik";"Børresen";"M";"NOR";"Hålandsdal IL";"NM Jr";"M19";"37:11.4";"8:48.8";"2018-02-02T18:42:11.4000000";"";"3+1+4+2"
"64";"476";"Herman";"Riber";"M";"NOR";"Bødalen IF";"NM Jr";"M19";"37:22.7";"9:00.1";"2018-02-02T16:43:52.7000000";"";"1+0+1+3"
"65";"612";"Martin";"Solberg";"M";"NOR";"Froland IL";"NM Jr";"M19";"37:28.4";"9:05.8";"2018-02-02T18:42:28.4000000";"";"3+1+2+0"
"66";"611";"Ragnar";"Finden";"M";"NOR";"Vik IL";"NM Jr";"M19";"38:25.9";"10:03.3";"2018-02-02T18:43:25.9000000";"";"4+0+3+4"
"67";"614";"Vidar";"Brenna";"M";"NOR";"Skrautvål IL";"NM Jr";"M19";"38:26.6";"10:04.0";"2018-02-02T18:43:26.6000000";"";"4+0+3+4"
"68";"602";"Odd";"Wæhre";"M";"NOR";"Meråker Skiskytterklubb";"NM Jr";"M19";"38:51.5";"10:28.9";"2018-02-02T18:43:51.5000000";"";"1+0+3+2"
"69";"466";"Kristian Lindh";"Aandahl";"M";"NOR";"IL Bevern";"NM Jr";"M19";"39:10.6";"10:48.0";"2018-02-02T16:45:40.6000000";"";"3+0+2+4"
"70";"615";"Markus Elias";"Breivik";"M";"NOR";"Tromsø Skiskytterlag";"NM Jr";"M19";"41:55.2";"13:32.6";"2018-02-02T18:46:55.2000000";"";"1+2+2+1"
"71";"610";"Håkon Fodstad";"Bredesen";"M";"NOR";"Østre Toten Skilag";"NM Jr";"M19";"42:02.5";"13:39.9";"2018-02-02T18:47:02.5000000";"";"3+1+0+3"
"72";"471";"Emil";"Åberg";"M";"NOR";"Ørn IF - Skiskyting";"NM Jr";"M19";"0:15.0";"";"";"";"3"
"1";"123";"Sturla Holm";"Lægreid";"M";"NOR";"Bærums Skiklub";"NM Jr";"M20-21";"32:52.9";"0:00.0";"2018-02-02T10:52:52.9000000";"";"1+0+0+1"
"2";"128";"Jørgen Brendengen";"Krogsæter";"M";"NOR";"Ullensaker Skiklubb";"NM Jr";"M20-21";"33:15.7";"0:22.8";"2018-02-02T10:53:15.7000000";"";"0+1+0+1"
"3";"138";"Sverre Dahlen";"Aspenes";"M";"NOR";"Skatval Skilag";"NM Jr";"M20-21";"33:24.2";"0:31.3";"2018-02-02T10:53:24.2000000";"";"0+0+1+3"
"4";"122";"Johannes";"Dale-Skjevdal";"M";"NOR";"Fet Skiklubb - Skiskyting";"NM Jr";"M20-21";"33:31.8";"0:38.9";"2018-02-02T10:53:31.8000000";"";"1+0+1+2"
"5";"180";"Endre";"Strømsheim";"M";"NOR";"Bærums Skiklub";"NM Jr";"M20-21";"33:35.8";"0:42.9";"2018-02-02T10:53:35.8000000";"";"1+1+1+1"
"6";"133";"Erlend";"Hokholt";"M";"NOR";"Oslo Skiskytterlag";"NM Jr";"M20-21";"33:41.6";"0:48.7";"2018-02-02T10:53:41.6000000";"";"0+0+2+1"
"7";"141";"Vegar Horneberg";"Selnæs";"M";"NOR";"Trondhjems Skiskyttere";"NM Jr";"M20-21";"33:46.9";"0:54.0";"2018-02-02T10:53:46.9000000";"";"0+1+0+1"
"8";"149";"Rasmus";"Krogstad";"M";"NOR";"Try Idrettslaget";"NM Jr";"M20-21";"33:48.2";"0:55.3";"2018-02-02T10:53:48.2000000";"";"0+0+2+1"
"9";"130";"Vebjørn";"Sørum";"M";"NOR";"Søndre Ål Sportsklubb";"NM Jr";"M20-21";"33:57.3";"1:04.4";"2018-02-02T10:53:57.3000000";"";"2+1+1+0"
"10";"124";"Fredrik";"Bucher-Johannessen";"M";"NOR";"Try Idrettslaget";"NM Jr";"M20-21";"33:57.5";"1:04.6";"2018-02-02T10:53:57.5000000";"";"0+1+1+2"
