"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"30";"283";"Rebecka";"Oppigard";"F";"NOR";"Eikesdal Skiskyttarlag / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"K17";"23:14.8";"4:17.6";"2018-03-10T11:12:34.9520000";"";"2+2"
"31";"274";"Mari";"Gåsbakk";"F";"NOR";"Fossum IF";"Norges Cup sprint - junior og senior";"K17";"23:22.7";"4:25.5";"2018-03-10T11:09:42.9630000";"";"1+4"
"32";"265";"Marte";"Riddervold";"F";"NOR";"Asker SK";"Norges Cup sprint - junior og senior";"K17";"23:32.7";"4:35.5";"2018-03-10T11:06:53.1440000";"";"2+2"
"33";"278";"Karen Moum";"Agle";"F";"NOR";"Snåsa Skiskytterlag / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K17";"23:34.2";"4:37.0";"2018-03-10T11:11:14.0750000";"";"1+1"
"34";"259";"Celina Marie";"Striger";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"K17";"24:02.8";"5:05.6";"2018-03-10T11:05:23.7000000";"";"3+4"
"35";"301";"Malin Haga";"Idsøe";"F";"NOR";"Figgjo IL / Team iSandnes";"Norges Cup sprint - junior og senior";"K17";"24:20.9";"5:23.7";"2018-03-10T11:19:40.9100000";"";"1+2"
"36";"258";"Mia Sæther";"Midtbø";"F";"NOR";"Fyresdal Skiskyttarlag / Team TeVe";"Norges Cup sprint - junior og senior";"K17";"24:22.0";"5:24.8";"2018-03-10T11:05:22.0670000";"";"0+2"
"37";"276";"Brinje Marie";"Haugli";"F";"NOR";"Oslo Skiskytterlag / Wang Toppidrett";"Norges Cup sprint - junior og senior";"K17";"24:25.3";"5:28.2";"2018-03-10T11:11:25.8460000";"";"3+4"
"38";"294";"Aasne Jonstang";"Hordvei";"F";"NOR";"Heddal Idrettslag / Team TeVe";"Norges Cup sprint - junior og senior";"K17";"24:43.5";"5:46.4";"2018-03-10T11:17:44.3270000";"";"1+2"
"39";"253";"Live Szalay";"Pettersen";"F";"NOR";"Figgjo IL / Team iSandnes";"Norges Cup sprint - junior og senior";"K17";"24:50.9";"5:53.7";"2018-03-10T11:04:11.4720000";"";"2+4"
"40";"296";"Tonje";"Nordheim";"F";"NOR";"Oppdal IL";"Norges Cup sprint - junior og senior";"K17";"25:09.8";"6:12.6";"2018-03-10T11:18:49.7830000";"";"2+2"
"41";"287";"Maria";"Brenna";"F";"NOR";"Skrautvål IL / Team Valdres Ski";"Norges Cup sprint - junior og senior";"K17";"25:15.2";"6:18.0";"2018-03-10T11:15:55.3890000";"";"4+5"
"42";"254";"An-Margritt Piro";"Berg";"F";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Norges Cup sprint - junior og senior";"K17";"25:16.7";"6:19.5";"2018-03-10T11:04:56.7880000";"";"0+1"
"43";"273";"Ingeborg Smestu";"Holm";"F";"NOR";"Rennebu IL / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"K17";"25:19.1";"6:21.9";"2018-03-10T11:09:19.5930000";"";"2+2"
"44";"304";"Ragna";"Kolve";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Norges Cup sprint - junior og senior";"K17";"25:21.7";"6:24.5";"2018-03-10T11:21:42.1990000";"";"4+2"
"45";"297";"Caroline Grotøy";"Bjørgum";"F";"NOR";"Fossum IF";"Norges Cup sprint - junior og senior";"K17";"25:23.6";"6:26.4";"2018-03-10T11:19:23.7160000";"";"0+3"
"46";"272";"Mille Therese";"Jacobsen";"F";"NOR";"Fossum IF";"Norges Cup sprint - junior og senior";"K17";"25:39.7";"6:42.5";"2018-03-10T11:11:19.9100000";"";"1+3"
"47";"305";"Maria";"Flak";"F";"NOR";"Steinkjer SK";"Norges Cup sprint - junior og senior";"K17";"25:41.2";"6:44.0";"2018-03-10T11:22:21.1870000";"";"2+4"
"48";"266";"Marte Karine";"Larsen";"F";"NOR";"IL Bevern / Team Kongsberg";"Norges Cup sprint - junior og senior";"K17";"26:04.8";"7:07.7";"2018-03-10T11:09:44.7750000";"";"4+1"
"49";"270";"Mathilde";"Hongseth";"F";"NOR";"Try, Idrettslaget";"Norges Cup sprint - junior og senior";"K17";"27:08.9";"8:11.7";"2018-03-10T11:12:09.0640000";"";"2+5"
"50";"275";"Julie Elisabeth";"Åbyholm";"F";"NOR";"Fossum IF";"Norges Cup sprint - junior og senior";"K17";"0:00.0";"";"";"";""
"51";"295";"Karoline";"Holm";"F";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"K17";"0:00.0";"";"";"";""
"52";"262";"Marit";"Østhus";"F";"NOR";"Nor, IL / NTG Lillehammer";"Norges Cup sprint - junior og senior";"K17";"0:00.0";"";"";"";""
"53";"300";"Emma Aasen";"Strømsnes";"F";"NOR";"Lier IL / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"K17";"0:00.0";"";"";"";""
"1";"195";"Juni";"Arnekleiv";"F";"NOR";"Dombås IL / NTG Lillehammer";"Norges Cup sprint - junior og senior";"K18-19";"18:23.2";"0:00.0";"2018-03-10T10:38:23.1500000";"";"0+0"
"2";"172";"Sigrid Flo";"Bødal";"F";"NOR";"Stårheim IL / NTG Lillehammer";"Norges Cup sprint - junior og senior";"K18-19";"19:14.9";"0:51.7";"2018-03-10T10:31:35.2270000";"";"0+1"
"3";"206";"Guri";"Sandvold";"F";"NOR";"Tynset IF / Team Toyota Slettum Bil";"Norges Cup sprint - junior og senior";"K18-19";"19:19.4";"0:56.2";"2018-03-10T10:42:59.2040000";"";"0+1"
"4";"202";"Marthe Kråkstad";"Johansen";"F";"NOR";"Bossmo & Ytteren IL / Team Polarsirkelen";"Norges Cup sprint - junior og senior";"K18-19";"19:21.6";"0:58.4";"2018-03-10T10:41:41.2250000";"";"0+1"
"5";"181";"Guro Seline";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"Norges Cup sprint - junior og senior";"K18-19";"19:22.3";"0:59.1";"2018-03-10T10:34:42.2190000";"";"0+0"
"6";"231";"Andrine Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"K18-19";"19:27.8";"1:04.7";"2018-03-10T10:51:28.1800000";"";"0+0"
"7";"205";"Sara";"Borchgrevink";"F";"NOR";"Fossum IF / Wang Toppidrett";"Norges Cup sprint - junior og senior";"K18-19";"19:37.9";"1:14.7";"2018-03-10T10:42:58.0100000";"";"0+0"
"8";"213";"Marit";"Øygard";"F";"NOR";"Skrautvål IL / Team Valdres Ski";"Norges Cup sprint - junior og senior";"K18-19";"19:46.0";"1:22.8";"2018-03-10T10:45:45.9480000";"";"1+1"
"9";"176";"Nora Nellie";"Ahlqvist";"F";"NOR";"Trysilgutten IL / Snow Team Trysil";"Norges Cup sprint - junior og senior";"K18-19";"19:49.0";"1:25.8";"2018-03-10T10:33:29.4970000";"";"0+0"
"10";"238";"Tora Eid";"Løvås";"F";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"K18-19";"19:56.6";"1:33.5";"2018-03-10T10:54:17.1780000";"";"0+1"
"11";"241";"Anne Bunemann";"De Besche";"F";"NOR";"Try, Idrettslaget / Wang Toppidrett";"Norges Cup sprint - junior og senior";"K18-19";"20:12.5";"1:49.4";"2018-03-10T10:55:31.6690000";"";"1+3"
"12";"196";"Hilde";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Norges Cup sprint - junior og senior";"K18-19";"20:14.1";"1:50.9";"2018-03-10T10:40:34.4130000";"";"1+2"
"13";"177";"Signe";"Hofstad";"F";"NOR";"Røros IL";"Norges Cup sprint - junior og senior";"K18-19";"20:27.1";"2:03.9";"2018-03-10T10:34:27.5350000";"";"0+1"
"14";"188";"Åsne";"Skrede";"F";"NOR";"Geilo IL / NTG Geilo";"Norges Cup sprint - junior og senior";"K18-19";"20:33.7";"2:10.5";"2018-03-10T10:38:13.6540000";"";"2+3"
"15";"190";"Marte Carlson";"Møller";"F";"NOR";"Trysilgutten IL / Snow Team Trysil";"Norges Cup sprint - junior og senior";"K18-19";"20:33.9";"2:10.7";"2018-03-10T10:38:54.2170000";"";"0+0"
"16";"214";"Marte Lien";"Johnsen";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"K18-19";"20:35.0";"2:11.8";"2018-03-10T10:46:54.9260000";"";"2+1"
"17";"191";"Nora Landerud";"Svingen";"F";"NOR";"Svene IL / NTG Geilo";"Norges Cup sprint - junior og senior";"K18-19";"20:40.5";"2:17.3";"2018-03-10T10:39:20.7890000";"";"1+1"
"18";"234";"Kristin";"Mestad";"F";"NOR";"Torridal IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"K18-19";"20:41.2";"2:18.0";"2018-03-10T10:53:41.4770000";"";"0+0"
"19";"184";"Nora Dokken";"Berget";"F";"NOR";"Svene IL / Team Kongsberg";"Norges Cup sprint - junior og senior";"K18-19";"20:43.9";"2:20.7";"2018-03-10T10:37:04.1230000";"";"0+0"
"20";"233";"Sara Holm";"Lægreid";"F";"NOR";"Bærums Skiklub / Wang Toppidrett";"Norges Cup sprint - junior og senior";"K18-19";"20:46.4";"2:23.2";"2018-03-10T10:53:26.3950000";"";"0+0"
"21";"245";"Vibeke Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K18-19";"20:50.8";"2:27.6";"2018-03-10T10:57:31.0030000";"";"0+0"
"22";"227";"Stine";"Bratteng";"F";"NOR";"Nittedal Skiskytterlag / NTG Lillehammer";"Norges Cup sprint - junior og senior";"K18-19";"20:54.9";"2:31.7";"2018-03-10T10:51:34.8870000";"";"1+0"
"23";"228";"Mari Lindmo";"Kvanneberg";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Norges Cup sprint - junior og senior";"K18-19";"21:02.4";"2:39.2";"2018-03-10T10:52:01.5810000";"";"1+1"
"24";"179";"Ingrid";"Nordbotten";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"K18-19";"21:04.8";"2:41.6";"2018-03-10T10:35:45.1330000";"";"1+1"
"25";"249";"Oda Støen";"Kolkinn";"F";"NOR";"Søndre Ål Sportsklubb / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"K18-19";"21:11.1";"2:47.9";"2018-03-10T10:59:10.4930000";"";"0+3"
"26";"229";"Katarina";"Aarseth";"F";"NOR";"Hålandsdal IL / Team Glalaks";"Norges Cup sprint - junior og senior";"K18-19";"21:13.1";"2:49.9";"2018-03-10T10:52:33.2260000";"";"0+2"
"27";"230";"Amalie Kristine";"Triumf";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"Norges Cup sprint - junior og senior";"K18-19";"21:14.5";"2:51.3";"2018-03-10T10:52:54.4060000";"";"0+2"
"28";"240";"Ingrid Gylterud";"Kvålsgard";"F";"NOR";"Fossum IF / Wang Toppidrett";"Norges Cup sprint - junior og senior";"K18-19";"21:17.1";"2:53.9";"2018-03-10T10:56:17.2330000";"";"1+2"
"29";"242";"Anne-Marie";"Roset";"F";"NOR";"Markane IL / Stryn Videregående Skole";"Norges Cup sprint - junior og senior";"K18-19";"21:31.2";"3:08.0";"2018-03-10T10:57:11.6960000";"";"0+1"
"30";"174";"Kristina Hipolan";"Bergmann";"F";"NOR";"Drangedal Idrettslag / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"K18-19";"21:39.0";"3:15.8";"2018-03-10T10:34:39.1480000";"";"3+3"
"31";"216";"Emma Krogh";"Pedersen";"F";"NOR";"Bardu Idrettslag / Nordreisa vgs";"Norges Cup sprint - junior og senior";"K18-19";"21:40.0";"3:16.8";"2018-03-10T10:48:40.3620000";"";"0+1"
"32";"220";"Sigrid Bredde";"VIG";"F";"NOR";"Simostranda IL / NTG Geilo";"Norges Cup sprint - junior og senior";"K18-19";"21:48.1";"3:24.9";"2018-03-10T10:50:08.1280000";"";"3+3"
"33";"204";"Benedicte Stien";"Schreiner";"F";"NOR";"Skonseng UL";"Norges Cup sprint - junior og senior";"K18-19";"21:49.8";"3:26.6";"2018-03-10T10:44:50.0650000";"";"2+4"
"34";"180";"Vilde Hagen";"FRIIS";"F";"NOR";"Ål Skiskyttarlag";"Norges Cup sprint - junior og senior";"K18-19";"21:51.5";"3:28.3";"2018-03-10T10:36:51.8270000";"";"2+1"
"35";"244";"Guro Hennissen";"Hermann";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K18-19";"21:58.3";"3:35.1";"2018-03-10T10:58:18.3030000";"";"2+2"
"36";"222";"Ingrid Kristine";"Wright-Hagen";"F";"NOR";"Åsnes Skiskytterlag / NTG Lillehammer";"Norges Cup sprint - junior og senior";"K18-19";"21:58.5";"3:35.3";"2018-03-10T10:50:58.7000000";"";"1+2"
"37";"219";"Andrine Øverland";"Hatling";"F";"NOR";"Fana IL / NTG Geilo";"Norges Cup sprint - junior og senior";"K18-19";"22:09.6";"3:46.4";"2018-03-10T10:50:09.6300000";"";"3+4"
"38";"232";"Sofie Bergan";"Bjaadal";"F";"NOR";"Lier IL / NTG Lillehammer";"Norges Cup sprint - junior og senior";"K18-19";"22:20.7";"3:57.5";"2018-03-10T10:54:41.5280000";"";"1+0"
"39";"218";"Andrine";"Green";"F";"NOR";"Stiklestad IL / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"K18-19";"22:21.3";"3:58.2";"2018-03-10T10:50:01.1340000";"";"1+2"
"40";"226";"Rikke Gjeitnes";"Dahle";"F";"NOR";"Molde og Omegn IF";"Norges Cup sprint - junior og senior";"K18-19";"22:25.6";"4:02.4";"2018-03-10T10:52:45.6990000";"";"3+1"
"41";"182";"Siri";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"K18-19";"22:31.4";"4:08.2";"2018-03-10T10:38:12.1300000";"";"2+4"
"42";"221";"Hildegunn";"Vekseth";"F";"NOR";"Snåsa Skiskytterlag / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K18-19";"22:35.9";"4:12.7";"2018-03-10T10:51:15.9570000";"";"4+2"
"43";"185";"Kristine Hokseng";"Øien";"F";"NOR";"Oppdal IL / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"K18-19";"22:37.0";"4:13.8";"2018-03-10T10:39:16.7500000";"";"4+1"
"44";"203";"Marthe";"Dehn";"F";"NOR";"Bærums Skiklub";"Norges Cup sprint - junior og senior";"K18-19";"22:38.2";"4:15.1";"2018-03-10T10:45:18.2630000";"";"1+3"
"45";"209";"Sanna";"Bjørkli";"F";"NOR";"Froland IL";"Norges Cup sprint - junior og senior";"K18-19";"22:39.6";"4:16.4";"2018-03-10T10:47:19.6770000";"";"1+1"
"46";"210";"Marte Eriksen";"Hensema";"F";"NOR";"Bødalen IF / Team Kongsberg";"Norges Cup sprint - junior og senior";"K18-19";"22:46.2";"4:23.0";"2018-03-10T10:47:46.7500000";"";"2+2"
"47";"211";"Tonje";"Rustand";"F";"NOR";"Svene IL / Team Kongsberg";"Norges Cup sprint - junior og senior";"K18-19";"22:51.4";"4:28.2";"2018-03-10T10:48:11.3960000";"";"0+2"
"48";"175";"Kristel";"Haltbrekken";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K18-19";"23:02.2";"4:39.0";"2018-03-10T10:36:22.7010000";"";"1+2"
"49";"192";"Tonje Bruem";"Reistad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K18-19";"23:04.2";"4:41.0";"2018-03-10T10:42:04.3950000";"";"0+3"
"50";"171";"Katinka Dorothea Rayner-Battle";"Kleveland";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"K18-19";"23:05.8";"4:42.6";"2018-03-10T10:35:05.9960000";"";"3+1"
"51";"217";"Thyra Grimstad";"Strand";"F";"NOR";"Bø Skiskyttarlag / Team TeVe";"Norges Cup sprint - junior og senior";"K18-19";"23:08.9";"4:45.7";"2018-03-10T10:50:28.9490000";"";"0+1"
"52";"200";"Hedda";"Tveiten";"F";"NOR";"Svene IL / Team Kongsberg";"Norges Cup sprint - junior og senior";"K18-19";"23:22.2";"4:59.0";"2018-03-10T10:45:02.6290000";"";"0+1"
"53";"247";"Lisa";"Neraas";"F";"NOR";"Fossum IF";"Norges Cup sprint - junior og senior";"K18-19";"23:22.6";"4:59.4";"2018-03-10T11:00:42.9580000";"";"2+2"
"54";"187";"Therese Eikrem";"Blindheim";"F";"NOR";"Fossum IF / Wang Toppidrett";"Norges Cup sprint - junior og senior";"K18-19";"23:25.6";"5:02.4";"2018-03-10T10:40:45.6330000";"";"2+1"
"55";"170";"Lillian Nummedal";"Bryn";"F";"NOR";"Vik IL";"Norges Cup sprint - junior og senior";"K18-19";"23:37.3";"5:14.1";"2018-03-10T10:35:18.3000000";"";"2+1"
"56";"186";"Mia";"Norheim";"F";"NOR";"Oppdal IL";"Norges Cup sprint - junior og senior";"K18-19";"23:46.0";"5:22.8";"2018-03-10T10:40:46.3190000";"";"1+1"
"57";"239";"Ingrid Stølan";"Husøy";"F";"NOR";"Molde og Omegn IF";"Norges Cup sprint - junior og senior";"K18-19";"23:57.7";"5:34.5";"2018-03-10T10:58:38.2400000";"";"4+4"
"58";"183";"Mina de Lange";"Claussen";"F";"NOR";"Bærums Skiklub";"Norges Cup sprint - junior og senior";"K18-19";"23:58.9";"5:35.7";"2018-03-10T10:39:59.4040000";"";"2+1"
"59";"236";"Maria Felicia Eide";"Kaasbøll";"F";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"K18-19";"24:10.6";"5:47.4";"2018-03-10T10:57:50.2270000";"";"2+1"
"60";"248";"Sofia";"Heim";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"Norges Cup sprint - junior og senior";"K18-19";"24:13.3";"5:50.1";"2018-03-10T11:01:53.2170000";"";"2+1"
"61";"197";"Åsne Margrete";"Kleiv";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"Norges Cup sprint - junior og senior";"K18-19";"24:20.6";"5:57.4";"2018-03-10T10:45:00.7890000";"";"1+1"
"62";"178";"Thea Mack";"Rørvik";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"Norges Cup sprint - junior og senior";"K18-19";"24:29.2";"6:06.0";"2018-03-10T10:38:49.3260000";"";"1+3"
"63";"199";"Lena";"Vethe";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Norges Cup sprint - junior og senior";"K18-19";"24:29.6";"6:06.4";"2018-03-10T10:45:50.0630000";"";"2+0"
"64";"193";"Eira Kristine";"Håkonsen";"F";"NOR";"Bø Skiskyttarlag / Team TeVe";"Norges Cup sprint - junior og senior";"K18-19";"24:32.3";"6:09.1";"2018-03-10T10:43:53.2060000";"";"0+3"
"65";"243";"Mari Skjevling";"Erlandsen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"K18-19";"24:47.4";"6:24.2";"2018-03-10T11:00:47.9780000";"";"1+3"
"66";"235";"Gina";"Nygård";"F";"NOR";"Tynset IF / Team Toyota Slettum Bil";"Norges Cup sprint - junior og senior";"K18-19";"24:49.9";"6:26.7";"2018-03-10T10:58:10.4120000";"";"2+0"
"67";"246";"Ingvild";"Røstad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K18-19";"25:04.0";"6:40.8";"2018-03-10T11:02:04.2560000";"";"3+1"
"68";"237";"Jenny-Marie";"Myhre";"F";"NOR";"Skonseng UL";"Norges Cup sprint - junior og senior";"K18-19";"25:04.5";"6:41.3";"2018-03-10T10:59:04.5110000";"";"0+0"
"69";"223";"Alexandra Angelin";"Valen";"F";"NOR";"Bossmo & Ytteren IL / Team Polarsirkelen";"Norges Cup sprint - junior og senior";"K18-19";"25:17.2";"6:54.0";"2018-03-10T10:54:37.6650000";"";"2+1"
"70";"198";"Maren";"Aaserud";"F";"NOR";"Svene IL / Team Kongsberg";"Norges Cup sprint - junior og senior";"K18-19";"25:31.3";"7:08.2";"2018-03-10T10:46:31.0900000";"";"2+2"
"71";"201";"Eirin";"Tufteland";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"Norges Cup sprint - junior og senior";"K18-19";"26:12.7";"7:49.5";"2018-03-10T10:48:12.9400000";"";"3+1"
"72";"207";"Ina";"Rustand";"F";"NOR";"Svene IL / Team Kongsberg";"Norges Cup sprint - junior og senior";"K18-19";"27:28.5";"9:05.3";"2018-03-10T10:51:28.1500000";"";"2+2"
"73";"189";"Ingvild Tronstad";"Andersen";"F";"NOR";"IL Bevern / Team Kongsberg";"Norges Cup sprint - junior og senior";"K18-19";"0:00.0";"";"";"";""
"74";"212";"Tori";"Angell";"F";"NOR";"Odda IL / Team Glalaks";"Norges Cup sprint - junior og senior";"K18-19";"0:00.0";"";"";"";""
"75";"215";"Synne Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"K18-19";"0:00.0";"";"";"";""
"76";"225";"Nora Bakken";"Heiberg";"F";"NOR";"Fossum IF / Wang Toppidrett";"Norges Cup sprint - junior og senior";"K18-19";"0:00.0";"";"";"";""
"77";"194";"Augusta";"Idland";"F";"NOR";"Figgjo IL / Team iSandnes";"Norges Cup sprint - junior og senior";"K18-19";"0:00.0";"";"";"";""
"1";"538";"Randi Sollid";"Nordvang";"F";"NOR";"Vingelen IL / Team Maxim";"Norges Cup sprint - junior og senior";"K20-21";"24:16.5";"0:00.0";"2018-03-10T13:48:36.8390000";"";"1+0"
"2";"549";"Marit Ishol";"Skogan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K20-21";"24:47.7";"0:31.2";"2018-03-10T13:52:47.9210000";"";"2+0"
"3";"531";"Malin Auganæs";"Bergtun";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"Norges Cup sprint - junior og senior";"K20-21";"24:52.2";"0:35.7";"2018-03-10T13:46:52.1060000";"";"0+2"
"4";"528";"Ida";"Lien";"F";"NOR";"Simostranda IL";"Norges Cup sprint - junior og senior";"K20-21";"24:54.8";"0:38.3";"2018-03-10T13:45:54.9840000";"";"0+3"
"5";"546";"Frida";"Dahl";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K20-21";"25:10.8";"0:54.3";"2018-03-10T13:52:11.2970000";"";"0+2"
"6";"530";"Hege";"Kittelsen";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"Norges Cup sprint - junior og senior";"K20-21";"25:30.0";"1:13.5";"2018-03-10T13:47:09.9910000";"";"0+1"
"7";"537";"Kjersti Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K20-21";"25:38.8";"1:22.3";"2018-03-10T13:49:39.0670000";"";"1+0"
"8";"527";"Sigrid Flatås";"Aune";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"K20-21";"25:44.5";"1:28.0";"2018-03-10T13:46:24.4760000";"";"2+3"
"9";"550";"Kristin";"SANDE";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Maxim";"Norges Cup sprint - junior og senior";"K20-21";"25:56.5";"1:40.0";"2018-03-10T13:54:16.4750000";"";"0+1"
"10";"540";"Ane Einbu";"Baugerød";"F";"NOR";"IL Bevern / Team Woodcon";"Norges Cup sprint - junior og senior";"K20-21";"26:09.7";"1:53.2";"2018-03-10T13:51:10.2040000";"";"0+2"
"11";"529";"Synne Findal";"Skar";"F";"NOR";"Sannidal Idrettslag / Team Maxim";"Norges Cup sprint - junior og senior";"K20-21";"26:11.4";"1:54.9";"2018-03-10T13:47:31.6350000";"";"0+1"
"12";"547";"Stina";"Brattegard";"F";"NOR";"Ål Skiskyttarlag / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"K20-21";"26:15.0";"1:58.5";"2018-03-10T13:53:35.0920000";"";"2+1"
"13";"532";"Mari";"Wetterhus";"F";"NOR";"Svene IL / Team Maxim";"Norges Cup sprint - junior og senior";"K20-21";"26:26.2";"2:09.7";"2018-03-10T13:48:46.4880000";"";"4+1"
"14";"548";"Silje";"Gløtheim";"F";"NOR";"Røros IL / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"K20-21";"26:29.9";"2:13.4";"2018-03-10T13:54:10.0710000";"";"1+1"
"15";"543";"Ingrid";"Grue";"F";"NOR";"Kvikne IL";"Norges Cup sprint - junior og senior";"K20-21";"26:33.6";"2:17.1";"2018-03-10T13:52:33.6010000";"";"0+2"
"16";"539";"Margit";"Sørensen";"F";"NOR";"Fet SK / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"K20-21";"26:41.3";"2:24.8";"2018-03-10T13:51:21.3880000";"";"0+2"
"17";"533";"Kirsten Daae";"Wiig";"F";"NOR";"Ullensaker SK";"Norges Cup sprint - junior og senior";"K20-21";"26:55.8";"2:39.3";"2018-03-10T13:49:35.9300000";"";"2+2"
"18";"534";"Marie Henriksen";"Langseth";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"Norges Cup sprint - junior og senior";"K20-21";"28:15.4";"3:58.9";"2018-03-10T13:51:15.1370000";"";"0+1"
"19";"541";"Ine";"Skjellum";"F";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Norges Cup sprint - junior og senior";"K20-21";"28:17.6";"4:01.1";"2018-03-10T13:53:37.5650000";"";"1+3"
"20";"535";"Line";"Sølberg";"F";"NOR";"Leik, IL / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"K20-21";"28:40.1";"4:23.6";"2018-03-10T13:52:00.2210000";"";"1+1"
"21";"545";"Silje";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Norges Cup sprint - junior og senior";"K20-21";"28:41.4";"4:24.9";"2018-03-10T13:55:21.8150000";"";"3+3"
"22";"536";"Kristiane";"HOLM";"F";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"K20-21";"0:00.0";"";"";"";""
"23";"542";"Une Christiane Tronerud";"Kvelvane";"F";"NOR";"Voss Skiskytterlag / Team Maxim";"Norges Cup sprint - junior og senior";"K20-21";"0:00.0";"";"";"";""
"24";"544";"Vilde Aurora Gusevik";"Skotland";"F";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Norges Cup sprint - junior og senior";"K20-21";"0:00.0";"";"";"";""
"1";"46";"Alexander";"Os";"M";"NOR";"Ishavslaget";"Norges Cup sprint - junior og senior";"M Senior";"26:14.2";"0:00.0";"2018-03-10T09:56:34.2480000";"";"0+1"
"2";"51";"Andreas";"Kvam";"M";"NOR";"Meldal IL / Team Maxim";"Norges Cup sprint - junior og senior";"M Senior";"26:31.7";"0:17.5";"2018-03-10T09:58:31.1070000";"";"1+1"
"3";"45";"Martin";"LINDLAND";"M";"NOR";"Bødalen IF / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"M Senior";"26:46.8";"0:32.6";"2018-03-10T09:56:46.8680000";"";"0+0"
