"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"21";"433";"Andreas Striger";"Halset";"M";"NOR";"Byåsen Skiskytterlag / NTG Lillehammer";"Norges Cup sprint - junior og senior";"M18";"22:58.1";"2:09.2";"2018-03-10T13:12:18.0690000";"";"2+1"
"22";"394";"Erlend";"Solvang";"M";"NOR";"Hålandsdal IL / Team Glalaks";"Norges Cup sprint - junior og senior";"M18";"23:04.5";"2:15.6";"2018-03-10T12:59:24.7210000";"";"1+1"
"23";"434";"Håkon";"Nordmo";"M";"NOR";"Målselvs Skiskyttere / Team Troms & Finnmark";"Norges Cup sprint - junior og senior";"M18";"23:08.3";"2:19.4";"2018-03-10T13:12:48.6620000";"";"1+2"
"24";"423";"Mathias Røiseng";"Aksnes";"M";"NOR";"Stiklestad IL / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"M18";"23:11.0";"2:22.1";"2018-03-10T13:09:10.8930000";"";"0+1"
"25";"422";"Eivind";"Sporaland";"M";"NOR";"Figgjo IL / Team iSandnes";"Norges Cup sprint - junior og senior";"M18";"23:20.5";"2:31.6";"2018-03-10T13:09:00.4420000";"";"1+2"
"26";"425";"Halvor";"Brønstad";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"M18";"23:32.5";"2:43.6";"2018-03-10T13:10:12.4310000";"";"1+3"
"27";"411";"Knut Ola";"Bredalen";"M";"NOR";"Åsnes Skiskytterlag / NTG Geilo";"Norges Cup sprint - junior og senior";"M18";"23:35.5";"2:46.6";"2018-03-10T13:05:35.3340000";"";"1+3"
"28";"437";"Iver Overgård";"Fremstad";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"M18";"23:40.6";"2:51.7";"2018-03-10T13:14:20.4230000";"";"1+2"
"29";"384";"Magnus Sellie";"Hansen";"M";"NOR";"Skaun IL / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"M18";"23:48.2";"2:59.3";"2018-03-10T12:56:48.0650000";"";"0+2"
"30";"397";"Mathias Indrelid";"Haugen";"M";"NOR";"Østre Toten Skilag / NTG Lillehammer";"Norges Cup sprint - junior og senior";"M18";"23:49.7";"3:00.8";"2018-03-10T13:01:09.5080000";"";"3+4"
"31";"389";"Ørjan";"Moseng";"M";"NOR";"Røros IL / NTG Lillehammer";"Norges Cup sprint - junior og senior";"M18";"23:54.7";"3:05.8";"2018-03-10T12:58:34.9370000";"";"2+2"
"32";"440";"Eivind";"Fjærbu";"M";"NOR";"Froland IL";"Norges Cup sprint - junior og senior";"M18";"24:02.4";"3:13.5";"2018-03-10T13:15:42.3750000";"";"1+1"
"33";"410";"Eirik";"Nome";"M";"NOR";"Marnardal IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M18";"24:03.8";"3:14.9";"2018-03-10T13:05:44.2010000";"";"2+2"
"34";"400";"Håkon";"Sørhuus";"M";"NOR";"Trysilgutten IL / Snow Team Trysil";"Norges Cup sprint - junior og senior";"M18";"24:07.3";"3:18.4";"2018-03-10T13:02:27.6680000";"";"1+2"
"35";"404";"Kristoffer Krogh";"Wetterhus";"M";"NOR";"Asker SK";"Norges Cup sprint - junior og senior";"M18";"24:07.5";"3:18.6";"2018-03-10T13:03:47.8250000";"";"1+1"
"36";"382";"Truls Løvaas";"Søvik";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"Norges Cup sprint - junior og senior";"M18";"24:13.5";"3:24.6";"2018-03-10T12:56:33.1750000";"";"1+4"
"37";"401";"Ludvig";"Amundsen";"M";"NOR";"Tretten Skiskytterlag / NTG Lillehammer";"Norges Cup sprint - junior og senior";"M18";"24:20.1";"3:31.2";"2018-03-10T13:03:00.2510000";"";"1+3"
"38";"408";"Håvard Eriksson";"Solfeldt";"M";"NOR";"Skaun IL";"Norges Cup sprint - junior og senior";"M18";"24:21.1";"3:32.2";"2018-03-10T13:05:21.5620000";"";"1+2"
"39";"412";"Torstein";"WINGESTAD";"M";"NOR";"Svene IL / Team Kongsberg";"Norges Cup sprint - junior og senior";"M18";"24:24.7";"3:35.8";"2018-03-10T13:06:44.8910000";"";"0+1"
"40";"398";"Vegard Øverli";"Berg";"M";"NOR";"Svene IL / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"M18";"24:27.8";"3:38.9";"2018-03-10T13:02:07.9280000";"";"2+2"
"41";"424";"Per Hansen";"Austjord";"M";"NOR";"Fyresdal Skiskyttarlag / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M18";"24:36.9";"3:48.0";"2018-03-10T13:10:57.0490000";"";"2+1"
"42";"439";"Patrick";"Lunde";"M";"NOR";"Vingrom IL / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"M18";"24:39.5";"3:50.6";"2018-03-10T13:15:59.7770000";"";"1+1"
"43";"381";"Ola";"Olafsbye";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"M18";"24:41.7";"3:52.9";"2018-03-10T12:56:41.9710000";"";"1+2"
"44";"432";"Torjus";"Johansen";"M";"NOR";"Bossekop UL / Team Troms & Finnmark";"Norges Cup sprint - junior og senior";"M18";"24:42.3";"3:53.4";"2018-03-10T13:13:41.9230000";"";"2+5"
"45";"407";"Axel Kristian";"Rundhaug";"M";"NOR";"Skonseng UL";"Norges Cup sprint - junior og senior";"M18";"24:45.8";"3:56.9";"2018-03-10T13:05:25.9940000";"";"0+3"
"46";"396";"Trym Reinsnes";"Lind";"M";"NOR";"Fossum IF";"Norges Cup sprint - junior og senior";"M18";"24:45.9";"3:57.0";"2018-03-10T13:01:46.2440000";"";"1+1"
"47";"406";"Jørgen";"Strøm";"M";"NOR";"Alta Skiskytterlag / Team Troms & Finnmark";"Norges Cup sprint - junior og senior";"M18";"24:53.1";"4:04.2";"2018-03-10T13:05:12.9230000";"";"3+4"
"48";"391";"Håvard Heie";"Bjørndal";"M";"NOR";"Hålandsdal IL / Team Glalaks";"Norges Cup sprint - junior og senior";"M18";"24:58.0";"4:09.2";"2018-03-10T13:00:18.0060000";"";"3+1"
"49";"419";"Tobias";"Tangstad";"M";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Norges Cup sprint - junior og senior";"M18";"24:59.4";"4:10.6";"2018-03-10T13:09:39.7430000";"";"2+2"
"50";"443";"Håkon Hauge";"Gunnes";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"M18";"24:59.7";"4:10.8";"2018-03-10T13:17:40.0730000";"";"3+2"
"51";"421";"Marius Braathen";"Kleven";"M";"NOR";"Lier IL / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"M18";"25:04.4";"4:15.6";"2018-03-10T13:10:24.6860000";"";"2+3"
"52";"405";"Thomas Oliver Wallin";"Higgins";"M";"NOR";"Bærums Skiklub";"Norges Cup sprint - junior og senior";"M18";"25:09.2";"4:20.3";"2018-03-10T13:05:09.7080000";"";"1+2"
"53";"390";"Hallstein Bondhus";"Often";"M";"NOR";"Tynset IF / Team Toyota Slettum Bil";"Norges Cup sprint - junior og senior";"M18";"25:43.5";"4:54.6";"2018-03-10T13:00:43.7290000";"";"3+2"
"54";"445";"Teodor";"Birkeland";"M";"NOR";"Asker SK";"Norges Cup sprint - junior og senior";"M18";"25:47.6";"4:58.7";"2018-03-10T13:19:07.6180000";"";"1+1"
"55";"414";"Martin Fagereng";"Fjellavli";"M";"NOR";"Skonseng UL";"Norges Cup sprint - junior og senior";"M18";"25:48.1";"4:59.2";"2018-03-10T13:08:48.1920000";"";"2+2"
"56";"392";"Max Oliver Tornøe";"Jonsson";"M";"NOR";"Bærums Skiklub / Wang Toppidrett";"Norges Cup sprint - junior og senior";"M18";"26:27.3";"5:38.4";"2018-03-10T13:02:07.2230000";"";"2+3"
"57";"395";"Audun Wanvik";"Haugen";"M";"NOR";"Skatval Skilag";"Norges Cup sprint - junior og senior";"M18";"27:26.0";"6:37.1";"2018-03-10T13:04:06.2680000";"";"3+3"
"58";"413";"Andreas";"Østensen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Norges Cup sprint - junior og senior";"M18";"27:27.3";"6:38.4";"2018-03-10T13:10:07.5320000";"";"0+4"
"59";"379";"Marius Aksvik";"Wienenga";"M";"NOR";"Idrettslaget Dyre Vaa";"Norges Cup sprint - junior og senior";"M18";"28:59.6";"8:10.7";"2018-03-10T13:00:19.2600000";"";"5+3"
"60";"417";"Emil Tangerud";"Viken";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"M18";"29:07.1";"8:18.3";"2018-03-10T13:13:07.3300000";"";"2+4"
"61";"442";"Kristian";"Aasbø";"M";"NOR";"Gjerstad IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M18";"0:00.0";"";"";"";""
"62";"431";"Martin";"Alfheim";"M";"NOR";"Bossmo & Ytteren IL / NTG Lillehammer";"Norges Cup sprint - junior og senior";"M18";"0:00.0";"";"";"";""
"63";"429";"Truls Christoffersen";"Bolland";"M";"NOR";"Try, Idrettslaget / Wang Toppidrett";"Norges Cup sprint - junior og senior";"M18";"0:00.0";"";"";"";""
"64";"403";"Sondre Holm";"Holten";"M";"NOR";"Fossum IF / Persbråten vgs";"Norges Cup sprint - junior og senior";"M18";"0:00.0";"";"";"";""
"65";"418";"Martin";"Kaasen";"M";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"Norges Cup sprint - junior og senior";"M18";"0:00.0";"";"";"";""
"66";"380";"Ole Marius";"Sundby";"M";"NOR";"Bjerke IL Ski";"Norges Cup sprint - junior og senior";"M18";"0:00.0";"";"";"";""
"67";"387";"Kristian Aleksander";"TORESEN";"M";"NOR";"Oslo Skiskytterlag / Wang Toppidrett";"Norges Cup sprint - junior og senior";"M18";"0:00.0";"";"";"";""
"1";"105";"Sturla Holm";"Lægreid";"M";"NOR";"Bærums Skiklub";"Norges Cup sprint - junior og senior";"M20-21";"26:03.5";"0:00.0";"2018-03-10T10:16:02.5050000";"";"0+0"
"2";"99";"Vebjørn";"Sørum";"M";"NOR";"Søndre Ål Sportsklubb";"Norges Cup sprint - junior og senior";"M20-21";"26:10.7";"0:07.2";"2018-03-10T10:14:10.5990000";"";"0+1"
"3";"127";"Aleksander Fjeld";"Andersen";"M";"NOR";"Geilo IL";"Norges Cup sprint - junior og senior";"M20-21";"26:11.9";"0:08.4";"2018-03-10T10:23:31.8450000";"";"0+1"
"4";"85";"Erlend";"Hokholt";"M";"NOR";"Oslo Skiskytterlag / Team Maxim";"Norges Cup sprint - junior og senior";"M20-21";"26:46.3";"0:42.8";"2018-03-10T10:10:06.5460000";"";"1+0"
"5";"113";"Johannes";"Dale-Skjevdal";"M";"NOR";"Fet SK";"Norges Cup sprint - junior og senior";"M20-21";"26:53.5";"0:50.0";"2018-03-10T10:19:33.4580000";"";"2+1"
"6";"118";"Sverre Dahlen";"Aspenes";"M";"NOR";"Skatval Skilag / Team Maxim";"Norges Cup sprint - junior og senior";"M20-21";"27:07.8";"1:04.3";"2018-03-10T10:21:27.9620000";"";"1+1"
"7";"115";"Truls Fjellheim";"Jorde";"M";"NOR";"Asker SK / Holmenkollen Biathlon";"Norges Cup sprint - junior og senior";"M20-21";"27:08.8";"1:05.3";"2018-03-10T10:20:26.8670000";"";"1+1"
"8";"119";"Herman Dramdal";"Borge";"M";"NOR";"Svene IL / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"M20-21";"27:22.7";"1:19.2";"2018-03-10T10:22:02.7250000";"";"0+2"
"9";"125";"Petter Austberg";"Bjørn";"M";"NOR";"Alvdal IL / Team Maxim";"Norges Cup sprint - junior og senior";"M20-21";"27:27.9";"1:24.4";"2018-03-10T10:24:07.9770000";"";"0+2"
"10";"98";"Endre";"Strømsheim";"M";"NOR";"Bærums Skiklub";"Norges Cup sprint - junior og senior";"M20-21";"27:40.5";"1:37.0";"2018-03-10T10:15:20.0880000";"";"3+0"
"11";"108";"Sivert Guttorm";"Bakken";"M";"NOR";"Vingrom IL";"Norges Cup sprint - junior og senior";"M20-21";"27:46.3";"1:42.8";"2018-03-10T10:18:46.0770000";"";"0+2"
"12";"128";"Håvard Kne";"Galåen";"M";"NOR";"Røros IL";"Norges Cup sprint - junior og senior";"M20-21";"27:51.7";"1:48.3";"2018-03-10T10:25:31.5090000";"";"1+1"
"13";"86";"Torstein Wiiger";"Opsahl";"M";"NOR";"Lier IL / Team Lier Skiskyting";"Norges Cup sprint - junior og senior";"M20-21";"27:53.1";"1:49.6";"2018-03-10T10:11:33.2790000";"";"2+1"
"14";"124";"Øyvind Rikheim";"Haugan";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Norges Cup sprint - junior og senior";"M20-21";"27:53.6";"1:50.1";"2018-03-10T10:24:13.3510000";"";"0+2"
"15";"63";"Hans Kristian";"Sørum";"M";"NOR";"Mjøsski / Team Woodcon";"Norges Cup sprint - junior og senior";"M20-21";"27:58.0";"1:54.5";"2018-03-10T10:03:56.5360000";"";"0+1"
"16";"101";"Espen";"Uldal";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M20-21";"28:00.1";"1:56.6";"2018-03-10T10:16:40.0240000";"";"1+3"
"17";"117";"Karsten Storvik";"Martinussen";"M";"NOR";"Fossum IF / Holmenkollen Biathlon";"Norges Cup sprint - junior og senior";"M20-21";"28:01.4";"1:57.9";"2018-03-10T10:22:01.3900000";"";"1+2"
"18";"97";"Vegar Horneberg";"Selnæs";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"M20-21";"28:12.2";"2:08.7";"2018-03-10T10:15:32.0120000";"";"1+1"
"19";"69";"Markus Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M20-21";"28:12.4";"2:08.9";"2018-03-10T10:06:12.3220000";"";"1+0"
"20";"121";"Jørgen Brendengen";"Krogsæter";"M";"NOR";"Ullensaker SK";"Norges Cup sprint - junior og senior";"M20-21";"28:20.9";"2:17.4";"2018-03-10T10:23:40.8330000";"";"1+3"
"21";"114";"Fredrik";"Bucher-Johannessen";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Norges Cup sprint - junior og senior";"M20-21";"28:22.6";"2:19.2";"2018-03-10T10:21:22.0030000";"";"2+2"
"22";"120";"Harald";"Øygard";"M";"NOR";"Skrautvål IL / Team Valdres Ski";"Norges Cup sprint - junior og senior";"M20-21";"28:24.1";"2:20.6";"2018-03-10T10:23:23.6850000";"";"2+0"
"23";"71";"Øyvind Aalling";"Lio";"M";"NOR";"Bjerke IL Ski / Team Geilo";"Norges Cup sprint - junior og senior";"M20-21";"28:26.4";"2:22.9";"2018-03-10T10:07:05.1680000";"";"1+1"
"24";"72";"Martin Bjørndalen";"Mathisen";"M";"NOR";"Simostranda IL / Team Geilo";"Norges Cup sprint - junior og senior";"M20-21";"28:40.4";"2:37.0";"2018-03-10T10:07:40.5160000";"";"0+3"
"25";"102";"Erlend";"Bakken";"M";"NOR";"Markane IL";"Norges Cup sprint - junior og senior";"M20-21";"28:43.0";"2:39.5";"2018-03-10T10:17:42.8900000";"";"1+0"
"26";"95";"Brage Reier";"Groven";"M";"NOR";"Drammen Strong / Holmenkollen Biathlon";"Norges Cup sprint - junior og senior";"M20-21";"28:46.0";"2:42.5";"2018-03-10T10:15:25.9230000";"";"3+1"
"27";"80";"Rasmus";"Krogstad";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Norges Cup sprint - junior og senior";"M20-21";"28:49.1";"2:45.6";"2018-03-10T10:10:28.6070000";"";"1+1"
"28";"84";"Jonas";"Maalø";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"Norges Cup sprint - junior og senior";"M20-21";"28:56.0";"2:52.5";"2018-03-10T10:11:56.2460000";"";"2+0"
"29";"92";"Trygve Bondhus";"Often";"M";"NOR";"Tynset IF / Team Toyota Slettum Bil";"Norges Cup sprint - junior og senior";"M20-21";"29:03.6";"3:00.1";"2018-03-10T10:14:43.6640000";"";"2+2"
"30";"111";"Håkon";"Rybråten";"M";"NOR";"Fet SK / Team Woodcon";"Norges Cup sprint - junior og senior";"M20-21";"29:07.0";"3:03.5";"2018-03-10T10:21:07.1480000";"";"0+1"
"31";"122";"Olav Lanes";"Severinsen";"M";"NOR";"Tromsø Skiskytterlag / Team Troms & Finnmark";"Norges Cup sprint - junior og senior";"M20-21";"29:24.3";"3:20.9";"2018-03-10T10:25:04.2730000";"";"1+2"
"32";"90";"Øystein";"Markegård";"M";"NOR";"Geilo IL / Team Geilo";"Norges Cup sprint - junior og senior";"M20-21";"29:26.5";"3:23.0";"2018-03-10T10:14:26.5440000";"";"0+2"
"33";"96";"Vetle Årsvoll";"Undheim";"M";"NOR";"Figgjo IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M20-21";"29:31.8";"3:28.3";"2018-03-10T10:16:31.3220000";"";"1+2"
"34";"73";"Henrik Tordhol";"Sverdrup";"M";"NOR";"Dombås IL";"Norges Cup sprint - junior og senior";"M20-21";"29:47.3";"3:43.8";"2018-03-10T10:09:07.3060000";"";"1+2"
"35";"82";"Torje Usland";"Dahl";"M";"NOR";"Marnardal IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M20-21";"29:49.3";"3:45.8";"2018-03-10T10:12:09.2400000";"";"0+2"
"36";"89";"Isak Nikolai";"Hopland";"M";"NOR";"Hardbagg IL / Stryn Videregående Skole";"Norges Cup sprint - junior og senior";"M20-21";"29:52.9";"3:49.4";"2018-03-10T10:14:33.1210000";"";"1+2"
"37";"126";"Martin";"Steimler";"M";"NOR";"Hernes IL / Team Woodcon";"Norges Cup sprint - junior og senior";"M20-21";"29:57.1";"3:53.6";"2018-03-10T10:26:57.5480000";"";"1+1"
"38";"107";"Anders Sønsteby";"Flaagen";"M";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Norges Cup sprint - junior og senior";"M20-21";"30:00.9";"3:57.4";"2018-03-10T10:20:41.0210000";"";"2+2"
"39";"81";"Lasse";"Virkesdal";"M";"NOR";"Vik IL / Team Intersport Oppdal";"Norges Cup sprint - junior og senior";"M20-21";"30:01.1";"3:57.6";"2018-03-10T10:12:00.8900000";"";"1+1"
"40";"78";"Robin Johan";"Benonisen";"M";"NOR";"Tromsø Skiskytterlag / Team Troms & Finnmark";"Norges Cup sprint - junior og senior";"M20-21";"30:20.9";"4:17.5";"2018-03-10T10:11:21.0780000";"";"1+1"
"41";"83";"Knut Lussand";"Selheim";"M";"NOR";"Voss Skiskytterlag";"Norges Cup sprint - junior og senior";"M20-21";"30:44.6";"4:41.1";"2018-03-10T10:13:24.7440000";"";"2+3"
"42";"74";"Jørgen";"Haugum";"M";"NOR";"Bærums Skiklub / Team OASSK";"Norges Cup sprint - junior og senior";"M20-21";"30:49.0";"4:45.5";"2018-03-10T10:10:28.8760000";"";"3+4"
"43";"64";"Sigbjørn";"Edøy";"M";"NOR";"Tromsø Skiskytterlag / Team Woodcon";"Norges Cup sprint - junior og senior";"M20-21";"31:02.7";"4:59.3";"2018-03-10T10:07:22.9370000";"";"2+3"
"44";"93";"Christian Brennhovd";"Bang";"M";"NOR";"Asker SK / Team OASSK";"Norges Cup sprint - junior og senior";"M20-21";"31:23.8";"5:20.3";"2018-03-10T10:17:23.8800000";"";"2+2"
"45";"87";"Lars";"Reiten";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M20-21";"31:25.2";"5:21.7";"2018-03-10T10:15:24.9770000";"";"3+0"
"46";"79";"Magnus Braathen";"Knoph";"M";"NOR";"Bærums Skiklub / Team OASSK";"Norges Cup sprint - junior og senior";"M20-21";"31:26.5";"5:23.1";"2018-03-10T10:12:46.4640000";"";"1+1"
"47";"104";"Simen Smetbak";"Eriksen";"M";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"Norges Cup sprint - junior og senior";"M20-21";"31:28.0";"5:24.5";"2018-03-10T10:21:08.5050000";"";"1+1"
"48";"106";"Trym Helge";"Carlsen";"M";"NOR";"Fana IL / Team Glalaks";"Norges Cup sprint - junior og senior";"M20-21";"31:33.8";"5:30.3";"2018-03-10T10:21:53.7280000";"";"0+0"
"49";"77";"Magnus Hole";"Mikalsen";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Norges Cup sprint - junior og senior";"M20-21";"31:45.3";"5:41.8";"2018-03-10T10:12:25.1480000";"";"0+1"
"50";"100";"Magnus Gjersvold";"Haug";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"M20-21";"31:59.7";"5:56.2";"2018-03-10T10:20:19.3370000";"";"3+4"
"51";"94";"Nicolay Aas";"Lerkendal";"M";"NOR";"Nittedal Skiskytterlag / Team OASSK";"Norges Cup sprint - junior og senior";"M20-21";"32:12.0";"6:08.5";"2018-03-10T10:18:32.0290000";"";"0+1"
"52";"112";"Jonas";"Bueie";"M";"NOR";"Lier IL / Team Lier Skiskyting";"Norges Cup sprint - junior og senior";"M20-21";"32:12.1";"6:08.6";"2018-03-10T10:24:32.1300000";"";"2+2"
"53";"67";"Sindre Christoffer Tyldum";"Andresen";"M";"NOR";"Lier IL / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"M20-21";"32:24.1";"6:20.6";"2018-03-10T10:09:44.2620000";"";"2+2"
"54";"123";"Vetle";"Skinnarland";"M";"NOR";"Bødalen IF / Team Skiguard Buskerud";"Norges Cup sprint - junior og senior";"M20-21";"32:28.0";"6:24.5";"2018-03-10T10:28:28.1710000";"";"0+3"
"55";"116";"Adrian";"Fløttum";"M";"NOR";"Sokna IL / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"M20-21";"32:33.3";"6:29.8";"2018-03-10T10:26:13.2790000";"";"2+2"
"56";"66";"Magnus";"Horten";"M";"NOR";"Os IL / Team Woodcon";"Norges Cup sprint - junior og senior";"M20-21";"32:35.6";"6:32.1";"2018-03-10T10:09:35.8830000";"";"1+4"
"57";"109";"Ola Nymoen";"Aas";"M";"NOR";"Røros IL / Team Toyota Slettum Bil";"Norges Cup sprint - junior og senior";"M20-21";"32:46.1";"6:42.6";"2018-03-10T10:24:06.2780000";"";"1+2"
"58";"103";"Herman Grytbakk";"Tronsaune";"M";"NOR";"Røros IL";"Norges Cup sprint - junior og senior";"M20-21";"32:48.0";"6:44.5";"2018-03-10T10:22:07.6060000";"";"2+3"
"59";"76";"Håkon Midthjell";"Gjørven";"M";"NOR";"Markane IL";"Norges Cup sprint - junior og senior";"M20-21";"32:52.6";"6:49.1";"2018-03-10T10:13:12.5120000";"";"2+1"
"60";"91";"Embrik Nikolia Grann";"Hevrøy";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Norges Cup sprint - junior og senior";"M20-21";"33:13.0";"7:09.5";"2018-03-10T10:18:32.7900000";"";"1+4"
"61";"75";"Vebjørn Skjelmo";"Sæbø";"M";"NOR";"Tromsø Skiskytterlag / Team Troms & Finnmark";"Norges Cup sprint - junior og senior";"M20-21";"33:36.7";"7:33.2";"2018-03-10T10:13:37.0100000";"";"2+3"
"62";"68";"Brage";"BERGSMYR";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Norges Cup sprint - junior og senior";"M20-21";"33:55.9";"7:52.4";"2018-03-10T10:11:36.0240000";"";"1+1"
"63";"88";"Marthin Berg";"Kirkhus";"M";"NOR";"Asker SK / Team OASSK";"Norges Cup sprint - junior og senior";"M20-21";"35:33.8";"9:30.3";"2018-03-10T10:19:53.7550000";"";"2+1"
"64";"110";"Tobias";"Nyborg";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"Norges Cup sprint - junior og senior";"M20-21";"0:00.0";"";"";"";""
"65";"70";"Mathias";"Skrede";"M";"NOR";"Geilo IL / Team Geilo";"Norges Cup sprint - junior og senior";"M20-21";"0:00.0";"";"";"";""
"66";"65";"Bendik";"Winsvold";"M";"NOR";"Lier IL / Team Lier Skiskyting";"Norges Cup sprint - junior og senior";"M20-21";"0:00.0";"";"";"";""
