"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"1";"371";"Thekla Charlotte Knudtzon";"Brun-Lie";"F";"NOR";"Oslo Skiskytterlag / Holmenkollen Biathlon";"Sprint";"K Senior";"20:18.7";"0:00.0";"2018-02-25T14:07:38.0030000";"";"0+0"
"2";"352";"Ida Emilie";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"Sprint";"K Senior";"21:16.4";"0:57.7";"2018-02-25T14:02:15.9160000";"";"0+1"
"3";"366";"Lotte";"Lie";"F";"NOR";"Skatval Skilag";"Sprint";"K Senior";"21:35.8";"1:17.1";"2018-02-25T14:07:15.2690000";"";"0+0"
"4";"358";"Jenny";"Enodd";"F";"NOR";"Budal IL / Trondheim Biathlon Team";"Sprint";"K Senior";"21:36.8";"1:18.1";"2018-02-25T14:04:36.6750000";"";"0+2"
"5";"353";"Hilde";"Eide";"F";"NOR";"Øystre Slidre SSL";"Sprint";"K Senior";"21:37.4";"1:18.7";"2018-02-25T14:02:56.8290000";"";"1+0"
"6";"365";"Karoline Offigstad";"Knotten";"F";"NOR";"Vingrom IL";"Sprint";"K Senior";"21:41.1";"1:22.4";"2018-02-25T14:07:00.9890000";"";"0+1"
"7";"380";"Tonje Marie";"Skjelstadås";"F";"NOR";"Meråker Skiskytterklubb";"Sprint";"K Senior";"21:50.8";"1:32.1";"2018-02-25T14:12:10.9490000";"";"0+2"
"8";"369";"Rikke Hald";"Andersen";"F";"NOR";"Asker SK / Holmenkollen Biathlon";"Sprint";"K Senior";"22:04.1";"1:45.4";"2018-02-25T14:08:43.9010000";"";"0+2"
"9";"373";"Ingvild";"Sangesland";"F";"NOR";"Øvrebø IL";"Sprint";"K Senior";"22:11.0";"1:52.3";"2018-02-25T14:10:11.5530000";"";"1+0"
"10";"363";"Eline";"Grue";"F";"NOR";"Kvikne IL";"Sprint";"K Senior";"22:13.1";"1:54.4";"2018-02-25T14:06:53.1310000";"";"1+1"
"11";"350";"Ragnhild";"Femsteinevik";"F";"NOR";"Hålandsdal IL";"Sprint";"K Senior";"22:13.3";"1:54.6";"2018-02-25T14:02:33.3120000";"";"1+0"
"12";"372";"Karoline";"Næss";"F";"NOR";"Bjerke IL Ski";"Sprint";"K Senior";"22:22.9";"2:04.2";"2018-02-25T14:10:02.5630000";"";"0+2"
"13";"378";"Gunhild Viljugrein";"Stølen";"F";"NOR";"Bærums Skiklub / Trondheim Biathlon Team";"Sprint";"K Senior";"22:25.1";"2:06.4";"2018-02-25T14:12:04.8710000";"";"0+1"
"14";"377";"Mari";"Sverdrup";"F";"NOR";"Dombås IL";"Sprint";"K Senior";"22:27.1";"2:08.4";"2018-02-25T14:11:46.6410000";"";"0+1"
"15";"357";"Kristin";"Hjelstuen";"F";"NOR";"Oslo Skiskytterlag / Team Glalaks";"Sprint";"K Senior";"22:31.6";"2:12.9";"2018-02-25T14:05:11.7860000";"";"2+0"
"16";"376";"Heidi";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Sirdal Ski Skiskyting";"Sprint";"K Senior";"22:40.1";"2:21.4";"2018-02-25T14:11:39.7730000";"";"0+2"
"17";"351";"Sofie";"Rostad";"F";"NOR";"Gjerdrum IL";"Sprint";"K Senior";"22:44.9";"2:26.2";"2018-02-25T14:03:24.6990000";"";"1+2"
"18";"375";"Anitra";"Vognild";"F";"NOR";"Bjerke IL Ski";"Sprint";"K Senior";"23:01.8";"2:43.1";"2018-02-25T14:11:41.4860000";"";"1+1"
"19";"367";"Sigrid Bilstad";"Neraasen";"F";"NOR";"Vingrom IL";"Sprint";"K Senior";"23:07.6";"2:48.9";"2018-02-25T14:09:06.9310000";"";"2+1"
"20";"370";"Anne Marit";"Bredalen";"F";"NOR";"Åsnes Skiskytterlag / Team Glalaks";"Sprint";"K Senior";"23:18.5";"2:59.8";"2018-02-25T14:10:18.1600000";"";"1+1"
"21";"379";"Ingvild";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Team Glalaks";"Sprint";"K Senior";"23:37.2";"3:18.5";"2018-02-25T14:13:36.5910000";"";"1+1"
"22";"359";"Sara Ehrenpohl";"Sand (3427446)";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Sprint";"K Senior";"23:49.4";"3:30.7";"2018-02-25T14:07:09.4130000";"";"2+2"
"23";"362";"Mathilde";"Hustoft";"F";"NOR";"Asker SK / Team OASSK";"Sprint";"K Senior";"23:56.8";"3:38.1";"2018-02-25T14:08:15.9800000";"";"0+1"
"24";"360";"Turi Storstrøm";"Thoresen";"F";"NOR";"Alvdal IL";"Sprint";"K Senior";"23:57.4";"3:38.7";"2018-02-25T14:07:37.6540000";"";"2+3"
"25";"374";"Maren";"Wangensteen";"F";"NOR";"Vestre Slidre IL";"Sprint";"K Senior";"23:57.9";"3:39.2";"2018-02-25T14:12:16.8720000";"";"3+3"
"26";"354";"Silje";"Bakken";"F";"NOR";"Leik, IL / Trondheim Biathlon Team";"Sprint";"K Senior";"24:18.1";"3:59.4";"2018-02-25T14:05:57.9190000";"";"2+1"
"27";"356";"Silja Fjærestad";"Hønsi";"F";"NOR";"Vik IL / Team Glalaks";"Sprint";"K Senior";"24:21.8";"4:03.1";"2018-02-25T14:06:41.4820000";"";"3+0"
"28";"364";"Åsne";"Ulvund";"F";"NOR";"Eldar IL / Team Glalaks";"Sprint";"K Senior";"25:07.8";"4:49.1";"2018-02-25T14:10:06.9980000";"";"0+2"
"29";"361";"Anne Katrine";"Tønset";"F";"NOR";"Røros IL";"Sprint";"K Senior";"25:23.5";"5:04.8";"2018-02-25T14:09:23.4710000";"";"0+2"
"30";"355";"Frida Lovise";"Sørmo";"F";"NOR";"Bossmo & Ytteren IL";"Sprint";"K Senior";"26:18.1";"5:59.4";"2018-02-25T14:08:17.7990000";"";"0+1"
"31";"368";"Ragnhild";"Oftedal";"F";"NOR";"Haltdalen IL";"Sprint";"K Senior";"0:00.0";"";"";"";""
"1";"460";"Frida Tormodsgard";"Dokken";"F";"NOR";"Svene IL / NTG Geilo";"Sprint";"K17";"21:08.7";"0:00.0";"2018-02-25T14:38:08.6290000";"";"0+1"
"2";"504";"Hedda Thoresen Tretteteig";"Bolstad";"F";"NOR";"Simostranda IL / NTG Geilo";"Sprint";"K17";"21:29.9";"0:21.2";"2018-02-25T14:53:09.6990000";"";"1+2"
"3";"476";"Synne";"Owren";"F";"NOR";"Vingrom IL / NTG Lillehammer";"Sprint";"K17";"21:35.8";"0:27.1";"2018-02-25T14:43:54.8850000";"";"1+2"
"4";"479";"Camilla Helene";"Hals";"F";"NOR";"Try, Idrettslaget";"Sprint";"K17";"21:50.0";"0:41.3";"2018-02-25T14:45:09.2340000";"";"0+1"
"5";"466";"Maren";"Bakken";"F";"NOR";"Os IL / NTG Lillehammer";"Sprint";"K17";"22:02.8";"0:54.1";"2018-02-25T14:41:02.5960000";"";"1+1"
"6";"473";"Hanna";"Børve";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"Sprint";"K17";"22:10.6";"1:01.9";"2018-02-25T14:43:29.8250000";"";"1+1"
"7";"505";"Siri Årsvoll";"Undheim";"F";"NOR";"Figgjo IL / NTG Geilo";"Sprint";"K17";"22:17.0";"1:08.3";"2018-02-25T14:54:16.7670000";"";"1+3"
"8";"496";"Mari";"Torsteinsrud";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Sprint";"K17";"22:21.3";"1:12.6";"2018-02-25T14:51:21.0030000";"";"0+3"
"9";"470";"Marit";"Østhus";"F";"NOR";"Nor, IL / NTG Lillehammer";"Sprint";"K17";"22:25.4";"1:16.7";"2018-02-25T14:42:45.0700000";"";"0+0"
"10";"502";"Amalie Denise";"Andersen";"F";"NOR";"Oslo Skiskytterlag";"Sprint";"K17";"22:44.4";"1:35.7";"2018-02-25T14:53:43.5170000";"";"2+2"
"11";"465";"Celina Marie";"Striger";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Sprint";"K17";"23:22.1";"2:13.4";"2018-02-25T14:42:01.5740000";"";"0+2"
"12";"501";"Emma Aasen";"Strømsnes";"F";"NOR";"Lier IL / Meråker Videregående skole";"Sprint";"K17";"23:25.8";"2:17.1";"2018-02-25T14:54:05.5460000";"";"1+2"
"13";"491";"Mari Andrea Kilskar";"Grevskott";"F";"NOR";"Frol IL / Steinkjer Videregående Skole";"Sprint";"K17";"23:25.9";"2:17.2";"2018-02-25T14:50:45.6610000";"";"0+3"
"14";"490";"Vilde Kverndal";"Veslegard";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Sprint";"K17";"23:31.8";"2:23.1";"2018-02-25T14:50:31.3230000";"";"2+3"
"15";"497";"Kristine Gjersvold";"Haug";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Sprint";"K17";"23:47.7";"2:39.0";"2018-02-25T14:53:07.5350000";"";"1+3"
"16";"477";"Andrea Gulaker";"Gjønnes";"F";"NOR";"Oppdal IL / NTG Lillehammer";"Sprint";"K17";"23:48.1";"2:39.4";"2018-02-25T14:46:28.0910000";"";"1+1"
"17";"482";"Ragnhild Sofie Breimyr";"Hansen";"F";"NOR";"Froland IL / Sirdal Ski Skiskyting";"Sprint";"K17";"23:56.5";"2:47.8";"2018-02-25T14:48:16.0830000";"";"1+1"
"18";"494";"Tuva Aas";"Stræte";"F";"NOR";"Hønefoss Skiskytterklubb / NTG Geilo";"Sprint";"K17";"24:24.2";"3:15.5";"2018-02-25T14:50:44.2060000";"";"3+0"
"19";"498";"Brinje Marie";"Haugli";"F";"NOR";"Oslo Skiskytterlag / Wang Toppidrett";"Sprint";"K17";"24:29.3";"3:20.6";"2018-02-25T14:54:09.3860000";"";"1+3"
"20";"492";"Andrine";"Bjørkmo";"F";"NOR";"Bossmo & Ytteren IL / Team Polarsirkelen";"Sprint";"K17";"24:32.8";"3:24.1";"2018-02-25T14:52:12.6280000";"";"1+3"
"21";"458";"Vilde";"Børseth";"F";"NOR";"Bjerke IL Ski / NTG Lillehammer";"Sprint";"K17";"24:34.0";"3:25.3";"2018-02-25T14:40:53.5460000";"";"2+1"
"22";"499";"Marie";"Grue";"F";"NOR";"Kvikne IL";"Sprint";"K17";"24:34.7";"3:26.0";"2018-02-25T14:54:33.8370000";"";"1+2"
"23";"485";"Maria";"Flak";"F";"NOR";"Steinkjer SK";"Sprint";"K17";"24:36.5";"3:27.8";"2018-02-25T14:49:56.3960000";"";"1+1"
"24";"481";"Karen Moum";"Agle";"F";"NOR";"Snåsa Skiskytterlag / Steinkjer Videregående Skole";"Sprint";"K17";"24:44.7";"3:36.0";"2018-02-25T14:48:44.0670000";"";"0+1"
"25";"467";"Malin Haga";"Idsøe";"F";"NOR";"Figgjo IL / Team iSandnes";"Sprint";"K17";"24:47.8";"3:39.1";"2018-02-25T14:44:07.5350000";"";"0+2"
"26";"478";"Mari";"Gåsbakk";"F";"NOR";"Fossum IF";"Sprint";"K17";"24:50.8";"3:42.1";"2018-02-25T14:47:50.3980000";"";"2+1"
"27";"484";"Vilde";"Aamlid";"F";"NOR";"Fyresdal Skiskyttarlag / Team TeVe";"Sprint";"K17";"24:59.9";"3:51.2";"2018-02-25T14:49:59.3180000";"";"0+2"
"28";"472";"Liv Marte";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Sprint";"K17";"25:00.2";"3:51.5";"2018-02-25T14:45:59.3230000";"";"0+3"
"29";"468";"Tuva";"Skinnarland";"F";"NOR";"Bødalen IF / Sirdal Ski Skiskyting";"Sprint";"K17";"25:06.5";"3:57.8";"2018-02-25T14:44:46.3630000";"";"1+3"
"30";"474";"Mathilde";"Hongseth";"F";"NOR";"Try, Idrettslaget";"Sprint";"K17";"25:21.8";"4:13.1";"2018-02-25T14:47:01.5690000";"";"1+0"
"31";"463";"Maria";"Brenna";"F";"NOR";"Skrautvål IL / Team Valdres Ski";"Sprint";"K17";"25:22.2";"4:13.5";"2018-02-25T14:43:22.2920000";"";"3+1"
"32";"489";"Live Szalay";"Pettersen";"F";"NOR";"Figgjo IL / Team iSandnes";"Sprint";"K17";"25:32.4";"4:23.7";"2018-02-25T14:52:12.8430000";"";"1+3"
"33";"487";"Rebecka";"Oppigard";"F";"NOR";"Eikesdal Skiskyttarlag / Meråker Videregående skole";"Sprint";"K17";"25:41.5";"4:32.8";"2018-02-25T14:51:41.2190000";"";"1+3"
"34";"480";"Ingrid Emblem";"Holte";"F";"NOR";"Gjerstad IL / Team TeVe";"Sprint";"K17";"26:16.7";"5:08.0";"2018-02-25T14:49:55.9730000";"";"1+3"
"35";"500";"Ane Hagset";"Stavnesli";"F";"NOR";"Molde og Omegn IF";"Sprint";"K17";"26:28.9";"5:20.2";"2018-02-25T14:56:48.6040000";"";"2+2"
"36";"457";"Ingeborg Smestu";"Holm";"F";"NOR";"Rennebu IL / Meråker Videregående skole";"Sprint";"K17";"26:34.3";"5:25.6";"2018-02-25T14:42:34.2290000";"";"3+3"
"37";"486";"Aasne Jonstang";"Hordvei";"F";"NOR";"Heddal Idrettslag / Team TeVe";"Sprint";"K17";"26:37.0";"5:28.3";"2018-02-25T14:52:16.5170000";"";"2+0"
"38";"459";"Alise Nekstad";"Grave";"F";"NOR";"Fyresdal Skiskyttarlag / Team TeVe";"Sprint";"K17";"26:54.3";"5:45.6";"2018-02-25T14:43:33.2970000";"";"2+1"
"39";"503";"Tonje";"Nordheim";"F";"NOR";"Oppdal IL";"Sprint";"K17";"27:00.3";"5:51.6";"2018-02-25T14:58:19.5420000";"";"2+3"
"40";"464";"Marte Karine";"Larsen";"F";"NOR";"IL Bevern / Team Kongsberg";"Sprint";"K17";"28:39.8";"7:31.1";"2018-02-25T14:46:59.4390000";"";"4+1"
"41";"469";"Marte";"Riddervold";"F";"NOR";"Asker SK";"Sprint";"K17";"28:47.3";"7:38.6";"2018-02-25T14:48:46.8860000";"";"1+5"
"42";"461";"An-Margritt Piro";"Berg";"F";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Sprint";"K17";"29:25.8";"8:17.1";"2018-02-25T14:46:45.5960000";"";"0+2"
"43";"475";"Caroline Grotøy";"Bjørgum";"F";"NOR";"Fossum IF";"Sprint";"K17";"0:00.0";"";"";"";""
"44";"483";"Kirsti";"Høiholt-Vågsnes";"F";"NOR";"Vingrom IL";"Sprint";"K17";"0:00.0";"";"";"";""
"45";"462";"Karoline";"Holm";"F";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Sprint";"K17";"0:00.0";"";"";"";""
"46";"493";"Mia Sæther";"Midtbø";"F";"NOR";"Fyresdal Skiskyttarlag / Team TeVe";"Sprint";"K17";"0:00.0";"";"";"";""
"47";"495";"Silje Berner";"Myhre";"F";"NOR";"Fossum IF";"Sprint";"K17";"0:00.0";"";"";"";""
"48";"488";"Silje Bentzen";"Østby";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"K17";"0:00.0";"";"";"";""
"49";"471";"Marit";"Wæhre";"F";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"Sprint";"K17";"0:00.0";"";"";"";""
"1";"446";"Sigrid Flo";"Bødal";"F";"NOR";"Stårheim IL / NTG Lillehammer";"Sprint";"K18-19";"20:54.6";"0:00.0";"2018-02-25T14:33:14.6930000";"";"0+1"
"2";"443";"Anne Bunemann";"De Besche";"F";"NOR";"Try, Idrettslaget / Wang Toppidrett";"Sprint";"K18-19";"20:54.7";"0:00.1";"2018-02-25T14:32:12.9590000";"";"0+2"
"3";"433";"Augusta";"Idland";"F";"NOR";"Figgjo IL / Team iSandnes";"Sprint";"K18-19";"21:12.2";"0:17.6";"2018-02-25T14:29:11.8410000";"";"1+0"
"4";"432";"Hilde";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"K18-19";"21:14.0";"0:19.4";"2018-02-25T14:28:53.8080000";"";"0+2"
"5";"398";"Cornelia Zachariassen";"Rørvik";"F";"NOR";"Sandnes Skiskytterlag / Team iSandnes";"Sprint";"K18-19";"21:22.9";"0:28.3";"2018-02-25T14:17:42.6070000";"";"1+0"
"6";"410";"Marte Eriksen";"Hensema";"F";"NOR";"Bødalen IF / Team Kongsberg";"Sprint";"K18-19";"21:26.5";"0:31.9";"2018-02-25T14:21:46.4910000";"";"0+0"
"7";"425";"Siri";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Sprint";"K18-19";"21:28.9";"0:34.3";"2018-02-25T14:26:49.3390000";"";"0+2"
"8";"385";"Guri";"Sandvold";"F";"NOR";"Tynset IF / Team Toyota Slettum Bil";"Sprint";"K18-19";"21:34.6";"0:40.0";"2018-02-25T14:13:33.7700000";"";"1+1"
"9";"404";"Åsne";"Skrede";"F";"NOR";"Geilo IL / NTG Geilo";"Sprint";"K18-19";"21:38.6";"0:44.0";"2018-02-25T14:19:58.2370000";"";"1+2"
"10";"411";"Ingrid";"Nordbotten";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"K18-19";"21:53.6";"0:59.0";"2018-02-25T14:22:33.8580000";"";"1+0"
"11";"423";"Nora Landerud";"Svingen";"F";"NOR";"Svene IL / NTG Geilo";"Sprint";"K18-19";"22:04.2";"1:09.6";"2018-02-25T14:26:44.0350000";"";"0+1"
"12";"416";"Andrine Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"Sprint";"K18-19";"22:06.8";"1:12.2";"2018-02-25T14:24:26.8330000";"";"0+1"
"13";"394";"Amalie Kristine";"Triumf";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"Sprint";"K18-19";"22:07.5";"1:12.9";"2018-02-25T14:17:07.2510000";"";"0+1"
"14";"400";"Ingrid";"Idland";"F";"NOR";"Figgjo IL / Team iSandnes";"Sprint";"K18-19";"22:08.0";"1:13.4";"2018-02-25T14:19:07.7420000";"";"0+1"
"15";"452";"Andrine Øverland";"Hatling";"F";"NOR";"Fana IL / NTG Geilo";"Sprint";"K18-19";"22:16.3";"1:21.7";"2018-02-25T14:36:36.1120000";"";"1+2"
"16";"397";"Sara";"Borchgrevink";"F";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"K18-19";"22:16.5";"1:21.9";"2018-02-25T14:18:15.8070000";"";"0+2"
"17";"401";"Guro Seline";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"Sprint";"K18-19";"22:23.9";"1:29.3";"2018-02-25T14:19:43.5530000";"";"1+1"
"18";"418";"Tori";"Angell";"F";"NOR";"Odda IL / Team Glalaks";"Sprint";"K18-19";"22:26.0";"1:31.4";"2018-02-25T14:26:26.1170000";"";"2+1"
"19";"389";"Marte Carlson";"Møller";"F";"NOR";"Trysilgutten IL";"Sprint";"K18-19";"22:27.6";"1:33.0";"2018-02-25T14:15:47.4910000";"";"1+0"
"20";"442";"Kristina Hipolan";"Bergmann";"F";"NOR";"Drangedal Idrettslag / Sirdal Ski Skiskyting";"Sprint";"K18-19";"22:27.7";"1:33.1";"2018-02-25T14:33:27.4060000";"";"2+0"
"21";"392";"Oda Støen";"Kolkinn";"F";"NOR";"Søndre Ål Sportsklubb / Meråker Videregående skole";"Sprint";"K18-19";"22:33.7";"1:39.1";"2018-02-25T14:16:52.7210000";"";"0+3"
"22";"449";"Marte Lien";"Johnsen";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Sprint";"K18-19";"22:34.9";"1:40.3";"2018-02-25T14:35:54.2430000";"";"0+2"
"23";"403";"Benedicte Stien";"Schreiner";"F";"NOR";"Skonseng UL / Team Polarsirkelen";"Sprint";"K18-19";"22:41.1";"1:46.5";"2018-02-25T14:20:41.1030000";"";"0+3"
"24";"451";"Nora Nellie";"Ahlqvist";"F";"NOR";"Trysilgutten IL / Snow Team Trysil";"Sprint";"K18-19";"22:51.2";"1:56.6";"2018-02-25T14:36:51.3850000";"";"1+0"
"25";"422";"Therese Eikrem";"Blindheim";"F";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"K18-19";"22:52.2";"1:57.6";"2018-02-25T14:27:12.0640000";"";"0+1"
"26";"437";"Mari Lindmo";"Kvanneberg";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Sprint";"K18-19";"23:03.0";"2:08.4";"2018-02-25T14:32:21.4640000";"";"0+2"
"27";"441";"Signe";"Hofstad";"F";"NOR";"Røros IL";"Sprint";"K18-19";"23:09.8";"2:15.2";"2018-02-25T14:33:49.6310000";"";"0+3"
"28";"395";"Martine";"Lundby";"F";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Sprint";"K18-19";"23:17.7";"2:23.1";"2018-02-25T14:18:37.5720000";"";"2+0"
"29";"405";"Katarina";"Aarseth";"F";"NOR";"Hålandsdal IL / Team Glalaks";"Sprint";"K18-19";"23:25.4";"2:30.8";"2018-02-25T14:22:05.3140000";"";"0+2"
"30";"447";"Kristine Hokseng";"Øien";"F";"NOR";"Oppdal IL / Meråker Videregående skole";"Sprint";"K18-19";"23:26.2";"2:31.6";"2018-02-25T14:36:05.7520000";"";"0+3"
"31";"415";"Tora Eid";"Løvås";"F";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Sprint";"K18-19";"23:26.6";"2:32.0";"2018-02-25T14:25:26.3960000";"";"0+3"
"32";"393";"Vibeke Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"K18-19";"23:32.0";"2:37.4";"2018-02-25T14:18:11.8600000";"";"1+1"
"33";"402";"Ingrid Gylterud";"Kvålsgard";"F";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"K18-19";"23:33.6";"2:39.0";"2018-02-25T14:21:13.2540000";"";"1+3"
"34";"396";"Hildegunn";"Vekseth";"F";"NOR";"Snåsa Skiskytterlag / Steinkjer Videregående Skole";"Sprint";"K18-19";"23:38.6";"2:44.0";"2018-02-25T14:19:18.6950000";"";"1+3"
"35";"434";"Kristin";"Mestad";"F";"NOR";"Torridal IL / Sirdal Ski Skiskyting";"Sprint";"K18-19";"23:39.9";"2:45.3";"2018-02-25T14:31:59.5630000";"";"1+1"
"36";"444";"Hanne Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"Sprint";"K18-19";"23:40.0";"2:45.4";"2018-02-25T14:35:20.0840000";"";"1+2"
"37";"427";"Rikke Gjeitnes";"Dahle";"F";"NOR";"Molde og Omegn IF";"Sprint";"K18-19";"23:40.5";"2:45.9";"2018-02-25T14:29:40.2770000";"";"1+2"
"38";"430";"Sanna";"Bjørkli";"F";"NOR";"Froland IL";"Sprint";"K18-19";"23:45.5";"2:50.9";"2018-02-25T14:30:45.3470000";"";"0+1"
"39";"420";"Ingvild Tronstad";"Andersen";"F";"NOR";"IL Bevern / Team Kongsberg";"Sprint";"K18-19";"23:53.1";"2:58.5";"2018-02-25T14:27:32.7080000";"";"3+1"
"40";"445";"Ingrid Stølan";"Husøy";"F";"NOR";"Molde og Omegn IF";"Sprint";"K18-19";"24:23.5";"3:28.9";"2018-02-25T14:36:23.7770000";"";"1+2"
"41";"431";"Kari";"Alsaker";"F";"NOR";"Markane IL / Stryn Videregående Skole";"Sprint";"K18-19";"24:27.5";"3:32.9";"2018-02-25T14:31:47.2550000";"";"2+1"
"42";"448";"Emma Krogh";"Pedersen";"F";"NOR";"Bardu Idrettslag / Nordreisa vgs";"Sprint";"K18-19";"24:29.0";"3:34.4";"2018-02-25T14:37:28.9240000";"";"0+3"
"43";"384";"Mina de Lange";"Claussen";"F";"NOR";"Bærums Skiklub";"Sprint";"K18-19";"24:47.9";"3:53.3";"2018-02-25T14:16:27.4990000";"";"3+1"
"44";"391";"Tonje";"Rustand";"F";"NOR";"Svene IL / Team Kongsberg";"Sprint";"K18-19";"24:49.5";"3:54.9";"2018-02-25T14:18:49.1470000";"";"0+2"
"45";"408";"Synne Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"Sprint";"K18-19";"25:11.8";"4:17.2";"2018-02-25T14:24:51.9670000";"";"1+2"
"46";"406";"Rønnaug";"Hansæl-Nergaard";"F";"NOR";"Kvikne IL / Team Toyota Slettum Bil";"Sprint";"K18-19";"25:19.0";"4:24.4";"2018-02-25T14:24:18.7320000";"";"1+3"
"47";"429";"Alexandra Angelin";"Valen";"F";"NOR";"Bossmo & Ytteren IL";"Sprint";"K18-19";"25:36.1";"4:41.5";"2018-02-25T14:32:16.0980000";"";"1+2"
"48";"438";"Mari Skjevling";"Erlandsen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"Sprint";"K18-19";"26:08.5";"5:13.9";"2018-02-25T14:35:48.3910000";"";"2+0"
"49";"390";"Hedda";"Tveiten";"F";"NOR";"Svene IL / Team Kongsberg";"Sprint";"K18-19";"26:14.3";"5:19.7";"2018-02-25T14:19:53.7480000";"";"0+3"
"50";"436";"Gina";"Nygård";"F";"NOR";"Tynset IF / Team Toyota Slettum Bil";"Sprint";"K18-19";"26:22.8";"5:28.2";"2018-02-25T14:35:22.9400000";"";"0+0"
"51";"414";"Thyra Grimstad";"Strand";"F";"NOR";"Bø Skiskyttarlag / Team TeVe";"Sprint";"K18-19";"26:55.8";"6:01.2";"2018-02-25T14:28:35.6070000";"";"1+2"
"52";"426";"Sofie Bergan";"Bjaadal";"F";"NOR";"Lier IL / NTG Lillehammer";"Sprint";"K18-19";"26:57.6";"6:03.0";"2018-02-25T14:32:38.1110000";"";"1+3"
"53";"424";"Åsne Margrete";"Kleiv";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"Sprint";"K18-19";"27:21.1";"6:26.5";"2018-02-25T14:32:20.9730000";"";"2+1"
"53";"435";"Ingvild";"Røstad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Sprint";"K18-19";"27:21.1";"6:26.5";"2018-02-25T14:37:30.9330000";"";"2+1"
"55";"428";"Jenny-Marie";"Myhre";"F";"NOR";"Skonseng UL";"Sprint";"K18-19";"28:10.5";"7:15.9";"2018-02-25T14:34:30.4450000";"";"0+2"
"56";"421";"Kristel";"Haltbrekken";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"K18-19";"28:19.1";"7:24.5";"2018-02-25T14:32:18.9780000";"";"4+1"
"57";"412";"Mia";"Norheim";"F";"NOR";"Oppdal IL";"Sprint";"K18-19";"28:36.5";"7:41.9";"2018-02-25T14:29:36.8520000";"";"2+3"
"58";"407";"Maren";"Aaserud";"F";"NOR";"Svene IL / Team Kongsberg";"Sprint";"K18-19";"6:27.2";"";"";"";""
"59";"439";"Nora Dokken";"Berget";"F";"NOR";"Svene IL / Team Kongsberg";"Sprint";"K18-19";"0:00.0";"";"";"";""
"60";"409";"Stine";"Bratteng";"F";"NOR";"Nittedal Skiskytterlag / NTG Lillehammer";"Sprint";"K18-19";"0:00.0";"";"";"";""
"61";"419";"Andrine";"Green";"F";"NOR";"Stiklestad IL / Meråker Videregående skole";"Sprint";"K18-19";"0:00.0";"";"";"";""
"62";"440";"Eira Kristine";"Håkonsen";"F";"NOR";"Bø Skiskyttarlag / Team TeVe";"Sprint";"K18-19";"0:00.0";"";"";"";""
"63";"417";"Nora Bakken";"Heiberg";"F";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"K18-19";"0:00.0";"";"";"";""
"64";"386";"Guro Hennissen";"Hermann";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Sprint";"K18-19";"0:00.0";"";"";"";""
"65";"387";"Lisa";"Neraas";"F";"NOR";"Fossum IF";"Sprint";"K18-19";"0:00.0";"";"";"";""
