"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"9";"52";"Aksel Mathias";"Meland";"M";"NOR";"Markane IL / Stryn Videregående Skole";"Sprint";"M19";"19:15.4";"0:55.7";"2018-02-25T09:51:15.5330000";"";"1+1"
"10";"28";"Peder";"Owren";"M";"NOR";"Vingrom IL / NTG Lillehammer";"Sprint";"M19";"19:16.0";"0:56.3";"2018-02-25T09:43:15.7480000";"";"1+0"
"11";"24";"Eirik Kjøl";"Tornes";"M";"NOR";"Molde og Omegn IF / NTG Lillehammer";"Sprint";"M19";"19:17.4";"0:57.7";"2018-02-25T09:41:56.9480000";"";"1+2"
"12";"45";"Sivert";"Bekken";"M";"NOR";"Kvikne IL / Team Toyota Slettum Bil";"Sprint";"M19";"19:19.8";"1:00.1";"2018-02-25T09:48:59.4930000";"";"0+2"
"13";"6";"Erik Kjøsnes";"Wekre";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"M19";"19:36.6";"1:16.9";"2018-02-25T09:36:15.9790000";"";"1+0"
"14";"58";"Sander";"Østensen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Sprint";"M19";"19:43.7";"1:24.0";"2018-02-25T09:53:43.3960000";"";"0+0"
"15";"53";"Jo Brøste";"Nørstegård";"M";"NOR";"Dombås IL / NTG Lillehammer";"Sprint";"M19";"19:50.1";"1:30.4";"2018-02-25T09:52:09.9640000";"";"1+2"
"16";"8";"Emil Andre";"Breivik";"M";"NOR";"IL Bevern / Team Kongsberg";"Sprint";"M19";"19:51.6";"1:31.9";"2018-02-25T09:37:11.2330000";"";"0+2"
"17";"19";"Sindre";"Gjøsæter";"M";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"Sprint";"M19";"19:53.8";"1:34.1";"2018-02-25T09:40:53.1270000";"";"1+2"
"18";"18";"Håkon";"Frøseth";"M";"NOR";"Sokna IL / Meråker Videregående skole";"Sprint";"M19";"20:00.9";"1:41.2";"2018-02-25T09:40:40.3880000";"";"2+0"
"19";"22";"Sindre Davidsen";"Schonhowd";"M";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Sprint";"M19";"20:02.1";"1:42.4";"2018-02-25T09:42:01.6240000";"";"1+1"
"20";"16";"Halvor Taalesen";"Tjøntveit";"M";"NOR";"Svene IL / NTG Geilo";"Sprint";"M19";"20:06.4";"1:46.7";"2018-02-25T09:40:05.8840000";"";"0+3"
"21";"21";"Sander Kulstad";"Haugen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Sprint";"M19";"20:06.6";"1:46.9";"2018-02-25T09:41:46.5300000";"";"1+0"
"22";"61";"Gard Reier";"Groven";"M";"NOR";"Drammen Strong / NTG Geilo";"Sprint";"M19";"20:10.7";"1:51.0";"2018-02-25T09:55:10.3900000";"";"0+1"
"23";"34";"Lars Hammernes";"Leopold";"M";"NOR";"Asker SK / NTG Geilo";"Sprint";"M19";"20:13.5";"1:53.8";"2018-02-25T09:46:13.0440000";"";"2+3"
"24";"54";"Thor Arild";"Aas";"M";"NOR";"Birkenes IL / Team iSandnes";"Sprint";"M19";"20:14.0";"1:54.3";"2018-02-25T09:52:53.5120000";"";"0+3"
"25";"35";"Rasmus Odland";"Kvamme";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M19";"20:14.5";"1:54.8";"2018-02-25T09:46:34.4950000";"";"0+3"
"26";"62";"Magnus Raaum";"Langseth";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Sprint";"M19";"20:26.1";"2:06.4";"2018-02-25T09:55:45.5350000";"";"0+2"
"27";"44";"Sigurd";"Trømborg";"M";"NOR";"IL Bevern / Team iSandnes";"Sprint";"M19";"20:39.5";"2:19.8";"2018-02-25T09:49:58.8500000";"";"3+1"
"28";"55";"Alexander";"Engebretsen";"M";"NOR";"Fossum IF";"Sprint";"M19";"20:43.4";"2:23.7";"2018-02-25T09:53:42.7750000";"";"0+3"
"29";"15";"Torjus";"Idland";"M";"NOR";"Figgjo IL / Team iSandnes";"Sprint";"M19";"20:49.6";"2:29.9";"2018-02-25T09:40:29.5290000";"";"3+2"
"30";"26";"Per";"VASSMYR";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M19";"20:55.7";"2:36.0";"2018-02-25T09:44:15.2760000";"";"3+2"
"31";"32";"Stian Strand";"Paulsen";"M";"NOR";"Bø Skiskyttarlag / Team TeVe";"Sprint";"M19";"20:57.9";"2:38.2";"2018-02-25T09:46:17.1170000";"";"2+0"
"32";"30";"Kristoffer Schulz";"Solum";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Sprint";"M19";"21:00.8";"2:41.1";"2018-02-25T09:45:40.6850000";"";"1+2"
"33";"33";"Sindre Vassdal";"Johannesen";"M";"NOR";"Hernes IL / Team iSandnes";"Sprint";"M19";"21:06.6";"2:46.9";"2018-02-25T09:46:46.0280000";"";"2+3"
"34";"39";"Henrik André";"Larsen";"M";"NOR";"IL Bevern / Team Kongsberg";"Sprint";"M19";"21:13.9";"2:54.2";"2018-02-25T09:48:53.5360000";"";"1+2"
"35";"40";"Hermann";"Stensby";"M";"NOR";"Hernes IL / Snow Team Trysil";"Sprint";"M19";"21:16.0";"2:56.3";"2018-02-25T09:49:15.7910000";"";"0+2"
"36";"29";"Anders";"RINGEN";"M";"NOR";"Bjerke IL Ski";"Sprint";"M19";"21:17.1";"2:57.4";"2018-02-25T09:45:36.9210000";"";"0+3"
"37";"38";"Sondre Nikolai";"Olsen";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Sprint";"M19";"21:19.0";"2:59.3";"2018-02-25T09:48:38.8670000";"";"0+1"
"38";"17";"Halvor";"Skrindo";"M";"NOR";"Ål Skiskyttarlag";"Sprint";"M19";"21:24.1";"3:04.4";"2018-02-25T09:41:43.7110000";"";"2+2"
"39";"56";"Magnus";"Mørk";"M";"NOR";"Ivrig IL / NTG Lillehammer";"Sprint";"M19";"21:24.6";"3:04.9";"2018-02-25T09:54:44.3600000";"";"1+3"
"40";"43";"Torbjørn";"Oppigard";"M";"NOR";"Eikesdal Skiskyttarlag / Meråker Videregående skole";"Sprint";"M19";"21:29.7";"3:10.0";"2018-02-25T09:50:29.8730000";"";"0+3"
"41";"20";"Magnus";"STOKKE";"M";"NOR";"Lier IL / Team Skiguard Buskerud";"Sprint";"M19";"21:30.8";"3:11.1";"2018-02-25T09:42:50.3430000";"";"1+1"
"42";"9";"Tobias";"Hægeland";"M";"NOR";"Øvrebø IL / Team iSandnes";"Sprint";"M19";"21:36.1";"3:16.4";"2018-02-25T09:39:15.7590000";"";"2+3"
"43";"13";"Ola Martinius";"WINGESTAD";"M";"NOR";"Svene IL / Team Kongsberg";"Sprint";"M19";"21:47.8";"3:28.1";"2018-02-25T09:40:47.4730000";"";"1+2"
"44";"42";"Odd";"Wæhre";"M";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"Sprint";"M19";"22:03.5";"3:43.8";"2018-02-25T09:50:42.9370000";"";"0+1"
"45";"49";"Anders";"Usland";"M";"NOR";"Marnardal IL / Sirdal Ski Skiskyting";"Sprint";"M19";"22:19.9";"4:00.2";"2018-02-25T09:53:19.4690000";"";"2+3"
"46";"23";"Marius Tjelde";"Vaagen";"M";"NOR";"Molde og Omegn IF / Meråker Videregående skole";"Sprint";"M19";"22:20.0";"4:00.3";"2018-02-25T09:44:39.9610000";"";"0+3"
"47";"60";"Vidar";"Brenna";"M";"NOR";"Skrautvål IL / Team Valdres Ski";"Sprint";"M19";"22:22.7";"4:03.0";"2018-02-25T09:57:02.5370000";"";"0+3"
"48";"37";"Sander";"Bach-Gansmo";"M";"NOR";"Bjerke IL Ski";"Sprint";"M19";"22:22.9";"4:03.2";"2018-02-25T09:49:22.4950000";"";"0+4"
"49";"59";"Indre";"Halseth";"M";"NOR";"Rennebu IL / Meråker Videregående skole";"Sprint";"M19";"22:32.0";"4:12.3";"2018-02-25T09:56:51.9210000";"";"1+1"
"50";"10";"Emil";"Åberg";"M";"NOR";"Ørn, Idrettsforening / Team TeVe";"Sprint";"M19";"22:35.9";"4:16.2";"2018-02-25T09:40:35.1840000";"";"0+4"
"51";"46";"Simen Mathias";"Risnes";"M";"NOR";"Tonstad IL / Sirdal Ski Skiskyting";"Sprint";"M19";"23:15.1";"4:55.4";"2018-02-25T09:53:14.4260000";"";"1+2"
"52";"51";"Håkon Fodstad";"Bredesen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Sprint";"M19";"24:46.9";"6:27.2";"2018-02-25T09:56:26.5110000";"";"2+1"
"53";"25";"Ragnar";"Finden";"M";"NOR";"Vik IL / Team Glalaks";"Sprint";"M19";"0:00.0";"";"";"";""
"54";"27";"Håvard";"Haugen";"M";"NOR";"Tonstad IL / Team Skiguard Buskerud";"Sprint";"M19";"0:00.0";"";"";"";""
"55";"41";"Ole Christian";"JOHNSRUD";"M";"NOR";"Bjerke IL Ski / NTG Geilo";"Sprint";"M19";"0:00.0";"";"";"";""
"56";"14";"Tobias";"Karlsen";"M";"NOR";"Skjervøy IK / NTG-T";"Sprint";"M19";"0:00.0";"";"";"";""
"57";"47";"Daniel Olai";"Nyvoll";"M";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"M19";"0:00.0";"";"";"";""
"58";"48";"Eirik Markus";"Rinde";"M";"NOR";"Vik IL / Team Glalaks";"Sprint";"M19";"0:00.0";"";"";"";""
"59";"50";"Martin";"Solberg";"M";"NOR";"Froland IL / Sirdal Ski Skiskyting";"Sprint";"M19";"0:00.0";"";"";"";""
"1";"345";"Vebjørn";"Sørum";"M";"NOR";"Søndre Ål Sportsklubb";"Sprint";"M20-21";"26:57.4";"0:00.0";"2018-02-25T14:05:36.6410000";"";"2+0"
"2";"322";"Jørgen Brendengen";"Krogsæter";"M";"NOR";"Ullensaker SK";"Sprint";"M20-21";"26:59.3";"0:01.9";"2018-02-25T13:57:58.9000000";"";"0+0"
"3";"294";"Truls Fjellheim";"Jorde";"M";"NOR";"Asker SK / Holmenkollen Biathlon";"Sprint";"M20-21";"27:03.6";"0:06.2";"2018-02-25T13:48:42.0370000";"";"1+0"
"4";"329";"Erlend";"Hokholt";"M";"NOR";"Oslo Skiskytterlag / Team Maxim";"Sprint";"M20-21";"27:15.4";"0:18.0";"2018-02-25T14:00:35.1640000";"";"0+0"
"5";"343";"Karsten Storvik";"Martinussen";"M";"NOR";"Fossum IF / Holmenkollen Biathlon";"Sprint";"M20-21";"27:19.7";"0:22.3";"2018-02-25T14:05:19.3600000";"";"0+1"
"6";"337";"Torstein Wiiger";"Opsahl";"M";"NOR";"Lier IL / Team Lier Skiskyting";"Sprint";"M20-21";"27:25.7";"0:28.3";"2018-02-25T14:03:25.5720000";"";"0+1"
"7";"305";"Øyvind Rikheim";"Haugan";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Sprint";"M20-21";"27:49.6";"0:52.2";"2018-02-25T13:53:09.0410000";"";"0+0"
"8";"335";"Petter Austberg";"Bjørn";"M";"NOR";"Alvdal IL / Team Maxim";"Sprint";"M20-21";"27:50.0";"0:52.6";"2018-02-25T14:03:09.6040000";"";"1+1"
"9";"333";"Aleksander Fjeld";"Andersen";"M";"NOR";"Geilo IL";"Sprint";"M20-21";"27:53.2";"0:55.8";"2018-02-25T14:02:32.6670000";"";"1+1"
"10";"296";"Fredrik";"Bucher-Johannessen";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Sprint";"M20-21";"27:59.7";"1:02.3";"2018-02-25T13:50:19.2060000";"";"1+1"
"11";"331";"Harald";"Øygard";"M";"NOR";"Skrautvål IL / Team Valdres Ski";"Sprint";"M20-21";"28:03.3";"1:05.9";"2018-02-25T14:02:02.4110000";"";"0+1"
"12";"323";"Herman Dramdal";"Borge";"M";"NOR";"Svene IL / Team Skiguard Buskerud";"Sprint";"M20-21";"28:10.2";"1:12.8";"2018-02-25T13:59:29.8980000";"";"2+1"
"13";"321";"Brage Reier";"Groven";"M";"NOR";"Drammen Strong / Holmenkollen Biathlon";"Sprint";"M20-21";"28:14.0";"1:16.6";"2018-02-25T13:58:53.7310000";"";"0+2"
"14";"325";"Vetle Årsvoll";"Undheim";"M";"NOR";"Figgjo IL / Sirdal Ski Skiskyting";"Sprint";"M20-21";"28:14.4";"1:17.0";"2018-02-25T14:00:13.6410000";"";"0+1"
"15";"301";"Vegar Horneberg";"Selnæs";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Sprint";"M20-21";"28:18.1";"1:20.7";"2018-02-25T13:52:17.7920000";"";"1+1"
"16";"314";"Erlend";"Bakken";"M";"NOR";"Markane IL";"Sprint";"M20-21";"28:22.0";"1:24.6";"2018-02-25T13:56:41.5060000";"";"0+0"
"17";"308";"Espen";"Uldal";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Sprint";"M20-21";"28:27.3";"1:29.9";"2018-02-25T13:54:46.6980000";"";"2+1"
"18";"318";"Bendik";"Winsvold";"M";"NOR";"Lier IL / Team Lier Skiskyting";"Sprint";"M20-21";"28:29.4";"1:32.0";"2018-02-25T13:58:09.8730000";"";"1+2"
"19";"312";"Øyvind Aalling";"Lio";"M";"NOR";"Bjerke IL Ski / Team Geilo";"Sprint";"M20-21";"28:31.0";"1:33.6";"2018-02-25T13:56:09.9330000";"";"0+2"
"20";"309";"Markus Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M20-21";"28:39.6";"1:42.2";"2018-02-25T13:55:18.9970000";"";"0+1"
"21";"328";"Trygve Bondhus";"Often";"M";"NOR";"Tynset IF / Team Toyota Slettum Bil";"Sprint";"M20-21";"28:40.0";"1:42.6";"2018-02-25T14:01:39.5460000";"";"0+2"
"22";"300";"Jonas";"Maalø";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"Sprint";"M20-21";"28:48.1";"1:50.7";"2018-02-25T13:52:27.8750000";"";"1+0"
"23";"334";"Håvard Kne";"Galåen";"M";"NOR";"Røros IL";"Sprint";"M20-21";"28:57.5";"2:00.1";"2018-02-25T14:03:57.1790000";"";"0+2"
"24";"307";"Rasmus";"Krogstad";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Sprint";"M20-21";"29:06.2";"2:08.8";"2018-02-25T13:55:05.2990000";"";"1+0"
"25";"297";"Hans Kristian";"Sørum";"M";"NOR";"Mjøsski / Team Woodcon";"Sprint";"M20-21";"29:08.1";"2:10.7";"2018-02-25T13:51:47.1740000";"";"0+2"
"26";"332";"Olav Lanes";"Severinsen";"M";"NOR";"Tromsø Skiskytterlag / Team Troms & Finnmark";"Sprint";"M20-21";"29:10.4";"2:13.0";"2018-02-25T14:03:30.0150000";"";"2+0"
"27";"341";"Jonas";"Bueie";"M";"NOR";"Lier IL / Team Lier Skiskyting";"Sprint";"M20-21";"29:47.2";"2:49.8";"2018-02-25T14:07:07.2670000";"";"0+1"
"28";"330";"Isak Nikolai";"Hopland";"M";"NOR";"Hardbagg IL / Stryn Videregående Skole";"Sprint";"M20-21";"29:48.7";"2:51.3";"2018-02-25T14:03:28.8670000";"";"0+2"
"29";"342";"Dag Sander";"Bjørndalen";"M";"NOR";"Simostranda IL / Team Geilo";"Sprint";"M20-21";"29:53.4";"2:56.0";"2018-02-25T14:07:31.6560000";"";"1+3"
"30";"303";"Sigbjørn";"Edøy";"M";"NOR";"Tromsø Skiskytterlag / Team Woodcon";"Sprint";"M20-21";"29:57.0";"2:59.6";"2018-02-25T13:54:36.9840000";"";"1+1"
"31";"298";"Christian Brennhovd";"Bang";"M";"NOR";"Asker SK / Team OASSK";"Sprint";"M20-21";"30:02.9";"3:05.5";"2018-02-25T13:53:01.4960000";"";"0+2"
"32";"324";"Øystein";"Markegård";"M";"NOR";"Geilo IL / Team Geilo";"Sprint";"M20-21";"30:04.6";"3:07.2";"2018-02-25T14:01:44.3930000";"";"1+1"
"33";"315";"Halvor";"Eidissen";"M";"NOR";"Idrettslaget Dyre Vaa / Trondheim Biathlon Team";"Sprint";"M20-21";"30:18.1";"3:20.7";"2018-02-25T13:58:58.6310000";"";"0+0"
"34";"317";"Martin";"Steimler";"M";"NOR";"Hernes IL / Team Woodcon";"Sprint";"M20-21";"30:31.5";"3:34.1";"2018-02-25T13:59:51.4290000";"";"1+2"
"35";"336";"Jørgen";"Haugum";"M";"NOR";"Bærums Skiklub / Team OASSK";"Sprint";"M20-21";"30:57.8";"4:00.4";"2018-02-25T14:06:37.1680000";"";"1+3"
"36";"326";"Martin Bjørndalen";"Mathisen";"M";"NOR";"Simostranda IL / Team Geilo";"Sprint";"M20-21";"31:05.9";"4:08.5";"2018-02-25T14:03:25.7610000";"";"4+2"
"37";"344";"Eirik";"SANDNES";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Sprint";"M20-21";"31:08.4";"4:11.0";"2018-02-25T14:09:27.4540000";"";"2+0"
"38";"310";"Henrik Tordhol";"Sverdrup";"M";"NOR";"Dombås IL";"Sprint";"M20-21";"31:19.0";"4:21.6";"2018-02-25T13:58:18.3480000";"";"1+2"
"39";"302";"Håkon";"Rybråten";"M";"NOR";"Fet SK / Team Woodcon";"Sprint";"M20-21";"31:19.9";"4:22.5";"2018-02-25T13:55:40.0930000";"";"1+0"
"40";"327";"Lars";"Reiten";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Sprint";"M20-21";"31:56.4";"4:59.0";"2018-02-25T14:04:35.9870000";"";"1+3"
"41";"338";"Ola Nymoen";"Aas";"M";"NOR";"Røros IL / Team Toyota Slettum Bil";"Sprint";"M20-21";"32:03.6";"5:06.2";"2018-02-25T14:08:23.1440000";"";"0+2"
"42";"339";"Brage";"BERGSMYR";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Sprint";"M20-21";"32:26.5";"5:29.1";"2018-02-25T14:09:06.1400000";"";"0+0"
"43";"311";"Magnus Hole";"Mikalsen";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M20-21";"32:46.4";"5:49.0";"2018-02-25T14:00:05.9990000";"";"2+0"
"44";"316";"Vetle";"Skinnarland";"M";"NOR";"Bødalen IF / Team Skiguard Buskerud";"Sprint";"M20-21";"32:47.1";"5:49.7";"2018-02-25T14:01:46.7610000";"";"1+1"
"45";"320";"Adrian Stokdal";"Opheim";"M";"NOR";"Byåsen Skiskytterlag";"Sprint";"M20-21";"32:50.5";"5:53.1";"2018-02-25T14:03:10.1850000";"";"1+2"
"46";"313";"Håkon Midthjell";"Gjørven";"M";"NOR";"Markane IL";"Sprint";"M20-21";"33:31.6";"6:34.2";"2018-02-25T14:01:31.2150000";"";"4+1"
"47";"295";"Sindre Christoffer Tyldum";"Andresen";"M";"NOR";"Lier IL / Team Skiguard Buskerud";"Sprint";"M20-21";"0:00.0";"";"";"";""
"48";"306";"Anders Sønsteby";"Flaagen";"M";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Sprint";"M20-21";"0:00.0";"";"";"";""
"49";"304";"Magnus Gjersvold";"Haug";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Sprint";"M20-21";"0:00.0";"";"";"";""
"50";"299";"Embrik Nikolia Grann";"Hevrøy";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Sprint";"M20-21";"0:00.0";"";"";"";""
"51";"340";"Kasper";"Lie";"M";"NOR";"Skatval Skilag";"Sprint";"M20-21";"0:00.0";"";"";"";""
"52";"319";"Mathias";"Skrede";"M";"NOR";"Geilo IL / Team Geilo";"Sprint";"M20-21";"0:00.0";"";"";"";""
"13";"371";"Thekla Charlotte Knudtzon";"Brun-Lie";"F";"NOR";"Oslo Skiskytterlag / Holmenkollen Biathlon";"Standplassopphold 1";"K Senior";"0:54.3";"0:08.0";"2018-02-25T13:53:37.8790000";"";"0"
"20";"367";"Sigrid Bilstad";"Neraasen";"F";"NOR";"Vingrom IL";"Standplassopphold 1";"K Senior";"0:55.9";"0:09.7";"2018-02-25T13:52:44.2540000";"";"2"
"58";"351";"Sofie";"Rostad";"F";"NOR";"Gjerdrum IL";"Standplassopphold 1";"K Senior";"0:59.6";"0:13.3";"2018-02-25T13:47:13.1890000";"";"1"
"61";"364";"Åsne";"Ulvund";"F";"NOR";"Eldar IL / Team Glalaks";"Standplassopphold 1";"K Senior";"0:59.8";"0:13.6";"2018-02-25T13:52:16.4170000";"";"0"
"65";"352";"Ida Emilie";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"Standplassopphold 1";"K Senior";"1:00.1";"0:13.9";"2018-02-25T13:47:32.5390000";"";"0"
"74";"366";"Lotte";"Lie";"F";"NOR";"Skatval Skilag";"Standplassopphold 1";"K Senior";"1:00.8";"0:14.6";"2018-02-25T13:52:25.6700000";"";"0"
"77";"380";"Tonje Marie";"Skjelstadås";"F";"NOR";"Meråker Skiskytterklubb";"Standplassopphold 1";"K Senior";"1:01.0";"0:14.7";"2018-02-25T13:56:53.1600000";"";"0"
"90";"360";"Turi Storstrøm";"Thoresen";"F";"NOR";"Alvdal IL";"Standplassopphold 1";"K Senior";"1:01.7";"0:15.4";"2018-02-25T13:50:20.7810000";"";"2"
"100";"378";"Gunhild Viljugrein";"Stølen";"F";"NOR";"Bærums Skiklub / Trondheim Biathlon Team";"Standplassopphold 1";"K Senior";"1:02.2";"0:16.0";"2018-02-25T13:56:27.0230000";"";"0"
"107";"362";"Mathilde";"Hustoft";"F";"NOR";"Asker SK / Team OASSK";"Standplassopphold 1";"K Senior";"1:02.4";"0:16.2";"2018-02-25T13:51:29.2820000";"";"0"
"114";"372";"Karoline";"Næss";"F";"NOR";"Bjerke IL Ski";"Standplassopphold 1";"K Senior";"1:02.7";"0:16.5";"2018-02-25T13:54:15.8790000";"";"0"
"116";"369";"Rikke Hald";"Andersen";"F";"NOR";"Asker SK / Holmenkollen Biathlon";"Standplassopphold 1";"K Senior";"1:02.9";"0:16.6";"2018-02-25T13:53:15.2490000";"";"0"
"130";"363";"Eline";"Grue";"F";"NOR";"Kvikne IL";"Standplassopphold 1";"K Senior";"1:04.2";"0:18.0";"2018-02-25T13:51:18.3180000";"";"1"
"147";"353";"Hilde";"Eide";"F";"NOR";"Øystre Slidre SSL";"Standplassopphold 1";"K Senior";"1:05.3";"0:19.1";"2018-02-25T13:47:57.1020000";"";"1"
"155";"357";"Kristin";"Hjelstuen";"F";"NOR";"Oslo Skiskytterlag / Team Glalaks";"Standplassopphold 1";"K Senior";"1:05.6";"0:19.3";"2018-02-25T13:49:17.4330000";"";"2"
"156";"370";"Anne Marit";"Bredalen";"F";"NOR";"Åsnes Skiskytterlag / Team Glalaks";"Standplassopphold 1";"K Senior";"1:05.6";"0:19.4";"2018-02-25T13:53:48.3280000";"";"1"
"165";"375";"Anitra";"Vognild";"F";"NOR";"Bjerke IL Ski";"Standplassopphold 1";"K Senior";"1:06.0";"0:19.8";"2018-02-25T13:55:38.0730000";"";"1"
"168";"377";"Mari";"Sverdrup";"F";"NOR";"Dombås IL";"Standplassopphold 1";"K Senior";"1:06.2";"0:20.0";"2018-02-25T13:56:20.0830000";"";"0"
"175";"379";"Ingvild";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Team Glalaks";"Standplassopphold 1";"K Senior";"1:06.8";"0:20.6";"2018-02-25T13:57:07.1830000";"";"1"
"186";"350";"Ragnhild";"Femsteinevik";"F";"NOR";"Hålandsdal IL";"Standplassopphold 1";"K Senior";"1:07.2";"0:20.9";"2018-02-25T13:47:09.1840000";"";"1"
"190";"376";"Heidi";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Sirdal Ski Skiskyting";"Standplassopphold 1";"K Senior";"1:07.3";"0:21.0";"2018-02-25T13:55:50.6790000";"";"0"
"195";"358";"Jenny";"Enodd";"F";"NOR";"Budal IL / Trondheim Biathlon Team";"Standplassopphold 1";"K Senior";"1:07.6";"0:21.4";"2018-02-25T13:49:35.7220000";"";"0"
"209";"373";"Ingvild";"Sangesland";"F";"NOR";"Øvrebø IL";"Standplassopphold 1";"K Senior";"1:08.4";"0:22.2";"2018-02-25T13:54:58.5360000";"";"1"
"252";"374";"Maren";"Wangensteen";"F";"NOR";"Vestre Slidre IL";"Standplassopphold 1";"K Senior";"1:11.2";"0:24.9";"2018-02-25T13:55:03.6630000";"";"3"
"281";"361";"Anne Katrine";"Tønset";"F";"NOR";"Røros IL";"Standplassopphold 1";"K Senior";"1:12.5";"0:26.2";"2018-02-25T13:51:30.4530000";"";"0"
"295";"356";"Silja Fjærestad";"Hønsi";"F";"NOR";"Vik IL / Team Glalaks";"Standplassopphold 1";"K Senior";"1:13.1";"0:26.8";"2018-02-25T13:49:26.8830000";"";"3"
"345";"365";"Karoline Offigstad";"Knotten";"F";"NOR";"Vingrom IL";"Standplassopphold 1";"K Senior";"1:17.8";"0:31.5";"2018-02-25T13:52:12.1950000";"";"0"
"351";"359";"Sara Ehrenpohl";"Sand (3427446)";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Standplassopphold 1";"K Senior";"1:18.5";"0:32.2";"2018-02-25T13:50:19.6690000";"";"2"
"354";"354";"Silje";"Bakken";"F";"NOR";"Leik, IL / Trondheim Biathlon Team";"Standplassopphold 1";"K Senior";"1:18.7";"0:32.4";"2018-02-25T13:48:57.4940000";"";"2"
"386";"355";"Frida Lovise";"Sørmo";"F";"NOR";"Bossmo & Ytteren IL";"Standplassopphold 1";"K Senior";"1:23.4";"0:37.2";"2018-02-25T13:50:03.4210000";"";"0"
"425";"368";"Ragnhild";"Oftedal";"F";"NOR";"Haltdalen IL";"Standplassopphold 1";"K Senior";"0:00.0";"";"";"";""
"36";"490";"Vilde Kverndal";"Veslegard";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Standplassopphold 1";"K17";"0:57.9";"0:11.7";"2018-02-25T14:33:33.5840000";"";"2"
"50";"466";"Maren";"Bakken";"F";"NOR";"Os IL / NTG Lillehammer";"Standplassopphold 1";"K17";"0:59.1";"0:12.8";"2018-02-25T14:25:25.9090000";"";"1"
"94";"505";"Siri Årsvoll";"Undheim";"F";"NOR";"Figgjo IL / NTG Geilo";"Standplassopphold 1";"K17";"1:01.8";"0:15.5";"2018-02-25T14:38:18.8810000";"";"1"
"128";"473";"Hanna";"Børve";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"Standplassopphold 1";"K17";"1:04.1";"0:17.9";"2018-02-25T14:27:55.2520000";"";"1"
"153";"460";"Frida Tormodsgard";"Dokken";"F";"NOR";"Svene IL / NTG Geilo";"Standplassopphold 1";"K17";"1:05.5";"0:19.2";"2018-02-25T14:23:28.5410000";"";"0"
"220";"479";"Camilla Helene";"Hals";"F";"NOR";"Try, Idrettslaget";"Standplassopphold 1";"K17";"1:09.3";"0:23.1";"2018-02-25T14:29:58.4550000";"";"0"
"224";"504";"Hedda Thoresen Tretteteig";"Bolstad";"F";"NOR";"Simostranda IL / NTG Geilo";"Standplassopphold 1";"K17";"1:09.4";"0:23.1";"2018-02-25T14:38:08.1120000";"";"1"
"244";"491";"Mari Andrea Kilskar";"Grevskott";"F";"NOR";"Frol IL / Steinkjer Videregående Skole";"Standplassopphold 1";"K17";"1:10.6";"0:24.4";"2018-02-25T14:34:09.9660000";"";"0"
"245";"496";"Mari";"Torsteinsrud";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Standplassopphold 1";"K17";"1:10.9";"0:24.7";"2018-02-25T14:35:37.9970000";"";"0"
