"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"74";"219";"Eirin";"Tufteland";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"NM Normal Voss - ";"K18-19";"46:53.9";"13:39.7";"2018-03-09T11:47:38.9010000";"";"1+1+2+1"
"75";"193";"Tori";"Angell";"F";"NOR";"Odda IL / Team Glalaks";"NM Normal Voss - ";"K18-19";"0:00.0";"";"";"";""
"76";"245";"Nora Bakken";"Heiberg";"F";"NOR";"Fossum IF / Wang Toppidrett";"NM Normal Voss - ";"K18-19";"0:00.0";"";"";"";""
"77";"169";"Tonje Bruem";"Reistad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NM Normal Voss - ";"K18-19";"0:00.0";"";"";"";""
"1";"542";"Mari";"Wetterhus";"F";"NOR";"Svene IL / Team Maxim";"NM Normal Voss - ";"K20-21";"42:39.6";"0:00.0";"2018-03-09T16:51:09.6960000";"";"0+0+0+0"
"2";"538";"Marit Ishol";"Skogan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NM Normal Voss - ";"K20-21";"43:08.9";"0:29.3";"2018-03-09T16:48:38.9880000";"";"1+0+0+0"
"3";"525";"Kristin";"SANDE";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Maxim";"NM Normal Voss - ";"K20-21";"45:02.0";"2:22.4";"2018-03-09T16:45:02.0770000";"";"0+0+0+0"
"4";"527";"Randi Sollid";"Nordvang";"F";"NOR";"Vingelen IL / Team Maxim";"NM Normal Voss - ";"K20-21";"45:09.2";"2:29.6";"2018-03-09T16:43:09.2930000";"";"1+2+0+0"
"5";"541";"Ida";"Lien";"F";"NOR";"Simostranda IL";"NM Normal Voss - ";"K20-21";"46:02.0";"3:22.4";"2018-03-09T16:50:02.0470000";"";"0+2+0+2"
"6";"524";"Silje";"Gløtheim";"F";"NOR";"Røros IL / Trondheim Biathlon Team";"NM Normal Voss - ";"K20-21";"46:38.8";"3:59.2";"2018-03-09T16:44:08.8240000";"";"0+1+0+1"
"7";"535";"Une Christiane Tronerud";"Kvelvane";"F";"NOR";"Voss Skiskytterlag / Team Maxim";"NM Normal Voss - ";"K20-21";"46:41.6";"4:02.0";"2018-03-09T16:48:41.6130000";"";"0+1+1+1"
"8";"532";"Malin Auganæs";"Bergtun";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"NM Normal Voss - ";"K20-21";"47:00.0";"4:20.4";"2018-03-09T16:48:30.0260000";"";"0+1+1+0"
"9";"539";"Frida";"Dahl";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NM Normal Voss - ";"K20-21";"47:56.5";"5:16.9";"2018-03-09T16:48:56.5140000";"";"1+2+1+2"
"10";"529";"Margit";"Sørensen";"F";"NOR";"Fet SK / Sirdal Ski Skiskyting";"NM Normal Voss - ";"K20-21";"48:00.3";"5:20.7";"2018-03-09T16:47:00.3270000";"";"2+0+0+1"
"11";"544";"Kjersti Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NM Normal Voss - ";"K20-21";"48:25.9";"5:46.3";"2018-03-09T16:53:55.9320000";"";"0+1+0+3"
"12";"540";"Synne Findal";"Skar";"F";"NOR";"Sannidal Idrettslag / Team Maxim";"NM Normal Voss - ";"K20-21";"48:55.4";"6:15.8";"2018-03-09T16:53:25.4650000";"";"2+0+0+1"
"13";"534";"Stina";"Brattegard";"F";"NOR";"Ål Skiskyttarlag / Team Skiguard Buskerud";"NM Normal Voss - ";"K20-21";"49:02.4";"6:22.8";"2018-03-09T16:47:32.4940000";"";"1+4+0+1"
"14";"523";"Marie Henriksen";"Langseth";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"NM Normal Voss - ";"K20-21";"49:07.5";"6:27.9";"2018-03-09T16:46:07.5820000";"";"0+0+0+2"
"15";"528";"Hege";"Kittelsen";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"NM Normal Voss - ";"K20-21";"49:21.7";"6:42.1";"2018-03-09T16:46:51.7590000";"";"2+0+1+1"
"16";"545";"Sigrid Flatås";"Aune";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NM Normal Voss - ";"K20-21";"49:35.8";"6:56.2";"2018-03-09T16:51:35.8890000";"";"1+2+2+3"
"17";"533";"Ane Einbu";"Baugerød";"F";"NOR";"IL Bevern / Team Woodcon";"NM Normal Voss - ";"K20-21";"50:22.2";"7:42.6";"2018-03-09T16:49:22.2480000";"";"2+1+1+1"
"18";"543";"Ingrid";"Grue";"F";"NOR";"Kvikne IL";"NM Normal Voss - ";"K20-21";"50:32.6";"7:53.0";"2018-03-09T16:54:32.6020000";"";"0+2+1+2"
"19";"537";"Kirsten Daae";"Wiig";"F";"NOR";"Ullensaker SK";"NM Normal Voss - ";"K20-21";"50:51.6";"8:12.0";"2018-03-09T16:49:51.6840000";"";"1+2+3+1"
"20";"531";"Ine";"Skjellum";"F";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"NM Normal Voss - ";"K20-21";"51:55.2";"9:15.6";"2018-03-09T16:48:55.2430000";"";"2+1+1+2"
"21";"546";"Silje";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NM Normal Voss - ";"K20-21";"53:02.7";"10:23.1";"2018-03-09T16:57:32.7660000";"";"0+2+3+1"
"22";"526";"Line";"Sølberg";"F";"NOR";"Leik, IL / Trondheim Biathlon Team";"NM Normal Voss - ";"K20-21";"53:08.4";"10:28.8";"2018-03-09T16:48:38.4180000";"";"0+0+4+1"
"23";"536";"Kristiane";"HOLM";"F";"NOR";"Simostranda IL / Team Skiguard Buskerud";"NM Normal Voss - ";"K20-21";"1:27.0";"";"";"";""
"24";"530";"Vilde Aurora Gusevik";"Skotland";"F";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"NM Normal Voss - ";"K20-21";"0:00.0";"";"";"";""
"1";"49";"Martin";"Femsteinevik";"M";"NOR";"Hålandsdal IL / Team Glalaks";"NM Normal Voss - ";"M Senior";"53:31.9";"0:00.0";"2018-03-09T10:30:01.9870000";"";"0+2+0+1"
"2";"31";"Alexander";"Os";"M";"NOR";"Ishavslaget";"NM Normal Voss - ";"M Senior";"53:44.2";"0:12.3";"2018-03-09T10:22:14.2660000";"";"0+1+0+1"
"3";"27";"Erling";"Aalvik";"M";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Mesterbakeren";"NM Normal Voss - ";"M Senior";"54:32.9";"1:01.0";"2018-03-09T10:21:02.9780000";"";"0+0+0+2"
"4";"13";"Pål Kristian Grue";"Tufte";"M";"NOR";"Geilo IL";"NM Normal Voss - ";"M Senior";"54:40.6";"1:08.7";"2018-03-09T10:14:10.6470000";"";"0+0+0+2"
"5";"28";"Thomas";"Fenne";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"NM Normal Voss - ";"M Senior";"54:49.3";"1:17.4";"2018-03-09T10:22:49.3830000";"";"0+0+0+1"
"6";"32";"Sindre";"Pettersen";"M";"NOR";"Nittedal Skiskytterlag";"NM Normal Voss - ";"M Senior";"54:51.9";"1:20.0";"2018-03-09T10:22:51.9930000";"";"0+1+0+2"
"7";"57";"Håkon";"Svaland";"M";"NOR";"Birkenes IL / Team Mesterbakeren";"NM Normal Voss - ";"M Senior";"55:00.7";"1:28.8";"2018-03-09T10:35:30.7560000";"";"0+1+1+1"
"8";"11";"Mattis";"HAUG";"M";"NOR";"Fet SK";"NM Normal Voss - ";"M Senior";"55:14.4";"1:42.5";"2018-03-09T10:14:44.4010000";"";"0+1+0+0"
"9";"41";"Vemund Ravnsborg";"Gurigard";"M";"NOR";"Vingrom IL / Team Maxim";"NM Normal Voss - ";"M Senior";"55:48.4";"2:16.5";"2018-03-09T10:30:18.4210000";"";"0+1+0+0"
"10";"48";"Bjarte";"Solvang";"M";"NOR";"Hålandsdal IL / Team Glalaks";"NM Normal Voss - ";"M Senior";"56:09.6";"2:37.7";"2018-03-09T10:31:09.6350000";"";"1+1+0+2"
"11";"25";"Fredrik Mack";"Rørvik";"M";"NOR";"Målselvs Skiskyttere / Team Mesterbakeren";"NM Normal Voss - ";"M Senior";"56:20.1";"2:48.2";"2018-03-09T10:21:50.1700000";"";"1+0+0+1"
"12";"18";"Martin";"LINDLAND";"M";"NOR";"Bødalen IF / Team Skiguard Buskerud";"NM Normal Voss - ";"M Senior";"56:23.1";"2:51.2";"2018-03-09T10:17:23.1290000";"";"0+1+1+1"
"13";"35";"Lars Aasheim";"Svaland";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"NM Normal Voss - ";"M Senior";"56:27.0";"2:55.1";"2018-03-09T10:25:57.0210000";"";"1+2+0+0"
"14";"21";"Tommi";"Luchsinger";"M";"NOR";"IL Bevern / Team Skiguard Buskerud";"NM Normal Voss - ";"M Senior";"56:36.1";"3:04.2";"2018-03-09T10:18:06.1250000";"";"1+1+2+0"
"15";"55";"Vetle";"Løchting";"M";"NOR";"Sørskogbygda IL / Team Woodcon";"NM Normal Voss - ";"M Senior";"57:00.0";"3:28.1";"2018-03-09T10:35:30.0000000";"";"1+1+0+2"
"16";"15";"Aasmund Kjøllmoen";"Steien";"M";"NOR";"Folldal IF";"NM Normal Voss - ";"M Senior";"57:08.6";"3:36.7";"2018-03-09T10:15:38.6890000";"";"2+1+0+1"
"17";"34";"Martin Lien";"Spjøtvold";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"NM Normal Voss - ";"M Senior";"57:09.7";"3:37.8";"2018-03-09T10:25:09.7810000";"";"1+2+0+1"
"18";"47";"Johan Eirik";"Meland";"M";"NOR";"Markane IL / Team Intersport Oppdal";"NM Normal Voss - ";"M Senior";"57:23.7";"3:51.8";"2018-03-09T10:32:53.7920000";"";"0+1+1+1"
"19";"23";"Andreas";"Kvam";"M";"NOR";"Meldal IL / Team Maxim";"NM Normal Voss - ";"M Senior";"57:34.8";"4:02.9";"2018-03-09T10:19:04.8680000";"";"1+2+1+1"
"20";"36";"Jens Petter";"Toresen";"M";"NOR";"Oslo Skiskytterlag";"NM Normal Voss - ";"M Senior";"57:45.8";"4:13.9";"2018-03-09T10:28:45.8520000";"";"1+0+0+1"
"21";"42";"Jarle Midthjell";"Gjørven";"M";"NOR";"Markane IL";"NM Normal Voss - ";"M Senior";"57:48.0";"4:16.1";"2018-03-09T10:32:48.0510000";"";"0+1+0+0"
"22";"56";"Markus Zachariassen";"Rørvik";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NM Normal Voss - ";"M Senior";"57:49.5";"4:17.6";"2018-03-09T10:36:49.5680000";"";"0+2+1+1"
"23";"46";"Aleksander Morsund";"Karlsen";"M";"NOR";"Lier IL / Team Lier Skiskyting";"NM Normal Voss - ";"M Senior";"58:25.2";"4:53.3";"2018-03-09T10:31:25.2300000";"";"1+4+0+0"
"24";"9";"Sverre Ryland";"Glomnes";"M";"NOR";"Fet SK / Holmenkollen Biathlon";"NM Normal Voss - ";"M Senior";"58:28.0";"4:56.1";"2018-03-09T10:13:58.0870000";"";"1+1+2+0"
"25";"33";"Leif Malvin";"HJELMEVOLL";"M";"NOR";"Vik IL / Team Intersport Oppdal";"NM Normal Voss - ";"M Senior";"58:37.9";"5:06.0";"2018-03-09T10:26:07.9830000";"";"1+1+1+1"
"26";"19";"Bjarte";"Mørkve";"M";"NOR";"Eldar IL / Team Glalaks";"NM Normal Voss - ";"M Senior";"58:48.6";"5:16.7";"2018-03-09T10:18:18.6400000";"";"1+1+2+1"
"27";"51";"Magnar Kne";"Galåen";"M";"NOR";"Røros IL";"NM Normal Voss - ";"M Senior";"58:48.7";"5:16.8";"2018-03-09T10:36:18.7890000";"";"0+1+0+2"
"28";"26";"Andreas Dahlø";"Wærnes";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"NM Normal Voss - ";"M Senior";"59:10.3";"5:38.4";"2018-03-09T10:20:10.3850000";"";"2+2+2+1"
"29";"22";"Jon Nikolai Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NM Normal Voss - ";"M Senior";"59:16.6";"5:44.7";"2018-03-09T10:22:16.6500000";"";"1+2+0+0"
"30";"54";"Tobias Eid";"Løvås";"M";"NOR";"Trondhjems Skiskyttere";"NM Normal Voss - ";"M Senior";"59:22.3";"5:50.4";"2018-03-09T10:38:22.3450000";"";"0+2+0+1"
"31";"24";"Arild";"Fosse";"M";"NOR";"Voss Skiskytterlag";"NM Normal Voss - ";"M Senior";"59:45.5";"6:13.6";"2018-03-09T10:19:45.5290000";"";"1+3+0+3"
"32";"20";"Ole Andreas";"Flotten";"M";"NOR";"Oppdal IL / Team Intersport Oppdal";"NM Normal Voss - ";"M Senior";"59:52.6";"6:20.7";"2018-03-09T10:18:52.6840000";"";"1+3+0+2"
"33";"12";"Hogne Findal";"Skar";"M";"NOR";"Sannidal Idrettslag";"NM Normal Voss - ";"M Senior";"1:00:32.0";"7:00.1";"2018-03-09T10:16:32.0040000";"";"2+0+0+3"
"34";"38";"Steinar";"Valbø";"M";"NOR";"Drangedal Idrettslag / Team TeVe";"NM Normal Voss - ";"M Senior";"1:00:34.7";"7:02.8";"2018-03-09T10:31:34.7990000";"";"0+2+0+1"
"35";"43";"Simon Ågheim";"Kalkenberg";"M";"NOR";"Skonseng UL / Team Polarsirkelen";"NM Normal Voss - ";"M Senior";"1:00:55.8";"7:23.9";"2018-03-09T10:32:25.8870000";"";"2+1+1+1"
"36";"37";"Even";"Nordbø";"M";"NOR";"Fyresdal Skiskyttarlag / Team Skiguard Buskerud";"NM Normal Voss - ";"M Senior";"1:01:05.5";"7:33.6";"2018-03-09T10:28:35.5840000";"";"1+1+0+4"
"37";"8";"Magnus";"Håkonsen";"M";"NOR";"Bø Skiskyttarlag / Team TeVe";"NM Normal Voss - ";"M Senior";"1:01:13.3";"7:41.4";"2018-03-09T10:16:13.3940000";"";"1+1+0+2"
"38";"16";"Anders Brekke";"Nilsen";"M";"NOR";"IL Bevern / Team Skiguard Buskerud";"NM Normal Voss - ";"M Senior";"1:01:29.4";"7:57.5";"2018-03-09T10:22:29.4040000";"";"1+1+0+0"
"39";"39";"Sigve Ness";"Rolland";"M";"NOR";"Tingvoll IL / Trondheim Biathlon Team";"NM Normal Voss - ";"M Senior";"1:01:35.4";"8:03.5";"2018-03-09T10:30:05.4860000";"";"2+1+1+2"
"40";"44";"Øystein";"Nordbotten";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NM Normal Voss - ";"M Senior";"1:01:47.2";"8:15.3";"2018-03-09T10:34:47.2740000";"";"1+1+1+1"
"41";"53";"Jonas Uglem";"MOBAKKEN";"M";"NOR";"Oslo Skiskytterlag";"NM Normal Voss - ";"M Senior";"1:01:57.9";"8:26.0";"2018-03-09T10:38:27.9860000";"";"1+2+1+1"
"42";"10";"Vegard Bruem";"Reistad";"M";"NOR";"Stiklestad IL";"NM Normal Voss - ";"M Senior";"1:02:12.2";"8:40.3";"2018-03-09T10:16:12.2630000";"";"1+2+1+2"
"43";"14";"Brage Malm";"MONSTAD";"M";"NOR";"Lier IL / Team Lier Skiskyting";"NM Normal Voss - ";"M Senior";"1:02:44.8";"9:12.9";"2018-03-09T10:18:44.8180000";"";"1+1+2+2"
"44";"17";"Ole Johann Rødvik";"Kilskar";"M";"NOR";"Frol IL";"NM Normal Voss - ";"M Senior";"1:04:29.0";"10:57.1";"2018-03-09T10:20:59.0850000";"";"2+3+1+1"
"45";"50";"Steinar";"Riksaasen";"M";"NOR";"Dombås IL";"NM Normal Voss - ";"M Senior";"1:05:53.8";"12:21.9";"2018-03-09T10:36:53.8430000";"";"1+3+0+5"
"46";"29";"Joar Grov";"Turvoll";"M";"NOR";"Vik IL / Team Glalaks";"NM Normal Voss - ";"M Senior";"1:07:26.1";"13:54.2";"2018-03-09T10:24:56.1880000";"";"4+4+1+3"
"47";"40";"Ole Martin";"Erdal";"M";"NOR";"Førde IL";"NM Normal Voss - ";"M Senior";"0:00.0";"";"";"";""
"48";"52";"Kristian";"Grue";"M";"NOR";"Fet SK / Team Skiguard Buskerud";"NM Normal Voss - ";"M Senior";"0:00.0";"";"";"";""
"49";"30";"Anders Emil";"SCHIELLERUP";"M";"DEN";"Geilo IL / Team Geilo";"NM Normal Voss - ";"M Senior";"0:00.0";"";"";"";""
"50";"45";"Amund Hoff";"Thomassen";"M";"NOR";"Sauda Skiskytterlag";"NM Normal Voss - ";"M Senior";"0:00.0";"";"";"";""
"1";"484";"Peder Fekjan";"Solheim";"M";"NOR";"Svene IL / NTG Geilo";"NM Normal Voss - ";"M17";"40:17.5";"0:00.0";"2018-03-09T16:16:47.5110000";"";"1+1+1+1"
"2";"482";"Raimond Haugom";"Strømvall";"M";"NOR";"Østre Toten Skilag / NTG Lillehammer";"NM Normal Voss - ";"M17";"40:33.0";"0:15.5";"2018-03-09T16:16:48.0000000";"";"0+0+1+2"
"3";"452";"Ulrik Olsen";"Brimi";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"NM Normal Voss - ";"M17";"40:34.5";"0:17.0";"2018-03-09T16:01:49.5790000";"";"1+2+0+0"
"4";"505";"Trym Silsand";"Gerhardsen";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"NM Normal Voss - ";"M17";"41:04.4";"0:46.9";"2018-03-09T16:28:49.4130000";"";"1+1+1+0"
"5";"501";"Morten Tørnblad";"Sameien";"M";"NOR";"Fet SK";"NM Normal Voss - ";"M17";"41:50.0";"1:32.5";"2018-03-09T16:27:35.0810000";"";"0+2+0+1"
"6";"492";"Håkon";"Halseth";"M";"NOR";"Rennebu IL / NTG Lillehammer";"NM Normal Voss - ";"M17";"41:54.0";"1:36.5";"2018-03-09T16:22:24.0320000";"";"0+2+0+2"
"7";"457";"Martin";"Uldal";"M";"NOR";"Birkenes IL / NTG Lillehammer";"NM Normal Voss - ";"M17";"42:12.4";"1:54.9";"2018-03-09T16:03:42.4330000";"";"1+2+2+1"
"8";"483";"Einar";"Hedegart";"M";"NOR";"Inderøy IL / Steinkjer Videregående Skole";"NM Normal Voss - ";"M17";"42:19.0";"2:01.5";"2018-03-09T16:16:49.0000000";"";"1+1+1+3"
"9";"507";"Åsmund";"Løvoll";"M";"NOR";"Asker SK";"NM Normal Voss - ";"M17";"42:50.3";"2:32.8";"2018-03-09T16:30:50.3270000";"";"0+2+1+1"
"10";"498";"Kasper Dagsland";"Gulbrandsen";"M";"NOR";"Bø Skiskyttarlag / Sirdal Ski Skiskyting";"NM Normal Voss - ";"M17";"42:58.1";"2:40.6";"2018-03-09T16:27:13.1020000";"";"1+1+0+1"
"11";"458";"Even";"Uhlin-Engstu";"M";"NOR";"Heddal Idrettslag / Team TeVe";"NM Normal Voss - ";"M17";"43:07.5";"2:50.0";"2018-03-09T16:05:52.5640000";"";"0+1+2+2"
"12";"474";"Anders Melaaen";"Døssland";"M";"NOR";"Lier IL / Wang Toppidrett";"NM Normal Voss - ";"M17";"43:15.9";"2:58.4";"2018-03-09T16:13:14.9430000";"";"1+2+3+0"
"13";"509";"Vegard";"Steinbakken";"M";"NOR";"Hattfjelldal IL / Meråker Videregående skole";"NM Normal Voss - ";"M17";"43:17.3";"2:59.8";"2018-03-09T16:33:02.3190000";"";"1+1+1+0"
"14";"451";"Olav Markus Tveit";"Aakre";"M";"NOR";"Sannidal Idrettslag / NTG Geilo";"NM Normal Voss - ";"M17";"43:21.2";"3:03.7";"2018-03-09T16:01:06.2260000";"";"1+3+1+2"
"15";"472";"Sivert Raddum";"Skaug";"M";"NOR";"Tretten Skiskytterlag / Stryn Videregående Skole";"NM Normal Voss - ";"M17";"43:42.1";"3:24.6";"2018-03-09T16:12:42.1440000";"";"1+2+1+2"
"16";"476";"Morten";"Hol";"M";"NOR";"Målselvs Skiskyttere";"NM Normal Voss - ";"M17";"43:48.6";"3:31.1";"2018-03-09T16:14:03.6550000";"";"4+1+1+1"
"17";"494";"Tobias";"Ottersen";"M";"NOR";"Ullensaker SK / NTG Lillehammer";"NM Normal Voss - ";"M17";"43:55.2";"3:37.7";"2018-03-09T16:23:10.2520000";"";"2+2+1+2"
"18";"502";"Sigurd";"Holemark";"M";"NOR";"Hønefoss Skiskytterklubb / NTG Geilo";"NM Normal Voss - ";"M17";"44:18.7";"4:01.2";"2018-03-09T16:29:03.7250000";"";"0+1+1+3"
"19";"508";"Gaute Kvittum";"Nytrøen";"M";"NOR";"Tynset IF / Team Toyota Slettum Bil";"NM Normal Voss - ";"M17";"44:19.7";"4:02.2";"2018-03-09T16:31:19.7600000";"";"1+1+4+0"
"20";"454";"Martin";"Aaland";"M";"NOR";"Hardbagg IL / Stryn Videregående Skole";"NM Normal Voss - ";"M17";"44:25.4";"4:07.9";"2018-03-09T16:04:25.4560000";"";"0+2+2+2"
"21";"468";"Mads Huken";"Mathiesen";"M";"NOR";"Ullensaker SK / NTG Lillehammer";"NM Normal Voss - ";"M17";"44:48.6";"4:31.1";"2018-03-09T16:11:03.6020000";"";"1+4+0+2"
"22";"460";"Henrik";"Kraft";"M";"NOR";"Skatval Skilag";"NM Normal Voss - ";"M17";"44:52.3";"4:34.8";"2018-03-09T16:09:22.3630000";"";"1+2+1+0"
"23";"478";"Asgeir";"Espeland";"M";"NOR";"Tynset IF / Team Toyota Slettum Bil";"NM Normal Voss - ";"M17";"44:59.8";"4:42.3";"2018-03-09T16:16:59.8110000";"";"0+2+2+2"
"24";"456";"Marius";"Møller";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NM Normal Voss - ";"M17";"45:02.0";"4:44.5";"2018-03-09T16:05:17.0380000";"";"1+2+2+2"
"25";"517";"Åsbjørn Langeland";"Øvland";"M";"NOR";"Øvrebø IL / Sirdal Ski Skiskyting";"NM Normal Voss - ";"M17";"45:21.1";"5:03.6";"2018-03-09T16:38:21.1810000";"";"0+2+0+2"
"26";"455";"Christoffer";"Eidissen";"M";"NOR";"Fossum IF";"NM Normal Voss - ";"M17";"45:22.8";"5:05.3";"2018-03-09T16:05:07.8890000";"";"2+3+0+2"
"27";"497";"Sondre";"Gjesbakk";"M";"NOR";"Bossmo & Ytteren IL / NTG Geilo";"NM Normal Voss - ";"M17";"45:29.6";"5:12.1";"2018-03-09T16:23:59.6930000";"";"0+4+1+5"
"28";"448";"Martin Jenssen";"Sandvik";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"NM Normal Voss - ";"M17";"45:37.8";"5:20.3";"2018-03-09T16:01:52.8100000";"";"1+3+1+2"
"29";"511";"Espen";"Haugøy";"M";"NOR";"Asker SK / Wang Toppidrett";"NM Normal Voss - ";"M17";"45:45.6";"5:28.1";"2018-03-09T16:34:15.6760000";"";"2+1+1+2"
"30";"514";"Even";"Martinsson";"M";"NOR";"Åsnes Skiskytterlag";"NM Normal Voss - ";"M17";"45:52.9";"5:35.4";"2018-03-09T16:34:22.9230000";"";"2+2+2+2"
"31";"444";"Aksel Emil";"Aasbø";"M";"NOR";"Try, Idrettslaget";"NM Normal Voss - ";"M17";"46:15.0";"5:57.5";"2018-03-09T15:58:15.0370000";"";"2+4+2+2"
"32";"469";"Torbjørn";"Stuen";"M";"NOR";"Rennebu IL / Meråker Videregående skole";"NM Normal Voss - ";"M17";"46:53.6";"6:36.1";"2018-03-09T16:13:38.6860000";"";"1+1+2+3"
"33";"488";"Sigurd";"Grevstad";"M";"NOR";"Fossum IF";"NM Normal Voss - ";"M17";"46:54.5";"6:37.0";"2018-03-09T16:24:39.5570000";"";"1+2+1+1"
"34";"495";"Knut Dahlen";"Aspenes";"M";"NOR";"Skatval Skilag";"NM Normal Voss - ";"M17";"46:55.0";"6:37.5";"2018-03-09T16:26:40.0250000";"";"2+3+0+2"
"35";"473";"Andreas Hårberg";"Jensrud";"M";"NOR";"Lier IL / Team Lier Skiskyting";"NM Normal Voss - ";"M17";"47:11.3";"6:53.8";"2018-03-09T16:17:26.3560000";"";"0+3+0+2"
"36";"450";"Lars de";"Bartolo";"M";"NOR";"Gjerstad IL / Sirdal Ski Skiskyting";"NM Normal Voss - ";"M17";"47:12.6";"6:55.1";"2018-03-09T16:03:42.6530000";"";"1+1+4+2"
"37";"443";"Olve";"Solvoll";"M";"NOR";"Bossmo & Ytteren IL";"NM Normal Voss - ";"M17";"47:14.9";"6:57.4";"2018-03-09T16:00:59.9390000";"";"1+3+1+2"
"38";"516";"Magnus";"Aasbø";"M";"NOR";"Gjerstad IL / Sirdal Ski Skiskyting";"NM Normal Voss - ";"M17";"47:15.3";"6:57.8";"2018-03-09T16:38:15.3760000";"";"1+3+0+2"
"39";"499";"Jonas Landsem";"Kristiansen";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"NM Normal Voss - ";"M17";"47:31.3";"7:13.8";"2018-03-09T16:30:01.3540000";"";"2+2+1+1"
"40";"471";"Magnus Midthjell";"Gjørven";"M";"NOR";"Markane IL / Stryn Videregående Skole";"NM Normal Voss - ";"M17";"47:33.0";"7:15.5";"2018-03-09T16:15:18.0970000";"";"3+0+0+4"
"41";"459";"Sebastian Stolen";"Antonsen";"M";"NOR";"IL Bevern / Team Kongsberg";"NM Normal Voss - ";"M17";"47:49.2";"7:31.7";"2018-03-09T16:10:19.2460000";"";"0+1+1+4"
"42";"465";"Anders";"Horvei";"M";"NOR";"Gjerdrum IL";"NM Normal Voss - ";"M17";"48:05.5";"7:48.0";"2018-03-09T16:12:50.5760000";"";"0+2+2+3"
"43";"503";"Rasmus August";"Schiellerup";"M";"DEN";"Geilo IL / NTG Geilo";"NM Normal Voss - ";"M17";"48:06.5";"7:49.0";"2018-03-09T16:31:06.5600000";"";"2+1+3+2"
"44";"515";"Håvard";"Heggland";"M";"NOR";"Froland IL / Sirdal Ski Skiskyting";"NM Normal Voss - ";"M17";"48:08.6";"7:51.1";"2018-03-09T16:37:08.6960000";"";"3+3+0+2"
"45";"446";"Hans";"Tvilde";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"NM Normal Voss - ";"M17";"48:12.4";"7:54.9";"2018-03-09T16:03:27.4550000";"";"2+2+2+1"
"46";"513";"Tarald Neumann";"Rødland";"M";"NOR";"Fossum IF";"NM Normal Voss - ";"M17";"48:15.8";"7:58.3";"2018-03-09T16:37:45.8800000";"";"0+1+1+4"
"47";"485";"Sondre";"Bjørgen Nilsen";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"NM Normal Voss - ";"M17";"48:24.6";"8:07.1";"2018-03-09T16:20:54.6140000";"";"3+3+1+3"
"48";"466";"Øistein Fagerli";"Næss";"M";"NOR";"Gjerdrum IL";"NM Normal Voss - ";"M17";"48:27.2";"8:09.7";"2018-03-09T16:12:57.2970000";"";"2+2+1+3"
"49";"490";"Ole Amund Bonden";"Hørthe";"M";"NOR";"Lier IL / Team Lier Skiskyting";"NM Normal Voss - ";"M17";"48:29.4";"8:11.9";"2018-03-09T16:24:14.4610000";"";"0+4+1+4"
"50";"467";"Nikolai";"Aslaksen";"M";"NOR";"Bossmo & Ytteren IL / Team Polarsirkelen";"NM Normal Voss - ";"M17";"48:31.8";"8:14.3";"2018-03-09T16:14:16.8430000";"";"3+2+1+1"
"51";"479";"Emil Kristian Kjeldsø";"Sjöberg";"M";"NOR";"Tromsø Skiskytterlag / Meråker Videregående skole";"NM Normal Voss - ";"M17";"48:42.9";"8:25.4";"2018-03-09T16:18:57.9540000";"";"4+2+1+2"
