"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"42";"336";"Sondre Estenstad";"Bjørsland";"M";"NOR";"Hernes IL / Meråker Videregående skole";"NC Sprint, 05.02";"M19";"23:27.6";"3:40.2";"2016-02-05T15:05:27.5260000";"";"3+0"
"43";"334";"Edvin";"Grundnes";"M";"NOR";"Nittedal Skiskytterlag";"NC Sprint, 05.02";"M19";"23:50.4";"4:03.0";"2016-02-05T15:05:10.2360000";"";"0+3"
"44";"315";"Lars Magnus";"Johnsen";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"NC Sprint, 05.02";"M19";"24:01.0";"4:13.6";"2016-02-05T14:59:00.4820000";"";"3+3"
"45";"333";"Aleksander";"Lyngen";"M";"NOR";"Dombås IL";"NC Sprint, 05.02";"M19";"24:08.4";"4:21.0";"2016-02-05T15:05:08.9760000";"";"1+1"
"46";"314";"John Olve";"Johnsen";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"NC Sprint, 05.02";"M19";"24:21.4";"4:34.0";"2016-02-05T14:59:01.2440000";"";"3+3"
"47";"311";"Magnus Braathen";"Knoph";"M";"NOR";"Bærums Skiklub / Wang Toppidrett";"NC Sprint, 05.02";"M19";"24:32.6";"4:45.2";"2016-02-05T14:58:12.7340000";"";"2+2"
"48";"331";"Håkon";"Berge";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint, 05.02";"M19";"5:49.1";"";"";"";""
"49";"322";"Eivind Syrdalen";"DOVLAND";"M";"NOR";"Fossum IF";"NC Sprint, 05.02";"M19";"0:00.0";"";"";"";""
"50";"323";"Sebastian Sundet";"Flaen";"M";"NOR";"Oslo Skiskytterlag / Wang Toppidrett";"NC Sprint, 05.02";"M19";"0:00.0";"";"";"";""
"51";"349";"Torjus";"Fossli";"M";"NOR";"Fyresdal Skiskyttarlag / NTG Geilo";"NC Sprint, 05.02";"M19";"0:00.0";"";"";"";""
"52";"353";"Tore";"Ruud";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"NC Sprint, 05.02";"M19";"0:00.0";"";"";"";""
