"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"1";"125";"Kristin";"Hjelstuen";"F";"NOR";"Oslo Skiskytterlag / Team Bardøla";"NC Fellesstart, 05.02";"K Senior";"40:28.2";"0:00.0";"2016-02-05T11:10:28.2710000";"";"1+0+0+0"
"2";"127";"Mari";"MUAN";"F";"NOR";"Meldal IL / Team Statkraft Midt-Norge";"NC Fellesstart, 05.02";"K Senior";"41:17.6";"0:49.4";"2016-02-05T11:11:17.6740000";"";"0+0+0+1"
"3";"123";"Astrid Wathne";"Matthiessen";"F";"NOR";"Fana IL / Team Statkraft Midt-Norge";"NC Fellesstart, 05.02";"K Senior";"41:26.8";"0:58.6";"2016-02-05T11:11:26.8090000";"";"1+1+1+1"
"4";"130";"Ingvild";"Sangesland";"F";"NOR";"Øvrebø IL / Team Statkraft Midt-Norge";"NC Fellesstart, 05.02";"K Senior";"41:29.7";"1:01.5";"2016-02-05T11:11:29.7910000";"";"1+1+1+0"
"5";"129";"Karoline";"Næss";"F";"NOR";"Bjerke IL Ski / Team Statkraft Oslofjord";"NC Fellesstart, 05.02";"K Senior";"42:07.5";"1:39.3";"2016-02-05T11:12:07.5790000";"";"1+1+1+2"
"6";"126";"Turid";"SALBU";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Fellesstart, 05.02";"K Senior";"42:21.8";"1:53.6";"2016-02-05T11:12:21.8800000";"";"1+1+0+1"
"7";"128";"Tonje Marie";"Skjelstadås";"F";"NOR";"Meråker Skiskytterklubb";"NC Fellesstart, 05.02";"K Senior";"42:36.5";"2:08.3";"2016-02-05T11:12:36.5250000";"";"2+1+2+0"
"8";"132";"Mari Stenvold";"Wik";"F";"NOR";"Røros IL";"NC Fellesstart, 05.02";"K Senior";"46:53.4";"6:25.2";"2016-02-05T11:16:53.4070000";"";"2+2+3+0"
"9";"131";"Hege Kne";"Galåen";"F";"NOR";"Røros IL";"NC Fellesstart, 05.02";"K Senior";"0:00.0";"";"";"";""
"10";"122";"Marie";"Nørstebø";"F";"NOR";"Svene IL / Team Bardøla";"NC Fellesstart, 05.02";"K Senior";"0:00.0";"";"";"";""
"11";"121";"Hanne";"Tingelstad";"F";"NOR";"Tingelstad Skiskytterklubb / Team Statkraft Innlandet";"NC Fellesstart, 05.02";"K Senior";"0:00.0";"";"";"";""
"12";"124";"Maren";"Wangensteen";"F";"NOR";"Vestre Slidre IL / Team Statkraft Innlandet";"NC Fellesstart, 05.02";"K Senior";"0:00.0";"";"";"";""
"1";"245";"Sigrid Bredde";"VIG";"F";"NOR";"Simostranda IL / NTG Geilo";"NC Fellesstart, 05.02";"K17";"23:33.3";"0:00.0";"2016-02-05T12:58:33.3150000";"";"0+1+0+1"
"2";"241";"Juni";"Arnekleiv";"F";"NOR";"Dombås IL / NTG Lillehammer";"NC Fellesstart, 05.02";"K17";"23:33.6";"0:00.3";"2016-02-05T12:58:33.6800000";"";"0+0+1+1"
"3";"247";"Marthe Kråkstad";"Johansen";"F";"NOR";"Bossmo & Ytteren IL";"NC Fellesstart, 05.02";"K17";"24:04.0";"0:30.7";"2016-02-05T12:59:04.0150000";"";"0+1+3+0"
"4";"244";"Sigrid Flo";"Bødal";"F";"NOR";"Stårheim IL / NTG Lillehammer";"NC Fellesstart, 05.02";"K17";"25:12.2";"1:38.9";"2016-02-05T13:00:12.2510000";"";"0+2+1+2"
"5";"249";"Marte Lien";"Johnsen";"F";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"NC Fellesstart, 05.02";"K17";"25:40.6";"2:07.3";"2016-02-05T13:00:40.6240000";"";"0+1+1+2"
"6";"248";"Ingrid";"Idland";"F";"NOR";"Figgjo IL";"NC Fellesstart, 05.02";"K17";"25:46.9";"2:13.6";"2016-02-05T13:00:46.9760000";"";"1+1+0+2"
"7";"250";"Vilde Hagen";"FRIIS";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"NC Fellesstart, 05.02";"K17";"26:16.1";"2:42.8";"2016-02-05T13:01:16.1090000";"";"0+0+2+1"
"8";"251";"Guro Seline";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Fellesstart, 05.02";"K17";"26:27.0";"2:53.7";"2016-02-05T13:01:27.0400000";"";"0+0+2"
"9";"257";"Andrine Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"NC Fellesstart, 05.02";"K17";"26:38.4";"3:05.1";"2016-02-05T13:01:38.4000000";"";"0+1+2+1"
"10";"243";"Hanne Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NC Fellesstart, 05.02";"K17";"26:49.7";"3:16.4";"2016-02-05T13:01:49.7100000";"";"2+1+0+3"
"11";"258";"Siri";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K17";"27:01.5";"3:28.2";"2016-02-05T13:02:01.5650000";"";"1+0+1+2"
"12";"242";"Hilde";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Fellesstart, 05.02";"K17";"27:01.9";"3:28.6";"2016-02-05T13:02:01.9560000";"";"0+3+2+4"
"13";"246";"Kristina Hipolan";"Bergmann";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Fellesstart, 05.02";"K17";"27:02.8";"3:29.5";"2016-02-05T13:02:02.8660000";"";"1+2+2+1"
"14";"270";"Andrine";"Green";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Fellesstart, 05.02";"K17";"27:43.4";"4:10.1";"2016-02-05T13:02:43.4110000";"";"0+0+2+1"
"15";"264";"Sara Holm";"Lægreid";"F";"NOR";"Bærums Skiklub / Wang Toppidrett";"NC Fellesstart, 05.02";"K17";"27:50.4";"4:17.1";"2016-02-05T13:02:50.4300000";"";"0+1+0+0"
"16";"253";"Therese Eikrem";"Blindheim";"F";"NOR";"Fossum IF / Wang Toppidrett";"NC Fellesstart, 05.02";"K17";"28:21.9";"4:48.6";"2016-02-05T13:03:21.9740000";"";"1+1+5+3"
"17";"252";"Andrine Øverland";"Hatling";"F";"NOR";"Fana IL / NTG Geilo";"NC Fellesstart, 05.02";"K17";"28:35.4";"5:02.1";"2016-02-05T13:03:35.4740000";"";"2+1+5+2"
"18";"254";"Guri";"Sandvold";"F";"NOR";"Tynset IF";"NC Fellesstart, 05.02";"K17";"28:36.3";"5:03.0";"2016-02-05T13:03:36.3120000";"";"0+3+2+4"
"19";"268";"Nora Landerud";"Svingen";"F";"NOR";"Svene IL / NTG Geilo";"NC Fellesstart, 05.02";"K17";"29:06.2";"5:32.9";"2016-02-05T13:04:06.2840000";"";"0+3+3+2"
"20";"266";"Hildegunn";"Vekseth";"F";"NOR";"Snåsa Skiskytterlag";"NC Fellesstart, 05.02";"K17";"29:13.0";"5:39.7";"2016-02-05T13:04:13.0650000";"";"2+1+2+1"
"21";"260";"Amalie Kristine";"Triumf";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"NC Fellesstart, 05.02";"K17";"29:27.4";"5:54.1";"2016-02-05T13:04:27.4880000";"";"1+4+1+3"
"22";"256";"Maria Munch";"Starheim";"F";"NOR";"Stårheim IL";"NC Fellesstart, 05.02";"K17";"29:32.0";"5:58.7";"2016-02-05T13:04:32.0170000";"";"2+1+0+4"
"23";"271";"Tonje Bruem";"Reistad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Fellesstart, 05.02";"K17";"29:44.6";"6:11.3";"2016-02-05T13:06:14.6550000";"";"1+0+3+3"
"24";"265";"Tuva Eilevsdotter";"Sørbøen";"F";"NOR";"Ål Skiskyttarlag / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K17";"29:47.1";"6:13.8";"2016-02-05T13:04:47.1220000";"";"0+2+2+2"
"25";"263";"Emma Krogh";"Pedersen";"F";"NOR";"Nordkyn IL / Nordreisa vgs";"NC Fellesstart, 05.02";"K17";"29:48.3";"6:15.0";"2016-02-05T13:04:48.3980000";"";"0+1+4+2"
"26";"262";"Ingrid Stølan";"Husøy";"F";"NOR";"Molde og Omegn IF";"NC Fellesstart, 05.02";"K17";"30:11.1";"6:37.8";"2016-02-05T13:05:11.1810000";"";"3+2+3+2"
"27";"261";"Ingrid";"Nordbotten";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K17";"30:15.4";"6:42.1";"2016-02-05T13:05:15.4200000";"";"2+1+3+4"
"28";"272";"Malin";"Jøranli";"F";"NOR";"Nordre Land IL / Team Valdres Ski";"NC Fellesstart, 05.02";"K17";"30:51.2";"7:17.9";"2016-02-05T13:07:21.2050000";"";"1+4+2+2"
"29";"269";"Guro Hennissen";"Hermann";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Fellesstart, 05.02";"K17";"31:14.7";"7:41.4";"2016-02-05T13:06:14.7100000";"";"4+4+3+2"
"30";"267";"Kristin";"Mestad";"F";"NOR";"Torridal IL / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K17";"32:19.9";"8:46.6";"2016-02-05T13:07:19.9160000";"";"0+0+2+4"
"31";"259";"Veronica Berget";"Doseth";"F";"NOR";"Dombås IL";"NC Fellesstart, 05.02";"K17";"32:33.7";"9:00.4";"2016-02-05T13:07:33.7470000";"";"3+1+4+4"
"32";"274";"Karianne";"Jacobsen";"F";"NOR";"Laksvatn Skiskytterlag";"NC Fellesstart, 05.02";"K17";"32:45.9";"9:12.6";"2016-02-05T13:09:15.9260000";"";"1+2+2+5"
"33";"255";"Tora Eid";"Løvås";"F";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"NC Fellesstart, 05.02";"K17";"0:00.0";"";"";"";""
"34";"273";"Idunn Raade";"Olsen";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"NC Fellesstart, 05.02";"K17";"0:00.0";"";"";"";""
"1";"213";"Mari";"Wetterhus";"F";"NOR";"Svene IL / NTG Lillehammer";"NC Fellesstart, 05.02";"K18";"23:17.9";"0:00.0";"2016-02-05T12:18:17.9440000";"";"0+0+0+0"
"2";"212";"Kristiane";"HOLM";"F";"NOR";"Simostranda IL / NTG Geilo";"NC Fellesstart, 05.02";"K18";"24:32.5";"1:14.6";"2016-02-05T12:19:32.5330000";"";"2+0+0+1"
"3";"217";"Silje";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Fellesstart, 05.02";"K18";"24:47.6";"1:29.7";"2016-02-05T12:19:47.6520000";"";"0+1+1+0"
"4";"220";"Vilde Aurora Gusevik";"Skotland";"F";"NOR";"Try, Idrettslaget / NTG Lillehammer";"NC Fellesstart, 05.02";"K18";"25:25.3";"2:07.4";"2016-02-05T12:20:25.3070000";"";"1+0+0+1"
"5";"215";"Marit Ishol";"Skogan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NC Fellesstart, 05.02";"K18";"25:39.0";"2:21.1";"2016-02-05T12:20:39.0040000";"";"0+1+1+3"
"6";"227";"Elise Skeide";"Bakke";"F";"NOR";"Eid IL";"NC Fellesstart, 05.02";"K18";"25:47.7";"2:29.8";"2016-02-05T12:20:47.7200000";"";"1+0+0+0"
"7";"230";"Emma";"STAVELI";"F";"NOR";"Orkdal IL / Meråker Videregående skole";"NC Fellesstart, 05.02";"K18";"25:54.8";"2:36.9";"2016-02-05T12:20:54.8740000";"";"0+0+0+2"
"8";"218";"Kristin";"SANDE";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"NC Fellesstart, 05.02";"K18";"26:05.3";"2:47.4";"2016-02-05T12:21:05.3420000";"";"2+0+1+2"
"9";"221";"Ane Einbu";"Baugerød";"F";"NOR";"IL Bevern / NTG Lillehammer";"NC Fellesstart, 05.02";"K18";"26:06.2";"2:48.3";"2016-02-05T12:21:06.2950000";"";"0+1+2+2"
"9";"231";"Kristin";"Sandbæk";"F";"NOR";"Østre Toten Skilag / NTG Lillehammer";"NC Fellesstart, 05.02";"K18";"26:06.2";"2:48.3";"2016-02-05T12:21:06.2960000";"";"1+1+1+2"
"11";"211";"Synne Findal";"Skar";"F";"NOR";"Sannidal Idrettslag / NTG Geilo";"NC Fellesstart, 05.02";"K18";"26:15.1";"2:57.2";"2016-02-05T12:21:15.1760000";"";"1+0+2+3"
"12";"232";"Ine";"Skjellum";"F";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"NC Fellesstart, 05.02";"K18";"26:24.5";"3:06.6";"2016-02-05T12:21:24.5710000";"";"0+1+3+0"
"13";"223";"Stina";"Brattegard";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"NC Fellesstart, 05.02";"K18";"26:50.4";"3:32.5";"2016-02-05T12:21:50.4430000";"";"1+2+2+1"
"14";"224";"Toril Bakka";"Nygård";"F";"NOR";"Haltdalen IL / Meråker Videregående skole";"NC Fellesstart, 05.02";"K18";"27:12.4";"3:54.5";"2016-02-05T12:22:12.4650000";"";"3+0+1+0"
"15";"216";"Randi Sollid";"Nordvang";"F";"NOR";"Vik IL / NTG Lillehammer";"NC Fellesstart, 05.02";"K18";"27:27.2";"4:09.3";"2016-02-05T12:22:27.2200000";"";"2+3+1+2"
"16";"233";"Frida";"Dahl";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NC Fellesstart, 05.02";"K18";"27:32.0";"4:14.1";"2016-02-05T12:22:32.0110000";"";"0+0+2+4"
"17";"214";"Hilvi Emerense";"HAMAR";"F";"NOR";"Byåsen Skiskytterlag";"NC Fellesstart, 05.02";"K18";"27:36.4";"4:18.5";"2016-02-05T12:22:36.4660000";"";"1+2+4+3"
"18";"226";"Johanna Fjerdingen";"Moan";"F";"NOR";"Røros IL";"NC Fellesstart, 05.02";"K18";"28:10.2";"4:52.3";"2016-02-05T12:23:10.2020000";"";"2+0+2+2"
"19";"228";"Emilie";"Auestad";"F";"NOR";"Nittedal Skiskytterlag";"NC Fellesstart, 05.02";"K18";"28:27.8";"5:09.9";"2016-02-05T12:23:27.8800000";"";"2+0+1+1"
"20";"222";"Marie Henriksen";"Langseth";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"NC Fellesstart, 05.02";"K18";"28:59.3";"5:41.4";"2016-02-05T12:23:59.3020000";"";"1+1+0+4"
"21";"219";"Marte Løvaas";"Søvik";"F";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"NC Fellesstart, 05.02";"K18";"29:19.0";"6:01.1";"2016-02-05T12:24:19.0250000";"";"4+3+2+2"
"22";"229";"Yngvild";"Brandt";"F";"NOR";"Stiklestad IL / Meråker Videregående skole";"NC Fellesstart, 05.02";"K18";"29:22.7";"6:04.8";"2016-02-05T12:24:22.7440000";"";"3+2+1+2"
"23";"235";"Bettina";"Storkås";"F";"NOR";"Øvrebø IL / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K18";"30:50.3";"7:32.4";"2016-02-05T12:25:50.3470000";"";"1+1+1+2"
"24";"236";"Sara";"Sundli";"F";"NOR";"Stor-Elvdal SK / Meråker Videregående skole";"NC Fellesstart, 05.02";"K18";"32:37.0";"9:19.1";"2016-02-05T12:27:37.0170000";"";"2+1+2+4"
"25";"225";"Berit";"Bjørkevoll";"F";"NOR";"Nittedal Skiskytterlag";"NC Fellesstart, 05.02";"K18";"0:00.0";"";"";"";""
"26";"234";"Petrine Lande";"Koteng";"F";"NOR";"Fossum IF";"NC Fellesstart, 05.02";"K18";"0:00.0";"";"";"";""
"1";"185";"Malin Auganæs";"Bergtun";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"NC Fellesstart, 05.02";"K19";"23:26.1";"0:00.0";"2016-02-05T11:38:26.1180000";"";"0+0+1+0"
"2";"187";"Une Christiane Tronerud";"Kvelvane";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Fellesstart, 05.02";"K19";"24:04.9";"0:38.8";"2016-02-05T11:39:04.9970000";"";"1+0+0+2"
"3";"192";"Sigrid Johannesen";"Livik";"F";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"NC Fellesstart, 05.02";"K19";"24:15.4";"0:49.3";"2016-02-05T11:39:15.4150000";"";"0+0+2+0"
"4";"183";"Kirsten Daae";"Wiig";"F";"NOR";"Ullensaker SK / NTG Lillehammer";"NC Fellesstart, 05.02";"K19";"24:37.7";"1:11.6";"2016-02-05T11:39:37.7270000";"";"0+1+0+2"
"5";"182";"Emilie Ågheim";"Kalkenberg";"F";"NOR";"Skonseng UL";"NC Fellesstart, 05.02";"K19";"25:10.0";"1:43.9";"2016-02-05T11:40:10.0050000";"";"2+0+3+3"
"6";"191";"Siri";"MOHOLTH";"F";"NOR";"IL Bevern / Team Skiguard Buskerud";"NC Fellesstart, 05.02";"K19";"25:10.4";"1:44.3";"2016-02-05T11:40:10.4300000";"";"0+1+1+1"
"7";"186";"Ingrid";"Grue";"F";"NOR";"Kvikne IL";"NC Fellesstart, 05.02";"K19";"25:21.8";"1:55.7";"2016-02-05T11:40:21.8340000";"";"1+0+0+2"
"8";"188";"Stine Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NC Fellesstart, 05.02";"K19";"25:41.5";"2:15.4";"2016-02-05T11:40:41.5990000";"";"3+0+1+0"
"9";"195";"Hege";"Kittelsen";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"NC Fellesstart, 05.02";"K19";"25:49.2";"2:23.1";"2016-02-05T11:40:49.2810000";"";"0+1+2+1"
"10";"190";"Synne";"Flotten";"F";"NOR";"Oppdal IL / Meråker Videregående skole";"NC Fellesstart, 05.02";"K19";"25:58.9";"2:32.8";"2016-02-05T11:40:58.9490000";"";"1+1+2+0"
"11";"194";"Mathea";"Tofte";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NC Fellesstart, 05.02";"K19";"26:13.0";"2:46.9";"2016-02-05T11:41:13.0500000";"";"2+3+1+2"
"12";"184";"Nora Huken";"Mathiesen";"F";"NOR";"Ullensaker SK / NTG Lillehammer";"NC Fellesstart, 05.02";"K19";"26:20.3";"2:54.2";"2016-02-05T11:41:20.3260000";"";"2+0+1+3"
"13";"193";"Ann Vilde";"Kristensen";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K19";"27:02.5";"3:36.4";"2016-02-05T11:42:02.5390000";"";"0+0+3+2"
"14";"199";"Susanne";"Hemnes";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K19";"27:27.4";"4:01.3";"2016-02-05T11:42:27.4120000";"";"0+1+0+2"
"15";"197";"Silje Marie";"Hage";"F";"NOR";"Gjesdal Skiskytterlag / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K19";"27:41.2";"4:15.1";"2016-02-05T11:42:41.2390000";"";"0+0+2+3"
"16";"202";"Malin";"Børdalen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"NC Fellesstart, 05.02";"K19";"27:52.4";"4:26.3";"2016-02-05T11:42:52.4720000";"";"1+1+0+2"
"17";"198";"Vilde Olsen";"Rosvoldsve";"F";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"NC Fellesstart, 05.02";"K19";"27:55.7";"4:29.6";"2016-02-05T11:42:55.7660000";"";"2+0+0+2"
"18";"196";"Anna Kristine";"Størseth";"F";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"NC Fellesstart, 05.02";"K19";"28:08.2";"4:42.1";"2016-02-05T11:43:08.2420000";"";"3+1+2+0"
"19";"200";"Anne-Guro";"Bekken";"F";"NOR";"Kvikne IL";"NC Fellesstart, 05.02";"K19";"28:10.9";"4:44.8";"2016-02-05T11:43:10.9160000";"";"0+2+0+1"
"20";"205";"Emilie";"Melås";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Fellesstart, 05.02";"K19";"28:19.6";"4:53.5";"2016-02-05T11:43:19.6810000";"";"0+0+1+3"
"21";"201";"Julie Kloster";"Snekkevik";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"NC Fellesstart, 05.02";"K19";"28:34.4";"5:08.3";"2016-02-05T11:43:34.4920000";"";"2+1+2+3"
"22";"206";"Julie";"Bjørken";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Fellesstart, 05.02";"K19";"28:38.8";"5:12.7";"2016-02-05T11:43:38.8960000";"";"2+1+1+1"
"23";"203";"Synne";"Nesse";"F";"NOR";"Fet SK";"NC Fellesstart, 05.02";"K19";"28:55.3";"5:29.2";"2016-02-05T11:43:55.3390000";"";"0+0+1+1"
"24";"207";"Margit";"Sørensen";"F";"NOR";"Fet SK / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K19";"29:06.5";"5:40.4";"2016-02-05T11:44:06.5710000";"";"0+2+3+1"
"25";"204";"Tiril Emilie Ruud";"Bråten";"F";"NOR";"Fet SK";"NC Fellesstart, 05.02";"K19";"30:10.3";"6:44.2";"2016-02-05T11:45:10.3550000";"";"1+2+2+1"
"26";"181";"Karoline";"Erdal";"F";"NOR";"Førde IL / NTG Geilo";"NC Fellesstart, 05.02";"K19";"0:00.0";"";"";"";""
"27";"189";"Silje";"Gløtheim";"F";"NOR";"Røros IL";"NC Fellesstart, 05.02";"K19";"0:00.0";"";"";"";""
"28";"208";"Marta Skrove";"Nossum";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Fellesstart, 05.02";"K19";"0:00.0";"";"";"";""
"1";"143";"Ida Emilie";"Herfoss";"F";"NOR";"Drangedal Idrettslag";"NC Fellesstart, 05.02";"K20-21";"40:48.1";"0:00.0";"2016-02-05T11:10:48.1370000";"";"0+0+1+1"
"2";"144";"Mari";"Sverdrup";"F";"NOR";"Dombås IL";"NC Fellesstart, 05.02";"K20-21";"41:00.1";"0:12.0";"2016-02-05T11:11:00.1080000";"";"0+1+0+1"
"3";"134";"Eline";"Grue";"F";"NOR";"Kvikne IL";"NC Fellesstart, 05.02";"K20-21";"41:01.1";"0:13.0";"2016-02-05T11:11:01.1700000";"";"0+0+1+1"
"4";"139";"Kristin Våga";"Fløttum";"F";"NOR";"Skaun IL / Heimdal VGS";"NC Fellesstart, 05.02";"K20-21";"41:37.0";"0:48.9";"2016-02-05T11:11:37.0240000";"";"2+0+0+0"
"5";"135";"Lotte";"Lie";"F";"NOR";"Skatval Skilag";"NC Fellesstart, 05.02";"K20-21";"42:00.2";"1:12.1";"2016-02-05T11:12:00.2560000";"";"3+0+0+0"
"6";"150";"Ingvild";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Team Glalaks";"NC Fellesstart, 05.02";"K20-21";"42:08.2";"1:20.1";"2016-02-05T11:12:08.2880000";"";"0+0+0+1"
"7";"136";"Karoline Offigstad";"Knotten";"F";"NOR";"Vingrom IL";"NC Fellesstart, 05.02";"K20-21";"42:10.5";"1:22.4";"2016-02-05T11:12:10.5800000";"";"2+0+3+1"
"8";"138";"Jenny";"ENODD";"F";"NOR";"Budal IL / Team Statkraft Midt-Norge";"NC Fellesstart, 05.02";"K20-21";"42:33.5";"1:45.4";"2016-02-05T11:12:33.5210000";"";"0+0+1+0"
"9";"149";"Anitra";"Vognild";"F";"NOR";"Bjerke IL Ski";"NC Fellesstart, 05.02";"K20-21";"42:40.5";"1:52.4";"2016-02-05T11:12:40.5770000";"";"1+0+3+0"
"10";"140";"Gunhild Viljugrein";"Stølen";"F";"NOR";"Bærums Skiklub / Team Statkraft Midt-Norge";"NC Fellesstart, 05.02";"K20-21";"43:17.2";"2:29.1";"2016-02-05T11:13:17.2600000";"";"0+0+2+1"
"11";"137";"Hilde";"Eide";"F";"NOR";"Øystre Slidre SSL / Meråker Videregående skole";"NC Fellesstart, 05.02";"K20-21";"43:32.3";"2:44.2";"2016-02-05T11:13:32.3420000";"";"2+3+0+0"
"12";"142";"Frida Lovise";"Sørmo";"F";"NOR";"Bossmo & Ytteren IL / Team Troms & Finnmark";"NC Fellesstart, 05.02";"K20-21";"43:48.1";"3:00.0";"2016-02-05T11:13:48.1230000";"";"0+2+3+1"
"13";"141";"Hedda Lundeberg";"Aas";"F";"NOR";"Bø Skiskyttarlag";"NC Fellesstart, 05.02";"K20-21";"43:48.2";"3:00.1";"2016-02-05T11:13:48.2270000";"";"1+0+3+2"
"14";"151";"Ragnhild";"Oftedal";"F";"NOR";"Haltdalen IL";"NC Fellesstart, 05.02";"K20-21";"44:37.6";"3:49.5";"2016-02-05T11:16:07.6430000";"";"1+0+1+1"
"15";"145";"Katja Sha Voje";"Bjørnstad";"F";"NOR";"Oslo Skiskytterlag / Team Statkraft Oslofjord";"NC Fellesstart, 05.02";"K20-21";"44:57.1";"4:09.0";"2016-02-05T11:14:57.1790000";"";"2+0+2+1"
"16";"155";"Aina Fossbakken";"Røsten";"F";"NOR";"Tynset IF";"NC Fellesstart, 05.02";"K20-21";"45:04.8";"4:16.7";"2016-02-05T11:16:34.8400000";"";"1+1+1+1"
"17";"146";"Sara Ehrenpohl";"Sand (3427446)";"F";"NOR";"Byåsen Skiskytterlag";"NC Fellesstart, 05.02";"K20-21";"45:12.3";"4:24.2";"2016-02-05T11:15:12.3360000";"";"2+1+1+3"
"18";"158";"Norunn Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK";"NC Fellesstart, 05.02";"K20-21";"45:26.9";"4:38.8";"2016-02-05T11:16:56.9620000";"";"0+2+1+1"
"19";"153";"Silja Fjærestad";"Hønsi";"F";"NOR";"Vik IL / Team Glalaks";"NC Fellesstart, 05.02";"K20-21";"45:31.0";"4:42.9";"2016-02-05T11:17:01.0910000";"";"2+0+1+2"
"20";"163";"Kristin Bugge";"Lyche";"F";"NOR";"Bærums Skiklub / Team Statkraft Oslofjord";"NC Fellesstart, 05.02";"K20-21";"45:40.8";"4:52.7";"2016-02-05T11:17:10.8050000";"";"0+1+1+1"
"21";"147";"Runa Simonsen";"Blix";"F";"NOR";"Tromsø Skiskytterlag";"NC Fellesstart, 05.02";"K20-21";"46:45.1";"5:57.0";"2016-02-05T11:16:45.1010000";"";"2+3+0+2"
"22";"154";"Eirin Sangesland";"Tveit";"F";"NOR";"Øvrebø IL / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K20-21";"47:02.3";"6:14.2";"2016-02-05T11:18:32.3430000";"";"1+1+0+0"
"23";"152";"Anne Katrine";"Tønset";"F";"NOR";"Røros IL";"NC Fellesstart, 05.02";"K20-21";"47:14.7";"6:26.6";"2016-02-05T11:18:44.7660000";"";"4+3+2+0"
"24";"160";"Marielle Holen";"Årevik";"F";"NOR";"Vik IL / Team Glalaks";"NC Fellesstart, 05.02";"K20-21";"47:23.9";"6:35.8";"2016-02-05T11:18:53.9250000";"";"0+0+3+0"
"25";"159";"Inga Elise";"Vik";"F";"NOR";"Sunnylven IL";"NC Fellesstart, 05.02";"K20-21";"47:32.3";"6:44.2";"2016-02-05T11:19:02.3150000";"";"2+3+1+3"
"26";"156";"Anette";"Heldal";"F";"NOR";"Bødalen IF / Sirdal Ski Skiskyting";"NC Fellesstart, 05.02";"K20-21";"47:59.2";"7:11.1";"2016-02-05T11:19:29.2760000";"";"0+0+1+1"
"27";"162";"Marianne";"Røstad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Fellesstart, 05.02";"K20-21";"48:11.4";"7:23.3";"2016-02-05T11:19:41.4580000";"";"2+1+1+1"
"28";"157";"Mari Sollid";"EIDE";"F";"NOR";"Stårheim IL";"NC Fellesstart, 05.02";"K20-21";"50:43.7";"9:55.6";"2016-02-05T11:22:13.7540000";"";"2+2+3+2"
