"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Stage";"Class";"Group";"Total Time";"Total TimeHMS";"Total Time2";"Lap";"Rank Class";"Diff Winner Class";"Rank Gender";"Diff Winner Gender";"Rank Total";"Diff Winner Total";"TimeOfDay";"City";""
"452";"Christian";"Skøien";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Sprint";"M18";"Sprint";"23:26.5";"00:23:26.500";"23:26.5";"1";"39";"3:06.6";"93";"3:46.3";"172";"5:20.2";"2016-02-27T14:49:26.9000000";"";""
"397";"Isak Nikolai";"Hopland";"M";"NOR";"Hardbagg IL";"Sprint";"M18";"Sprint";"23:29.9";"00:23:29.900";"23:29.9";"1";"40";"3:10.0";"96";"3:49.7";"175";"5:23.6";"2016-02-27T14:31:10.2000000";"";""
"451";"Embrik Nikolia Grann";"Hevrøy";"M";"NOR";"Try, Idrettslaget / NTG Geilo";"Sprint";"M18";"Sprint";"23:34.5";"00:23:34.500";"23:34.5";"1";"41";"3:14.6";"102";"3:54.3";"181";"5:28.2";"2016-02-27T14:49:15.0000000";"";""
"396";"Iver Gjestvang";"Olimb";"M";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Sprint";"M18";"Sprint";"23:38.6";"00:23:38.600";"23:38.6";"1";"42";"3:18.7";"105";"3:58.4";"184";"5:32.3";"2016-02-27T14:30:59.0000000";"";""
"429";"Markus Maurtvedt";"Unneberg";"M";"NOR";"Ivrig IL / Team TeVe";"Sprint";"M18";"Sprint";"23:46.4";"00:23:46.400";"23:46.4";"1";"43";"3:26.5";"109";"4:06.2";"189";"5:40.1";"2016-02-27T14:42:06.8000000";"";""
"439";"Martin Smestu";"Holm";"M";"NOR";"Rennebu IL / Meråker Videregående skole";"Sprint";"M18";"Sprint";"23:47.4";"00:23:47.400";"23:47.4";"1";"44";"3:27.5";"110";"4:07.2";"191";"5:41.1";"2016-02-27T14:45:27.8000000";"";""
"433";"Ola Nymoen";"Aas";"M";"NOR";"Røros IL";"Sprint";"M18";"Sprint";"23:48.4";"00:23:48.400";"23:48.4";"1";"45";"3:28.5";"111";"4:08.2";"192";"5:42.1";"2016-02-27T14:43:28.6000000";"";""
"383";"Grim";"Nygård";"M";"NOR";"Markane IL / Stryn Videregående Skole";"Sprint";"M18";"Sprint";"23:50.6";"00:23:50.600";"23:50.6";"1";"46";"3:30.7";"113";"4:10.4";"197";"5:44.3";"2016-02-27T14:26:50.5000000";"";""
"416";"Lars";"Kleven";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Sprint";"M18";"Sprint";"23:52.4";"00:23:52.400";"23:52.4";"1";"47";"3:32.5";"116";"4:12.2";"201";"5:46.1";"2016-02-27T14:37:52.2000000";"";""
"448";"Tarjei";"Tjørhom";"M";"NOR";"Sirdal Skilag / Sirdal Ski Skiskyting";"Sprint";"M18";"Sprint";"23:56.3";"00:23:56.300";"23:56.3";"1";"48";"3:36.4";"121";"4:16.1";"209";"5:50.0";"2016-02-27T14:48:37.0000000";"";""
"425";"Vetle";"Skinnarland";"M";"NOR";"Bødalen IF / Sirdal Ski Skiskyting";"Sprint";"M18";"Sprint";"23:58.5";"00:23:58.500";"23:58.5";"1";"49";"3:38.6";"122";"4:18.3";"211";"5:52.2";"2016-02-27T14:40:58.3000000";"";""
"395";"Trygve Bondhus";"Often";"M";"NOR";"Tynset IF";"Sprint";"M18";"Sprint";"24:00.6";"00:24:00.600";"24:00.6";"1";"50";"3:40.7";"123";"4:20.4";"212";"5:54.3";"2016-02-27T14:31:00.7000000";"";""
"373";"Mats Jørgen Nordmo";"Ingdal";"M";"NOR";"Målselvs Skiskyttere / Team Troms & Finnmark";"Sprint";"M18";"Sprint";"24:01.1";"00:24:01.100";"24:01.1";"1";"51";"3:41.2";"125";"4:20.9";"214";"5:54.8";"2016-02-27T14:23:40.4000000";"";""
"374";"Fredrik Aasen";"Strømsnes";"M";"NOR";"";"Sprint";"M18";"Sprint";"24:03.2";"00:24:03.200";"24:03.2";"1";"52";"3:43.3";"127";"4:23.0";"216";"5:56.9";"2016-02-27T14:24:03.1000000";"";""
"428";"Erlend";"Bakken";"M";"NOR";"Markane IL / Stryn Videregående Skole";"Sprint";"M18";"Sprint";"24:03.9";"00:24:03.900";"24:03.9";"1";"53";"3:44.0";"129";"4:23.7";"218";"5:57.6";"2016-02-27T14:42:04.6000000";"";""
"419";"Andre";"D'antoni";"M";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"Sprint";"M18";"Sprint";"24:04.8";"00:24:04.800";"24:04.8";"1";"54";"3:44.9";"130";"4:24.6";"219";"5:58.5";"2016-02-27T14:39:05.3000000";"";""
"417";"Håkon Midthjell";"Gjørven";"M";"NOR";"Markane IL / Stryn Videregående Skole";"Sprint";"M18";"Sprint";"24:11.3";"00:24:11.300";"24:11.3";"1";"55";"3:51.4";"134";"4:31.1";"223";"6:05.0";"2016-02-27T14:38:31.6000000";"";""
"405";"Ole Wanvik";"Haugen";"M";"NOR";"Skatval Skilag";"Sprint";"M18";"Sprint";"24:12.2";"00:24:12.200";"24:12.2";"1";"56";"3:52.3";"135";"4:32.0";"225";"6:05.9";"2016-02-27T14:34:32.2000000";"";""
"394";"Eirik";"SANDNES";"M";"NOR";"Trondhjems Skiskyttere";"Sprint";"M18";"Sprint";"24:28.1";"00:24:28.100";"24:28.1";"1";"57";"4:08.2";"144";"4:47.9";"239";"6:21.8";"2016-02-27T14:31:08.6000000";"";""
"431";"Rasmus";"Lie";"M";"NOR";"Skatval Skilag";"Sprint";"M18";"Sprint";"24:29.5";"00:24:29.500";"24:29.5";"1";"58";"4:09.6";"147";"4:49.3";"243";"6:23.2";"2016-02-27T14:43:29.8000000";"";""
"376";"Simen Smetbak";"Eriksen";"M";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"Sprint";"M18";"Sprint";"24:30.1";"00:24:30.100";"24:30.1";"1";"59";"4:10.2";"148";"4:49.9";"244";"6:23.8";"2016-02-27T14:25:10.3000000";"";""
"407";"Magnus Hole";"Mikalsen";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M18";"Sprint";"24:34.8";"00:24:34.800";"24:34.8";"1";"60";"4:14.9";"153";"4:54.6";"252";"6:28.5";"2016-02-27T14:35:35.2000000";"";""
"378";"Lars-Erik";"Telseth";"M";"NOR";"Volda Turn og IL / Stryn Videregående Skole";"Sprint";"M18";"Sprint";"24:35.4";"00:24:35.400";"24:35.4";"1";"61";"4:15.5";"154";"4:55.2";"253";"6:29.1";"2016-02-27T14:25:55.4000000";"";""
"400";"Christian Brennhovd";"Bang";"M";"NOR";"Asker SK";"Sprint";"M18";"Sprint";"24:38.7";"00:24:38.700";"24:38.7";"1";"62";"4:18.8";"157";"4:58.5";"256";"6:32.4";"2016-02-27T14:33:19.4000000";"";""
"421";"Marthin Berg";"Kirkhus";"M";"NOR";"Asker SK / NTG-T";"Sprint";"M18";"Sprint";"24:42.9";"00:24:42.900";"24:42.9";"1";"63";"4:23.0";"159";"5:02.7";"259";"6:36.6";"2016-02-27T14:40:23.4000000";"";""
"427";"Emil";"Rudh";"M";"SWE";"";"Sprint";"M18";"Sprint";"24:46.8";"00:24:46.800";"24:46.8";"1";"64";"4:26.9";"160";"5:06.6";"260";"6:40.5";"2016-02-27T14:42:27.1000000";"";""
"399";"Adrian";"Andreassen";"M";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"Sprint";"M18";"Sprint";"24:56.3";"00:24:56.300";"24:56.3";"1";"65";"4:36.4";"167";"5:16.1";"272";"6:50.0";"2016-02-27T14:33:16.7000000";"";""
"410";"Odd Sindre";"Tonning";"M";"NOR";"Markane IL / Stryn Videregående Skole";"Sprint";"M18";"Sprint";"25:02.5";"00:25:02.500";"25:02.5";"1";"66";"4:42.6";"169";"5:22.3";"276";"6:56.2";"2016-02-27T14:37:02.8000000";"";""
"423";"Robin Johan";"Benonisen";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M18";"Sprint";"25:07.0";"00:25:07.000";"25:07.0";"1";"67";"4:47.1";"170";"5:26.8";"278";"7:00.7";"2016-02-27T14:43:27.8000000";"";""
"404";"Andreas";"Halsteinslid";"M";"NOR";"Markane IL / Stryn Videregående Skole";"Sprint";"M18";"Sprint";"25:13.4";"00:25:13.400";"25:13.4";"1";"68";"4:53.5";"175";"5:33.2";"285";"7:07.1";"2016-02-27T14:35:13.4000000";"";""
"382";"Adrian Stokdal";"Opheim";"M";"NOR";"Byåsen Skiskytterlag";"Sprint";"M18";"Sprint";"25:15.8";"00:25:15.800";"25:15.8";"1";"69";"4:55.9";"176";"5:35.6";"287";"7:09.5";"2016-02-27T14:27:56.0000000";"";""
"418";"Sindre Christoffer Tyldum";"Andresen";"M";"NOR";"Lier IL / Team Skiguard Buskerud";"Sprint";"M18";"Sprint";"25:28.8";"00:25:28.800";"25:28.8";"1";"70";"5:08.9";"181";"5:48.6";"296";"7:22.5";"2016-02-27T14:40:08.6000000";"";""
"391";"Tommy Kokås";"Brandtzæg";"M";"NOR";"Steinkjer SK";"Sprint";"M18";"Sprint";"26:43.0";"00:26:43.000";"26:43.0";"1";"71";"6:23.1";"201";"7:02.8";"334";"8:36.7";"2016-02-27T14:32:23.5000000";"";""
"386";"Erik";"Ramstad";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Sprint";"M18";"Sprint";"27:17.4";"00:27:17.400";"27:17.4";"1";"72";"6:57.5";"208";"7:37.2";"349";"9:11.1";"2016-02-27T14:31:17.6000000";"";""
"385";"Jarle Vegusdal";"Stølen";"M";"NOR";"Birkenes IL";"Sprint";"M18";"Sprint";"28:04.3";"00:28:04.300";"28:04.3";"1";"73";"7:44.4";"214";"8:24.1";"360";"9:58.0";"2016-02-27T14:31:44.4000000";"";""
"380";"Emil Sebastian";"Konsmo";"M";"NOR";"Knaben og Fjotland IL / Sirdal Videregående skole";"Sprint";"M18";"Sprint";"28:06.9";"00:28:06.900";"28:06.9";"1";"74";"7:47.0";"216";"8:26.7";"363";"10:00.6";"2016-02-27T14:30:07.5000000";"";""
"413";"Magnus";"Birkeland";"M";"NOR";"Asker SK";"Sprint";"M18";"Sprint";"41:17.0";"00:41:17.000";"41:17.0";"1";"75";"20:57.1";"328";"21:36.8";"478";"23:10.7";"2016-02-27T14:54:17.2000000";"";""
"450";"Magnus";"Aamlid";"M";"NOR";"Birkenes IL / Sirdal Videregående skole";"Sprint";"M18";"Sprint";"DNF";"00:00:00.000";"DNF";"1";"76";"";"329";"";"479";"";"";"";""
"37";"Aleksander Fjeld";"Andersen";"M";"NOR";"Geilo IL / NTG Geilo";"Sprint";"M19";"Sprint";"20:34.9";"00:20:34.900";"20:34.9";"1";"1";"0:00.0";"5";"0:54.7";"23";"2:28.6";"2016-02-27T10:02:55.1000000";"";""
"74";"Sigbjørn-Martin";"Næss";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"Sprint";"M19";"Sprint";"21:01.6";"00:21:01.600";"21:01.6";"1";"2";"0:26.7";"6";"1:21.4";"38";"2:55.3";"2016-02-27T10:15:42.0000000";"";""
"94";"Espen";"Uldal";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Sprint";"M19";"Sprint";"21:08.5";"00:21:08.500";"21:08.5";"1";"3";"0:33.6";"9";"1:28.3";"42";"3:02.2";"2016-02-27T10:22:28.6000000";"";""
"57";"Sturla Holm";"Lægreid";"M";"NOR";"Bærums Skiklub / Wang Toppidrett";"Sprint";"M19";"Sprint";"21:09.1";"00:21:09.100";"21:09.1";"1";"4";"0:34.2";"10";"1:28.9";"43";"3:02.8";"2016-02-27T10:10:09.2000000";"";""
"89";"Sverre Dahlen";"Aspenes";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"Sprint";"M19";"Sprint";"21:24.2";"00:21:24.200";"21:24.2";"1";"5";"0:49.3";"12";"1:44.0";"48";"3:17.9";"2016-02-27T10:21:04.5000000";"";""
"91";"Lasse";"Virkesdal";"M";"NOR";"Vik IL / Team Glalaks";"Sprint";"M19";"Sprint";"21:40.5";"00:21:40.500";"21:40.5";"1";"6";"1:05.6";"22";"2:00.3";"67";"3:34.2";"2016-02-27T10:22:00.3000000";"";""
"68";"Vetle";"Nergård";"M";"NOR";"Hernes IL / NTG Lillehammer";"Sprint";"M19";"Sprint";"21:42.9";"00:21:42.900";"21:42.9";"1";"7";"1:08.0";"24";"2:02.7";"70";"3:36.6";"2016-02-27T10:14:23.1000000";"";""
"54";"Markus Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M19";"Sprint";"21:46.7";"00:21:46.700";"21:46.7";"1";"8";"1:11.8";"26";"2:06.5";"73";"3:40.4";"2016-02-27T10:09:46.6000000";"";""
"87";"Kasper";"Lie";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"Sprint";"M19";"Sprint";"21:48.2";"00:21:48.200";"21:48.2";"1";"9";"1:13.3";"27";"2:08.0";"74";"3:41.9";"2016-02-27T10:20:48.4000000";"";""
"59";"Adrian";"Fløttum";"M";"NOR";"Sokna IL / Meråker Videregående skole";"Sprint";"M19";"Sprint";"21:50.3";"00:21:50.300";"21:50.3";"1";"10";"1:15.4";"28";"2:10.1";"75";"3:44.0";"2016-02-27T10:11:30.9000000";"";""
"36";"Sebastian";"Samuelsson";"M";"NOR";"";"Sprint";"M19";"Sprint";"21:58.2";"00:21:58.200";"21:58.2";"1";"11";"1:23.3";"36";"2:18.0";"84";"3:51.9";"2016-02-27T10:03:58.9000000";"";""
"86";"Ole Kristian";"Haugen";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"Sprint";"M19";"Sprint";"22:04.1";"00:22:04.100";"22:04.1";"1";"12";"1:29.2";"38";"2:23.9";"87";"3:57.8";"2016-02-27T10:20:44.4000000";"";""
"58";"Lars";"Reiten";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Sprint";"M19";"Sprint";"22:07.9";"00:22:07.900";"22:07.9";"1";"13";"1:33.0";"40";"2:27.7";"91";"4:01.6";"2016-02-27T10:11:28.1000000";"";""
"72";"Brage Reier";"Groven";"M";"NOR";"Drammen Strong / NTG Geilo";"Sprint";"M19";"Sprint";"22:10.1";"00:22:10.100";"22:10.1";"1";"14";"1:35.2";"41";"2:29.9";"93";"4:03.8";"2016-02-27T10:16:10.2000000";"";""
"66";"Jørgen";"Haugum";"M";"NOR";"Bærums Skiklub / NTG Geilo";"Sprint";"M19";"Sprint";"22:13.6";"00:22:13.600";"22:13.6";"1";"15";"1:38.7";"43";"2:33.4";"96";"4:07.3";"2016-02-27T10:14:13.9000000";"";""
"55";"Herman Mørkved";"Blom";"M";"NOR";"Nittedal Skiskytterlag";"Sprint";"M19";"Sprint";"22:18.7";"00:22:18.700";"22:18.7";"1";"16";"1:43.8";"46";"2:38.5";"101";"4:12.4";"2016-02-27T10:10:39.4000000";"";""
"39";"Erlend";"Hokholt";"M";"NOR";"Oslo Skiskytterlag / NTG Lillehammer";"Sprint";"M19";"Sprint";"22:19.7";"00:22:19.700";"22:19.7";"1";"17";"1:44.8";"48";"2:39.5";"103";"4:13.4";"2016-02-27T10:05:19.8000000";"";""
"78";"Johannes";"Dale-Skjevdal";"M";"NOR";"Fet SK / NTG Geilo";"Sprint";"M19";"Sprint";"22:20.2";"00:22:20.200";"22:20.2";"1";"18";"1:45.3";"49";"2:40.0";"104";"4:13.9";"2016-02-27T10:18:20.7000000";"";""
"79";"Petter Austberg";"Bjørn";"M";"NOR";"Alvdal IL";"Sprint";"M19";"Sprint";"22:23.4";"00:22:23.400";"22:23.4";"1";"19";"1:48.5";"50";"2:43.2";"106";"4:17.1";"2016-02-27T10:18:43.8000000";"";""
"90";"Endre";"Strømsheim";"M";"NOR";"Bærums Skiklub / NTG Geilo";"Sprint";"M19";"Sprint";"22:32.1";"00:22:32.100";"22:32.1";"1";"20";"1:57.2";"55";"2:51.9";"115";"4:25.8";"2016-02-27T10:22:30.8000000";"";""
"53";"Herman Dramdal";"Borge";"M";"NOR";"Svene IL / NTG Geilo";"Sprint";"M19";"Sprint";"22:33.1";"00:22:33.100";"22:33.1";"1";"21";"1:58.2";"57";"2:52.9";"118";"4:26.8";"2016-02-27T10:10:13.2000000";"";""
"67";"Brian";"Fallsen";"M";"NOR";"Nordkyn IL / Nordreisa vgs";"Sprint";"M19";"Sprint";"22:38.6";"00:22:38.600";"22:38.6";"1";"22";"2:03.7";"60";"2:58.4";"122";"4:32.3";"2016-02-27T10:14:59.1000000";"";""
"42";"Magnus Braathen";"Knoph";"M";"NOR";"Bærums Skiklub / Wang Toppidrett";"Sprint";"M19";"Sprint";"22:40.9";"00:22:40.900";"22:40.9";"1";"23";"2:06.0";"64";"3:00.7";"127";"4:34.6";"2016-02-27T10:06:41.3000000";"";""
"40";"Tore";"Ruud";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"Sprint";"M19";"Sprint";"22:43.1";"00:22:43.100";"22:43.1";"1";"24";"2:08.2";"66";"3:02.9";"130";"4:36.8";"2016-02-27T10:06:03.0000000";"";""
"65";"Bjørn Haugo";"Herfindal";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"M19";"Sprint";"22:46.2";"00:22:46.200";"22:46.2";"1";"25";"2:11.3";"68";"3:06.0";"132";"4:39.9";"2016-02-27T10:14:26.2000000";"";""
"49";"Karsten Storvik";"Martinussen";"M";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"M19";"Sprint";"22:54.7";"00:22:54.700";"22:54.7";"1";"26";"2:19.8";"73";"3:14.5";"139";"4:48.4";"2016-02-27T10:09:15.0000000";"";""
"69";"Martin";"Fuglum";"M";"NOR";"Tynset IF";"Sprint";"M19";"Sprint";"22:55.6";"00:22:55.600";"22:55.6";"1";"27";"2:20.7";"74";"3:15.4";"141";"4:49.3";"2016-02-27T10:15:56.0000000";"";""
"45";"Martin Bjørndalen";"Mathisen";"M";"NOR";"Simostranda IL / NTG Geilo";"Sprint";"M19";"Sprint";"23:04.4";"00:23:04.400";"23:04.4";"1";"28";"2:29.5";"78";"3:24.2";"148";"4:58.1";"2016-02-27T10:08:05.0000000";"";""
"60";"Sebastian Sundet";"Flaen";"M";"NOR";"Oslo Skiskytterlag / Wang Toppidrett";"Sprint";"M19";"Sprint";"23:05.6";"00:23:05.600";"23:05.6";"1";"29";"2:30.7";"79";"3:25.4";"149";"4:59.3";"2016-02-27T10:13:05.8000000";"";""
"73";"Sigbjørn";"Edøy";"M";"NOR";"Tromsø Skiskytterlag / NTG Lillehammer";"Sprint";"M19";"Sprint";"23:12.1";"00:23:12.100";"23:12.1";"1";"30";"2:37.2";"85";"3:31.9";"158";"5:05.8";"2016-02-27T10:17:32.6000000";"";""
"62";"Martin";"Steimler";"M";"NOR";"Hernes IL / NTG Lillehammer";"Sprint";"M19";"Sprint";"23:15.1";"00:23:15.100";"23:15.1";"1";"31";"2:40.2";"87";"3:34.9";"163";"5:08.8";"2016-02-27T10:13:56.1000000";"";""
"80";"Henning";"Driveklepp";"M";"NOR";"Nittedal Skiskytterlag";"Sprint";"M19";"Sprint";"23:26.9";"00:23:26.900";"23:26.9";"1";"32";"2:52.0";"94";"3:46.7";"173";"5:20.6";"2016-02-27T10:20:07.1000000";"";""
"56";"Eirik";"JOHANSEN";"M";"NOR";"Bossekop UL / Team Troms & Finnmark";"Sprint";"M19";"Sprint";"23:31.4";"00:23:31.400";"23:31.4";"1";"33";"2:56.5";"99";"3:51.2";"178";"5:25.1";"2016-02-27T10:12:11.5000000";"";""
"76";"Vetle Årsvoll";"Undheim";"M";"NOR";"Figgjo IL / Sirdal Ski Skiskyting";"Sprint";"M19";"Sprint";"23:33.8";"00:23:33.800";"23:33.8";"1";"34";"2:58.9";"100";"3:53.6";"179";"5:27.5";"2016-02-27T10:18:53.8000000";"";""
"75";"Martin";"Lund";"M";"NOR";"Orkdal IL";"Sprint";"M19";"Sprint";"23:35.8";"00:23:35.800";"23:35.8";"1";"35";"3:00.9";"103";"3:55.6";"182";"5:29.5";"2016-02-27T10:18:35.8000000";"";""
"44";"Henrik Tordhol";"Sverdrup";"M";"NOR";"Dombås IL";"Sprint";"M19";"Sprint";"23:41.4";"00:23:41.400";"23:41.4";"1";"36";"3:06.5";"107";"4:01.2";"187";"5:35.1";"2016-02-27T10:08:21.4000000";"";""
"41";"Tage";"Huso";"M";"NOR";"Ullensaker SK / Meråker Videregående skole";"Sprint";"M19";"Sprint";"23:49.6";"00:23:49.600";"23:49.6";"1";"37";"3:14.7";"112";"4:09.4";"196";"5:43.3";"2016-02-27T10:07:29.8000000";"";""
"52";"Sondre Estenstad";"Bjørsland";"M";"NOR";"Hernes IL / Meråker Videregående skole";"Sprint";"M19";"Sprint";"23:51.6";"00:23:51.600";"23:51.6";"1";"38";"3:16.7";"114";"4:11.4";"198";"5:45.3";"2016-02-27T10:11:11.5000000";"";""
"48";"Hans Yngve Ivar";"Swärd";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"Sprint";"M19";"Sprint";"23:54.4";"00:23:54.400";"23:54.4";"1";"39";"3:19.5";"119";"4:14.2";"206";"5:48.1";"2016-02-27T10:09:54.8000000";"";""
"47";"Fredrik Øverland";"Hatling";"M";"NOR";"Fana IL / Team Glalaks";"Sprint";"M19";"Sprint";"24:00.8";"00:24:00.800";"24:00.8";"1";"40";"3:25.9";"124";"4:20.6";"213";"5:54.5";"2016-02-27T10:09:40.7000000";"";""
"51";"Erik";"Kvam";"M";"NOR";"Meldal IL";"Sprint";"M19";"Sprint";"24:01.4";"00:24:01.400";"24:01.4";"1";"41";"3:26.5";"126";"4:21.2";"215";"5:55.1";"2016-02-27T10:11:01.9000000";"";""
"38";"Torstein Wiiger";"Opsahl";"M";"NOR";"Lier IL / Wang Toppidrett";"Sprint";"M19";"Sprint";"24:08.0";"00:24:08.000";"24:08.0";"1";"42";"3:33.1";"131";"4:27.8";"220";"6:01.7";"2016-02-27T10:06:45.8000000";"";""
"82";"Erlend Nordal";"Gran";"M";"NOR";"Bærums Skiklub";"Sprint";"M19";"Sprint";"24:09.1";"00:24:09.100";"24:09.1";"1";"43";"3:34.2";"132";"4:28.9";"221";"6:02.8";"2016-02-27T10:21:29.1000000";"";""
"92";"Eivind";"ROLSTAD";"M";"NOR";"Oslo Skiskytterlag";"Sprint";"M19";"Sprint";"24:14.4";"00:24:14.400";"24:14.4";"1";"44";"3:39.5";"137";"4:34.2";"229";"6:08.1";"2016-02-27T10:24:54.7000000";"";""
"88";"Nikolai";"FRYDENLUND";"M";"NOR";"Skonseng UL";"Sprint";"M19";"Sprint";"24:16.2";"00:24:16.200";"24:16.2";"1";"45";"3:41.3";"139";"4:36.0";"232";"6:09.9";"2016-02-27T10:23:36.4000000";"";""
"84";"Sondre";"Steinbakken";"M";"NOR";"Hattfjelldal IL";"Sprint";"M19";"Sprint";"24:20.5";"00:24:20.500";"24:20.5";"1";"46";"3:45.6";"142";"4:40.3";"235";"6:14.2";"2016-02-27T10:22:20.3000000";"";""
"93";"Nicklas";"Olausson";"M";"SWE";"";"Sprint";"M19";"Sprint";"24:28.9";"00:24:28.900";"24:28.9";"1";"47";"3:54.0";"146";"4:48.7";"242";"6:22.6";"2016-02-27T10:25:29.4000000";"";""
"96";"Edvin";"Grundnes";"M";"NOR";"Nittedal Skiskytterlag";"Sprint";"M19";"Sprint";"24:36.2";"00:24:36.200";"24:36.2";"1";"48";"4:01.3";"156";"4:56.0";"255";"6:29.9";"2016-02-27T10:26:36.2000000";"";""
"85";"Eivind Syrdalen";"DOVLAND";"M";"NOR";"Fossum IF";"Sprint";"M19";"Sprint";"24:55.5";"00:24:55.500";"24:55.5";"1";"49";"4:20.6";"164";"5:15.3";"268";"6:49.2";"2016-02-27T10:23:15.8000000";"";""
"97";"Olav Andreas";"Remmen";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"Sprint";"M19";"Sprint";"25:47.8";"00:25:47.800";"25:47.8";"1";"50";"5:12.9";"187";"6:07.6";"306";"7:41.5";"2016-02-27T10:28:08.1000000";"";""
"83";"Vegar André";"Jørgensen";"M";"NOR";"Bossekop UL / Team Troms & Finnmark";"Sprint";"M19";"Sprint";"26:10.8";"00:26:10.800";"26:10.8";"1";"51";"5:35.9";"195";"6:30.6";"319";"8:04.5";"2016-02-27T10:23:51.1000000";"";""
"71";"John Olve";"Johnsen";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"Sprint";"M19";"Sprint";"26:22.5";"00:26:22.500";"26:22.5";"1";"52";"5:47.6";"197";"6:42.3";"325";"8:16.2";"2016-02-27T10:20:02.9000000";"";""
"77";"Torgeir Grønningsæter";"Hauso";"M";"NOR";"Volda Turn og IL / Stryn Videregående Skole";"Sprint";"M19";"Sprint";"27:52.0";"00:27:52.000";"27:52.0";"1";"53";"7:17.1";"211";"8:11.8";"357";"9:45.7";"2016-02-27T10:23:32.0000000";"";""
"70";"Kjartan Love";"Ree";"M";"NOR";"Gjesdal Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M19";"Sprint";"28:02.8";"00:28:02.800";"28:02.8";"1";"54";"7:27.9";"213";"8:22.6";"359";"9:56.5";"2016-02-27T10:21:22.7000000";"";""
"46";"Erik Midtvold";"Mæhlum";"M";"NOR";"Vingrom IL";"Sprint";"M19";"Sprint";"28:30.6";"00:28:30.600";"28:30.6";"1";"55";"7:55.7";"221";"8:50.4";"368";"10:24.3";"2016-02-27T10:13:50.4000000";"";""
"81";"Anders";"Sørløkk";"M";"NOR";"Skaun IL / Heimdal VGS";"Sprint";"M19";"Sprint";"DNF";"00:00:00.000";"DNF";"1";"56";"";"333";"";"483";"";"";"";""
"185";"Sindre";"Pettersen";"M";"NOR";"Nittedal Skiskytterlag";"Sprint";"M20-21";"Sprint";"28:16.4";"00:28:16.400";"28:16.4";"1";"1";"0:00.0";"218";"8:36.2";"365";"10:10.1";"2016-02-27T10:59:56.8000000";"";""
"147";"Isak Flo";"Bødal";"M";"NOR";"Stårheim IL";"Sprint";"M20-21";"Sprint";"28:28.4";"00:28:28.400";"28:28.4";"1";"2";"0:12.0";"219";"8:48.2";"366";"10:22.1";"2016-02-27T10:47:28.0000000";"";""
"193";"Martin";"Ponsiluoma";"M";"NOR";"";"Sprint";"M20-21";"Sprint";"28:47.5";"00:28:47.500";"28:47.5";"1";"3";"0:31.1";"222";"9:07.3";"370";"10:41.2";"2016-02-27T11:03:08.1000000";"";""
"198";"Lars Gunnar";"Skjevdal";"M";"NOR";"Røros IL";"Sprint";"M20-21";"Sprint";"29:17.4";"00:29:17.400";"29:17.4";"1";"4";"1:01.0";"230";"9:37.2";"379";"11:11.1";"2016-02-27T11:05:17.9000000";"";""
"144";"Arild";"Fosse";"M";"NOR";"Voss Skiskytterlag";"Sprint";"M20-21";"Sprint";"29:27.8";"00:29:27.800";"29:27.8";"1";"5";"1:11.4";"232";"9:47.6";"381";"11:21.5";"2016-02-27T10:47:28.0000000";"";""
"171";"Mattis";"HAUG";"M";"NOR";"Fet SK";"Sprint";"M20-21";"Sprint";"29:36.0";"00:29:36.000";"29:36.0";"1";"6";"1:19.6";"234";"9:55.8";"383";"11:29.7";"2016-02-27T10:56:36.2000000";"";""
"163";"Endre";"WOLD";"M";"NOR";"Vik IL / Team Glalaks";"Sprint";"M20-21";"Sprint";"29:43.2";"00:29:43.200";"29:43.2";"1";"7";"1:26.8";"235";"10:03.0";"384";"11:36.9";"2016-02-27T10:54:03.6000000";"";""
