"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Stage";"Class";"Group";"Total Time";"Total TimeHMS";"Total Time2";"Lap";"Rank Class";"Diff Winner Class";"Rank Gender";"Diff Winner Gender";"Rank Total";"Diff Winner Total";"TimeOfDay";"City";""
"501";"Sindre";"Gjøsæter";"M";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"Sprint";"M17";"Sprint";"23:34.0";"00:23:34.000";"23:34.0";"1";"24";"3:00.3";"101";"3:53.8";"180";"5:27.7";"2016-02-27T15:05:54.3000000";"";""
"476";"Sindre Vassdal";"Johannesen";"M";"NOR";"Hernes IL / Sirdal Ski Skiskyting";"Sprint";"M17";"Sprint";"23:40.3";"00:23:40.300";"23:40.3";"1";"25";"3:06.6";"106";"4:00.1";"186";"5:34.0";"2016-02-27T14:57:40.6000000";"";""
"528";"Sander";"Østensen";"M";"NOR";"Østre Toten Skilag";"Sprint";"M17";"Sprint";"23:45.9";"00:23:45.900";"23:45.9";"1";"26";"3:12.2";"108";"4:05.7";"188";"5:39.6";"2016-02-27T15:15:05.8000000";"";""
"537";"Even";"Mangset";"M";"NOR";"Mjøsski / Team Natrudstilen";"Sprint";"M17";"Sprint";"23:52.3";"00:23:52.300";"23:52.3";"1";"27";"3:18.6";"115";"4:12.1";"199";"5:46.0";"2016-02-27T15:18:12.4000000";"";""
"497";"Sigurd Jerleif";"Beverfjord";"M";"NOR";"Tingvoll IL";"Sprint";"M17";"Sprint";"23:53.5";"00:23:53.500";"23:53.5";"1";"28";"3:19.8";"117";"4:13.3";"202";"5:47.2";"2016-02-27T15:04:53.8000000";"";""
"473";"Aksel Mathias";"Meland";"M";"NOR";"Markane IL / Stryn Videregående Skole";"Sprint";"M17";"Sprint";"23:54.0";"00:23:54.000";"23:54.0";"1";"29";"3:20.3";"118";"4:13.8";"204";"5:47.7";"2016-02-27T14:56:54.8000000";"";""
"485";"Gard Reier";"Groven";"M";"NOR";"Simostranda IL";"Sprint";"M17";"Sprint";"23:54.9";"00:23:54.900";"23:54.9";"1";"30";"3:21.2";"120";"4:14.7";"207";"5:48.6";"2016-02-27T15:00:55.3000000";"";""
"481";"Sondre Nikolai";"Olsen";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"Sprint";"M17";"Sprint";"24:03.3";"00:24:03.300";"24:03.3";"1";"31";"3:29.6";"128";"4:23.1";"217";"5:57.0";"2016-02-27T14:59:43.5000000";"";""
"508";"Tobias Tafjord";"Suhrke";"M";"NOR";"Ivrig IL / Team TeVe";"Sprint";"M17";"Sprint";"24:10.8";"00:24:10.800";"24:10.8";"1";"32";"3:37.1";"133";"4:30.6";"222";"6:04.5";"2016-02-27T15:08:51.0000000";"";""
"469";"Trygve Deinboll";"Markås";"M";"NOR";"Bossmo & Ytteren IL";"Sprint";"M17";"Sprint";"24:12.5";"00:24:12.500";"24:12.5";"1";"33";"3:38.8";"136";"4:32.3";"226";"6:06.2";"2016-02-27T14:55:53.9000000";"";""
"540";"Trym";"Paulsen";"M";"NOR";"Bossmo & Ytteren IL";"Sprint";"M17";"Sprint";"24:14.5";"00:24:14.500";"24:14.5";"1";"34";"3:40.8";"138";"4:34.3";"230";"6:08.2";"2016-02-27T15:19:35.3000000";"";""
"495";"Anders";"Usland";"M";"NOR";"Marnardal IL / Sirdal Videregående skole";"Sprint";"M17";"Sprint";"24:18.2";"00:24:18.200";"24:18.2";"1";"35";"3:44.5";"140";"4:38.0";"233";"6:11.9";"2016-02-27T15:04:38.4000000";"";""
"489";"Torbjørn";"Oppigard";"M";"NOR";"Eikesdal Skiskyttarlag / Meråker Videregående skole";"Sprint";"M17";"Sprint";"24:20.2";"00:24:20.200";"24:20.2";"1";"36";"3:46.5";"141";"4:40.0";"234";"6:13.9";"2016-02-27T15:02:41.3000000";"";""
"541";"Tobias";"Hægeland";"M";"NOR";"Øvrebø IL";"Sprint";"M17";"Sprint";"24:27.3";"00:24:27.300";"24:27.3";"1";"37";"3:53.6";"143";"4:47.1";"238";"6:21.0";"2016-02-27T15:20:07.4000000";"";""
"533";"Torjus";"Idland";"M";"NOR";"Figgjo IL / Sirdal Ski Skiskyting";"Sprint";"M17";"Sprint";"24:28.3";"00:24:28.300";"24:28.3";"1";"38";"3:54.6";"145";"4:48.1";"240";"6:22.0";"2016-02-27T15:17:29.1000000";"";""
"474";"Sander";"Bach-Gansmo";"M";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"M17";"Sprint";"24:31.7";"00:24:31.700";"24:31.7";"1";"39";"3:58.0";"149";"4:51.5";"246";"6:25.4";"2016-02-27T14:57:52.0000000";"";""
"478";"Mathias Hagen";"Bergheim";"M";"NOR";"Bærums Skiklub";"Sprint";"M17";"Sprint";"24:34.0";"00:24:34.000";"24:34.0";"1";"40";"4:00.3";"150";"4:53.8";"249";"6:27.7";"2016-02-27T14:59:14.3000000";"";""
"513";"Alexander";"Engebretsen";"M";"NOR";"Fossum IF";"Sprint";"M17";"Sprint";"24:34.1";"00:24:34.100";"24:34.1";"1";"41";"4:00.4";"151";"4:53.9";"250";"6:27.8";"2016-02-27T15:10:54.3000000";"";""
"539";"Erik Kjøsnes";"Wekre";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"M17";"Sprint";"24:34.3";"00:24:34.300";"24:34.3";"1";"42";"4:00.6";"152";"4:54.1";"251";"6:28.0";"2016-02-27T15:19:34.5000000";"";""
"494";"Einar";"Ekeland";"M";"NOR";"Torridal IL";"Sprint";"M17";"Sprint";"24:35.6";"00:24:35.600";"24:35.6";"1";"43";"4:01.9";"155";"4:55.4";"254";"6:29.3";"2016-02-27T15:04:36.0000000";"";""
"521";"Rasmus Odland";"Kvamme";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M17";"Sprint";"24:40.8";"00:24:40.800";"24:40.8";"1";"44";"4:07.1";"158";"5:00.6";"257";"6:34.5";"2016-02-27T15:13:41.3000000";"";""
"525";"Thor Arild";"Aas";"M";"NOR";"Birkenes IL";"Sprint";"M17";"Sprint";"24:47.7";"00:24:47.700";"24:47.7";"1";"45";"4:14.0";"161";"5:07.5";"262";"6:41.4";"2016-02-27T15:15:08.0000000";"";""
"491";"Emil Andre";"Breivik";"M";"NOR";"IL Bevern / Team Kongsberg";"Sprint";"M17";"Sprint";"24:47.7";"00:24:47.700";"24:47.7";"1";"45";"4:14.0";"161";"5:07.5";"262";"6:41.4";"2016-02-27T15:03:48.0000000";"";""
"522";"Marius Tjelde";"Vaagen";"M";"NOR";"Molde og Omegn IF / Meråker Videregående skole";"Sprint";"M17";"Sprint";"24:50.0";"00:24:50.000";"24:50.0";"1";"47";"4:16.3";"163";"5:09.8";"264";"6:43.7";"2016-02-27T15:14:10.7000000";"";""
"498";"Anders";"RINGEN";"M";"NOR";"Bjerke IL Ski";"Sprint";"M17";"Sprint";"24:55.5";"00:24:55.500";"24:55.5";"1";"48";"4:21.8";"164";"5:15.3";"268";"6:49.2";"2016-02-27T15:06:16.2000000";"";""
"466";"Indre";"Halseth";"M";"NOR";"Rennebu IL / Meråker Videregående skole";"Sprint";"M17";"Sprint";"24:56.2";"00:24:56.200";"24:56.2";"1";"49";"4:22.5";"166";"5:16.0";"271";"6:49.9";"2016-02-27T14:55:37.1000000";"";""
"517";"Øystein Flatabø";"Jordal";"M";"NOR";"Odda IL / Team Glalaks";"Sprint";"M17";"Sprint";"25:01.7";"00:25:01.700";"25:01.7";"1";"50";"4:28.0";"168";"5:21.5";"275";"6:55.4";"2016-02-27T15:12:42.3000000";"";""
"496";"Nicolai Følstad";"Austad";"M";"NOR";"Inderøy IL";"Sprint";"M17";"Sprint";"25:08.4";"00:25:08.400";"25:08.4";"1";"51";"4:34.7";"171";"5:28.2";"280";"7:02.1";"2016-02-27T15:05:48.5000000";"";""
"458";"Eirik Kjøl";"Tornes";"M";"NOR";"Molde og Omegn IF / NTG Lillehammer";"Sprint";"M17";"Sprint";"25:11.5";"00:25:11.500";"25:11.5";"1";"52";"4:37.8";"174";"5:31.3";"283";"7:05.2";"2016-02-27T14:55:11.1000000";"";""
"524";"Henrik André";"Larsen";"M";"NOR";"IL Bevern / Team Kongsberg";"Sprint";"M17";"Sprint";"25:19.9";"00:25:19.900";"25:19.9";"1";"53";"4:46.2";"177";"5:39.7";"288";"7:13.6";"2016-02-27T15:15:20.4000000";"";""
"499";"Vidar";"Brenna";"M";"NOR";"Skrautvål IL / Team Valdres Ski";"Sprint";"M17";"Sprint";"25:21.5";"00:25:21.500";"25:21.5";"1";"54";"4:47.8";"178";"5:41.3";"290";"7:15.2";"2016-02-27T15:07:02.4000000";"";""
"488";"Peter";"Haddon";"M";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"Sprint";"M17";"Sprint";"25:26.5";"00:25:26.500";"25:26.5";"1";"55";"4:52.8";"179";"5:46.3";"293";"7:20.2";"2016-02-27T15:03:27.5000000";"";""
"483";"Martin Øyen";"Tøraasen";"M";"NOR";"Folldal IF";"Sprint";"M17";"Sprint";"25:28.0";"00:25:28.000";"25:28.0";"1";"56";"4:54.3";"180";"5:47.8";"295";"7:21.7";"2016-02-27T15:01:48.4000000";"";""
"470";"Mathias";"Witte";"M";"NOR";"Alta Skiskytterlag / Team Troms & Finnmark";"Sprint";"M17";"Sprint";"25:29.6";"00:25:29.600";"25:29.6";"1";"57";"4:55.9";"182";"5:49.4";"297";"7:23.3";"2016-02-27T14:57:29.4000000";"";""
"490";"Ola Martinius";"WINGESTAD";"M";"NOR";"Svene IL / Team Kongsberg";"Sprint";"M17";"Sprint";"25:32.8";"00:25:32.800";"25:32.8";"1";"58";"4:59.1";"183";"5:52.6";"298";"7:26.5";"2016-02-27T15:04:13.4000000";"";""
"511";"Jørgen";"Dalum";"M";"NOR";"Dombås IL";"Sprint";"M17";"Sprint";"25:36.1";"00:25:36.100";"25:36.1";"1";"59";"5:02.4";"184";"5:55.9";"299";"7:29.8";"2016-02-27T15:11:16.5000000";"";""
"506";"Håvard";"Haugen";"M";"NOR";"Tonstad IL / Sirdal Ski Skiskyting";"Sprint";"M17";"Sprint";"25:36.9";"00:25:36.900";"25:36.9";"1";"60";"5:03.2";"185";"5:56.7";"300";"7:30.6";"2016-02-27T15:09:37.2000000";"";""
"531";"Sander Kulstad";"Haugen";"M";"NOR";"Østre Toten Skilag";"Sprint";"M17";"Sprint";"25:40.4";"00:25:40.400";"25:40.4";"1";"61";"5:06.7";"186";"6:00.2";"302";"7:34.1";"2016-02-27T15:18:00.6000000";"";""
"535";"Halvor";"Skrindo";"M";"NOR";"Ål Skiskyttarlag / Sirdal Ski Skiskyting";"Sprint";"M17";"Sprint";"25:49.8";"00:25:49.800";"25:49.8";"1";"62";"5:16.1";"188";"6:09.6";"308";"7:43.5";"2016-02-27T15:19:29.9000000";"";""
"463";"Henrik Glede";"Hauge";"M";"NOR";"Fossum IF";"Sprint";"M17";"Sprint";"25:51.8";"00:25:51.800";"25:51.8";"1";"63";"5:18.1";"189";"6:11.6";"309";"7:45.5";"2016-02-27T14:55:32.0000000";"";""
"502";"Daniel Olai";"Nyvoll";"M";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"M17";"Sprint";"25:51.9";"00:25:51.900";"25:51.9";"1";"64";"5:18.2";"190";"6:11.7";"310";"7:45.6";"2016-02-27T15:08:31.9000000";"";""
"464";"Ragnar";"Finden";"M";"NOR";"Vik IL / Team Glalaks";"Sprint";"M17";"Sprint";"25:56.1";"00:25:56.100";"25:56.1";"1";"65";"5:22.4";"191";"6:15.9";"312";"7:49.8";"2016-02-27T14:55:56.7000000";"";""
"462";"Emil Kloster";"Snekkevik";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M17";"Sprint";"25:59.2";"00:25:59.200";"25:59.2";"1";"66";"5:25.5";"192";"6:19.0";"314";"7:52.9";"2016-02-27T14:55:19.3000000";"";""
"457";"Simen Mathias";"Risnes";"M";"NOR";"Tonstad IL / Sirdal Ski Skiskyting";"Sprint";"M17";"Sprint";"26:02.5";"00:26:02.500";"26:02.5";"1";"67";"5:28.8";"193";"6:22.3";"316";"7:56.2";"2016-02-27T14:53:43.1000000";"";""
"467";"Gaute";"Owren";"M";"NOR";"Vingrom IL";"Sprint";"M17";"Sprint";"26:03.8";"00:26:03.800";"26:03.8";"1";"68";"5:30.1";"194";"6:23.6";"317";"7:57.5";"2016-02-27T14:57:03.9000000";"";""
"486";"Anders";"Haugskott";"M";"NOR";"Skaun IL";"Sprint";"M17";"Sprint";"26:16.0";"00:26:16.000";"26:16.0";"1";"69";"5:42.3";"196";"6:35.8";"321";"8:09.7";"2016-02-27T15:03:36.5000000";"";""
"456";"Eirik Markus";"Rinde";"M";"NOR";"Vik IL / Team Glalaks";"Sprint";"M17";"Sprint";"26:29.7";"00:26:29.700";"26:29.7";"1";"70";"5:56.0";"198";"6:49.5";"326";"8:23.4";"2016-02-27T14:53:49.9000000";"";""
"518";"Erlend Våga";"Fløttum";"M";"NOR";"Skaun IL";"Sprint";"M17";"Sprint";"26:30.9";"00:26:30.900";"26:30.9";"1";"71";"5:57.2";"199";"6:50.7";"327";"8:24.6";"2016-02-27T15:14:31.5000000";"";""
"514";"Sivert";"Myrold";"M";"NOR";"Stårheim IL";"Sprint";"M17";"Sprint";"26:32.0";"00:26:32.000";"26:32.0";"1";"72";"5:58.3";"200";"6:51.8";"329";"8:25.7";"2016-02-27T15:13:12.8000000";"";""
"460";"Martin";"Keiserud";"M";"NOR";"Åsnes Skiskytterlag";"Sprint";"M17";"Sprint";"26:48.1";"00:26:48.100";"26:48.1";"1";"73";"6:14.4";"202";"7:07.9";"336";"8:41.8";"2016-02-27T14:55:28.2000000";"";""
"455";"Jørgen Traasdahl";"Fornes";"M";"NOR";"Oslo Skiskytterlag / Persbråten vgs";"Sprint";"M17";"Sprint";"26:49.8";"00:26:49.800";"26:49.8";"1";"74";"6:16.1";"203";"7:09.6";"337";"8:43.5";"2016-02-27T14:53:50.4000000";"";""
"516";"Magnus Raaum";"Langseth";"M";"NOR";"Østre Toten Skilag";"Sprint";"M17";"Sprint";"26:52.6";"00:26:52.600";"26:52.6";"1";"75";"6:18.9";"204";"7:12.4";"339";"8:46.3";"2016-02-27T15:14:12.8000000";"";""
"509";"Kristian Lindh";"Aandahl";"M";"NOR";"IL Bevern / Team Kongsberg";"Sprint";"M17";"Sprint";"27:06.4";"00:27:06.400";"27:06.4";"1";"76";"6:32.7";"205";"7:26.2";"342";"9:00.1";"2016-02-27T15:12:06.7000000";"";""
"507";"Svein Inge Kvinlog";"Beckstrøm";"M";"NOR";"Knaben og Fjotland IL";"Sprint";"M17";"Sprint";"27:06.8";"00:27:06.800";"27:06.8";"1";"77";"6:33.1";"206";"7:26.6";"343";"9:00.5";"2016-02-27T15:11:27.0000000";"";""
"512";"Herman";"Riber";"M";"NOR";"Bødalen IF / Team Skiguard Buskerud";"Sprint";"M17";"Sprint";"27:12.7";"00:27:12.700";"27:12.7";"1";"78";"6:39.0";"207";"7:32.5";"347";"9:06.4";"2016-02-27T15:13:12.2000000";"";""
"465";"Håkon Fodstad";"Bredesen";"M";"NOR";"Østre Toten Skilag";"Sprint";"M17";"Sprint";"27:27.0";"00:27:27.000";"27:27.0";"1";"79";"6:53.3";"209";"7:46.8";"350";"9:20.7";"2016-02-27T14:57:47.3000000";"";""
"520";"Sondre";"Gregersen";"M";"NOR";"Vingrom IL";"Sprint";"M17";"Sprint";"27:48.3";"00:27:48.300";"27:48.3";"1";"80";"7:14.6";"210";"8:08.1";"356";"9:42.0";"2016-02-27T15:16:28.4000000";"";""
"461";"Markus";"Grubben Sæthermoen";"M";"NOR";"Østre Toten Skilag";"Sprint";"M17";"Sprint";"27:57.7";"00:27:57.700";"27:57.7";"1";"81";"7:24.0";"212";"8:17.5";"358";"9:51.4";"2016-02-27T14:56:58.0000000";"";""
"477";"Odd";"Wæhre";"M";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"Sprint";"M17";"Sprint";"28:04.9";"00:28:04.900";"28:04.9";"1";"82";"7:31.2";"215";"8:24.7";"362";"9:58.6";"2016-02-27T15:02:25.3000000";"";""
"468";"Caspar Friedrich";"Hartmann";"M";"NOR";"Lierne IL / Meråker Videregående skole";"Sprint";"M17";"Sprint";"28:52.6";"00:28:52.600";"28:52.6";"1";"83";"8:18.9";"224";"9:12.4";"373";"10:46.3";"2016-02-27T15:00:13.0000000";"";""
"475";"Johannes Grann";"Vingelen";"M";"NOR";"Vik IL";"Sprint";"M17";"Sprint";"29:12.8";"00:29:12.800";"29:12.8";"1";"84";"8:39.1";"229";"9:32.6";"378";"11:06.5";"2016-02-27T15:02:53.1000000";"";""
"536";"Markus Elias";"Breivik";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M17";"Sprint";"34:45.4";"00:34:45.400";"34:45.4";"1";"85";"14:11.7";"322";"15:05.2";"472";"16:39.1";"2016-02-27T15:30:45.9000000";"";""
"493";"Gard Edvard";"Myhr";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M17";"Sprint";"DNF";"00:00:00.000";"DNF";"1";"86";"";"331";"";"481";"";"";"";""
"406";"Mathias";"Skrede";"M";"NOR";"Geilo IL / NTG Geilo";"Sprint";"M18";"Sprint";"20:19.9";"00:20:19.900";"20:19.9";"1";"1";"0:00.0";"2";"0:39.7";"15";"2:13.6";"2016-02-27T14:31:00.1000000";"";""
"402";"Truls Fjellheim";"Jorde";"M";"NOR";"Asker SK / Team Holmenkollen";"Sprint";"M18";"Sprint";"20:21.6";"00:20:21.600";"20:21.6";"1";"2";"0:01.7";"3";"0:41.4";"16";"2:15.3";"2016-02-27T14:29:42.2000000";"";""
"387";"Håkon";"Rybråten";"M";"NOR";"Fet SK / NTG Lillehammer";"Sprint";"M18";"Sprint";"21:06.9";"00:21:06.900";"21:06.9";"1";"3";"0:47.0";"7";"1:26.7";"40";"3:00.6";"2016-02-27T14:25:27.1000000";"";""
"381";"Jørgen Brendengen";"Krogsæter";"M";"NOR";"Ullensaker SK / NTG Lillehammer";"Sprint";"M18";"Sprint";"21:07.1";"00:21:07.100";"21:07.1";"1";"4";"0:47.2";"8";"1:26.9";"41";"3:00.8";"2016-02-27T14:23:27.0000000";"";""
"388";"Fredrik";"Bucher-Johannessen";"M";"NOR";"Try, Idrettslaget / NTG Geilo";"Sprint";"M18";"Sprint";"21:22.5";"00:21:22.500";"21:22.5";"1";"5";"1:02.6";"11";"1:42.3";"47";"3:16.2";"2016-02-27T14:26:02.8000000";"";""
"403";"Benjamin Haukedal";"SKAAHEIM";"M";"NOR";"Skoppum IL / NTG Geilo";"Sprint";"M18";"Sprint";"21:28.4";"00:21:28.400";"21:28.4";"1";"6";"1:08.5";"14";"1:48.2";"51";"3:22.1";"2016-02-27T14:31:08.6000000";"";""
"375";"Rasmus";"Krogstad";"M";"NOR";"Try, Idrettslaget / NTG Geilo";"Sprint";"M18";"Sprint";"21:31.6";"00:21:31.600";"21:31.6";"1";"7";"1:11.7";"15";"1:51.4";"55";"3:25.3";"2016-02-27T14:21:51.2000000";"";""
"389";"Vebjørn";"Sørum";"M";"NOR";"Søndre Ål Sportsklubb / NTG Lillehammer";"Sprint";"M18";"Sprint";"21:32.4";"00:21:32.400";"21:32.4";"1";"8";"1:12.5";"16";"1:52.2";"56";"3:26.1";"2016-02-27T14:26:32.3000000";"";""
"422";"Håvard Kne";"Galåen";"M";"NOR";"Røros IL / Meråker Videregående skole";"Sprint";"M18";"Sprint";"21:32.5";"00:21:32.500";"21:32.5";"1";"9";"1:12.6";"17";"1:52.3";"57";"3:26.2";"2016-02-27T14:37:32.6000000";"";""
"426";"Einar Carlson";"Hegge";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"M18";"Sprint";"21:33.2";"00:21:33.200";"21:33.2";"1";"10";"1:13.3";"18";"1:53.0";"59";"3:26.9";"2016-02-27T14:38:51.7000000";"";""
"420";"Magnus Gjersvold";"Haug";"M";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"Sprint";"M18";"Sprint";"21:33.5";"00:21:33.500";"21:33.5";"1";"11";"1:13.6";"19";"1:53.3";"60";"3:27.2";"2016-02-27T14:36:53.6000000";"";""
"414";"Jonas";"Bueie";"M";"NOR";"Lier IL / NTG Geilo";"Sprint";"M18";"Sprint";"21:37.9";"00:21:37.900";"21:37.9";"1";"12";"1:18.0";"21";"1:57.7";"66";"3:31.6";"2016-02-27T14:34:58.3000000";"";""
"436";"Dag Sander";"Bjørndalen";"M";"NOR";"Simostranda IL / NTG Geilo";"Sprint";"M18";"Sprint";"21:42.4";"00:21:42.400";"21:42.4";"1";"13";"1:22.5";"23";"2:02.2";"69";"3:36.1";"2016-02-27T14:42:22.2000000";"";""
"438";"Knut Lussand";"Selheim";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"M18";"Sprint";"21:45.0";"00:21:45.000";"21:45.0";"1";"14";"1:25.1";"25";"2:04.8";"72";"3:38.7";"2016-02-27T14:43:05.3000000";"";""
"411";"Halvor";"Eidissen";"M";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"Sprint";"M18";"Sprint";"21:54.5";"00:21:54.500";"21:54.5";"1";"15";"1:34.6";"32";"2:14.3";"79";"3:48.2";"2016-02-27T14:34:15.2000000";"";""
"424";"Edvard";"Fjærtoft";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"M18";"Sprint";"21:57.1";"00:21:57.100";"21:57.1";"1";"16";"1:37.2";"33";"2:16.9";"81";"3:50.8";"2016-02-27T14:38:37.3000000";"";""
"390";"Tobias";"Nyborg";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"M18";"Sprint";"22:03.1";"00:22:03.100";"22:03.1";"1";"17";"1:43.2";"37";"2:22.9";"86";"3:56.8";"2016-02-27T14:27:23.2000000";"";""
"446";"Hågen";"Solbakken";"M";"NOR";"Sørskogbygda IL / Team Natrudstilen";"Sprint";"M18";"Sprint";"22:12.6";"00:22:12.600";"22:12.6";"1";"18";"1:52.7";"42";"2:32.4";"94";"4:06.3";"2016-02-27T14:46:12.6000000";"";""
"430";"Øyvind Aalling";"Lio";"M";"NOR";"Bjerke IL Ski / NTG Geilo";"Sprint";"M18";"Sprint";"22:16.6";"00:22:16.600";"22:16.6";"1";"19";"1:56.7";"44";"2:36.4";"98";"4:10.3";"2016-02-27T14:40:55.5000000";"";""
"412";"Magnus";"Horten";"M";"NOR";"Os IL / NTG Lillehammer";"Sprint";"M18";"Sprint";"22:17.8";"00:22:17.800";"22:17.8";"1";"20";"1:57.9";"45";"2:37.6";"99";"4:11.5";"2016-02-27T14:34:58.3000000";"";""
"440";"Øyvind Rikheim";"Haugan";"M";"NOR";"Try, Idrettslaget / NTG Geilo";"Sprint";"M18";"Sprint";"22:19.1";"00:22:19.100";"22:19.1";"1";"21";"1:59.2";"47";"2:38.9";"102";"4:12.8";"2016-02-27T14:44:19.6000000";"";""
"443";"Vegar Horneberg";"Selnæs";"M";"NOR";"Trondhjems Skiskyttere";"Sprint";"M18";"Sprint";"22:30.6";"00:22:30.600";"22:30.6";"1";"22";"2:10.7";"52";"2:50.4";"112";"4:24.3";"2016-02-27T14:45:30.6000000";"";""
"447";"Hans Kristian";"Sørum";"M";"NOR";"Mjøsski / NTG Lillehammer";"Sprint";"M18";"Sprint";"22:32.1";"00:22:32.100";"22:32.1";"1";"23";"2:12.2";"55";"2:51.9";"115";"4:25.8";"2016-02-27T14:46:52.1000000";"";""
"434";"Brage";"BERGSMYR";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"Sprint";"M18";"Sprint";"22:38.8";"00:22:38.800";"22:38.8";"1";"24";"2:18.9";"61";"2:58.6";"123";"4:32.5";"2016-02-27T14:42:38.9000000";"";""
"449";"Sivert";"Borgen";"M";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Sprint";"M18";"Sprint";"22:41.2";"00:22:41.200";"22:41.2";"1";"25";"2:21.3";"65";"3:01.0";"128";"4:34.9";"2016-02-27T14:47:41.4000000";"";""
"401";"Anders Sønsteby";"Flaagen";"M";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Sprint";"M18";"Sprint";"22:44.0";"00:22:44.000";"22:44.0";"1";"26";"2:24.1";"67";"3:03.8";"131";"4:37.7";"2016-02-27T14:31:44.5000000";"";""
"435";"Martin Borge";"Heir";"M";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"M18";"Sprint";"22:49.7";"00:22:49.700";"22:49.7";"1";"27";"2:29.8";"69";"3:09.5";"134";"4:43.4";"2016-02-27T14:43:09.9000000";"";""
"415";"Torje Usland";"Dahl";"M";"NOR";"Marnardal IL / Sirdal Videregående skole";"Sprint";"M18";"Sprint";"22:51.4";"00:22:51.400";"22:51.4";"1";"28";"2:31.5";"70";"3:11.2";"136";"4:45.1";"2016-02-27T14:36:32.2000000";"";""
"444";"Erlend Kvittum";"Nytrøen";"M";"NOR";"Tynset IF";"Sprint";"M18";"Sprint";"22:52.4";"00:22:52.400";"22:52.4";"1";"29";"2:32.5";"71";"3:12.2";"137";"4:46.1";"2016-02-27T14:46:12.6000000";"";""
"453";"Marius";"Holmsen";"M";"NOR";"Fossum IF";"Sprint";"M18";"Sprint";"22:54.2";"00:22:54.200";"22:54.2";"1";"30";"2:34.3";"72";"3:14.0";"138";"4:47.9";"2016-02-27T14:49:14.7000000";"";""
"384";"Niri Aabakken";"Berget";"M";"NOR";"Svene IL / Team Kongsberg";"Sprint";"M18";"Sprint";"22:59.4";"00:22:59.400";"22:59.4";"1";"31";"2:39.5";"76";"3:19.2";"144";"4:53.1";"2016-02-27T14:26:20.1000000";"";""
"432";"Jørgen Uglem";"Mobakken";"M";"NOR";"Oslo Skiskytterlag / Wang Toppidrett";"Sprint";"M18";"Sprint";"23:04.3";"00:23:04.300";"23:04.3";"1";"32";"2:44.4";"77";"3:24.1";"147";"4:58.0";"2016-02-27T14:42:24.8000000";"";""
"393";"Joakim";"Ekern";"M";"NOR";"Lørenskog SK";"Sprint";"M18";"Sprint";"23:08.0";"00:23:08.000";"23:08.0";"1";"33";"2:48.1";"81";"3:27.8";"152";"5:01.7";"2016-02-27T14:29:28.6000000";"";""
"441";"Jonas Bogen";"Øye";"M";"NOR";"Trondhjems Skiskyttere / NTG Geilo";"Sprint";"M18";"Sprint";"23:09.0";"00:23:09.000";"23:09.0";"1";"34";"2:49.1";"82";"3:28.8";"154";"5:02.7";"2016-02-27T14:45:29.0000000";"";""
"408";"Herman Grytbakk";"Tronsaune";"M";"NOR";"Røros IL";"Sprint";"M18";"Sprint";"23:09.4";"00:23:09.400";"23:09.4";"1";"35";"2:49.5";"83";"3:29.2";"155";"5:03.1";"2016-02-27T14:34:29.6000000";"";""
"409";"Sondre";"Løset";"M";"NOR";"Tingvoll IL / Meråker Videregående skole";"Sprint";"M18";"Sprint";"23:18.2";"00:23:18.200";"23:18.2";"1";"36";"2:58.3";"88";"3:38.0";"164";"5:11.9";"2016-02-27T14:34:57.9000000";"";""
"398";"Fredrik";"Nordby";"M";"NOR";"Fet SK / Meråker Videregående skole";"Sprint";"M18";"Sprint";"23:24.4";"00:23:24.400";"23:24.4";"1";"37";"3:04.5";"90";"3:44.2";"168";"5:18.1";"2016-02-27T14:31:24.6000000";"";""
"379";"Øystein";"Markegård";"M";"NOR";"Geilo IL / NTG Geilo";"Sprint";"M18";"Sprint";"23:24.8";"00:23:24.800";"23:24.8";"1";"38";"3:04.9";"91";"3:44.6";"169";"5:18.5";"2016-02-27T14:25:05.4000000";"";""
