"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"7";"296";"Nikolai";"FRYDENLUND";"M";"NOR";"Skonseng UL";"NC Normal";"M19";"32:58.4";"1:12.5";"2016-01-23T14:32:58.7000000";"";""
"8";"294";"Sebastian Sundet";"Flaen";"M";"NOR";"Oslo Skiskytterlag";"NC Normal";"M19";"33:28.2";"1:42.3";"2016-01-23T14:32:28.4000000";"";""
"9";"332";"Ole Kristian";"Haugen";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"NC Normal";"M19";"33:34.1";"1:48.2";"2016-01-23T14:51:34.2000000";"";""
"10";"295";"Torstein Wiiger";"Opsahl";"M";"NOR";"Lier IL / Wang Toppidrett";"NC Normal";"M19";"33:38.8";"1:52.9";"2016-01-23T14:33:09.1000000";"";""
"11";"329";"Martin Bjørndalen";"Mathisen";"M";"NOR";"Simostranda IL / NTG Geilo";"NC Normal";"M19";"33:45.4";"1:59.5";"2016-01-23T14:50:15.8000000";"";""
"12";"331";"Espen";"Uldal";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"NC Normal";"M19";"34:08.2";"2:22.3";"2016-01-23T14:51:38.0000000";"";""
"13";"335";"Kasper";"Lie";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"NC Normal";"M19";"34:14.2";"2:28.3";"2016-01-23T14:53:44.6000000";"";""
"14";"336";"Erlend Nordal";"Gran";"M";"NOR";"Bærums Skiklub";"NC Normal";"M19";"34:35.9";"2:50.0";"2016-01-23T14:54:36.1000000";"";""
"15";"289";"Johannes";"Dale-Skjevdal";"M";"NOR";"Fet SK / NTG Geilo";"NC Normal";"M19";"34:50.0";"3:04.1";"2016-01-23T14:31:20.4000000";"";""
"16";"330";"Vetle";"Nergård";"M";"NOR";"Hernes IL / NTG Lillehammer";"NC Normal";"M19";"34:57.2";"3:11.3";"2016-01-23T14:51:57.3000000";"";""
"17";"316";"Sondre Estenstad";"Bjørsland";"M";"NOR";"Hernes IL / Meråker Videregående skole";"NC Normal";"M19";"35:09.1";"3:23.2";"2016-01-23T14:45:09.0000000";"";""
"17";"319";"Adrian";"Fløttum";"M";"NOR";"Sokna IL / Meråker Videregående skole";"NC Normal";"M19";"35:09.1";"3:23.2";"2016-01-23T14:46:39.2000000";"";""
"19";"301";"Jørgen";"Haugum";"M";"NOR";"Bærums Skiklub / NTG Geilo";"NC Normal";"M19";"35:12.3";"3:26.4";"2016-01-23T14:37:41.9000000";"";""
"20";"312";"Henning";"Driveklepp";"M";"NOR";"Nittedal Skiskytterlag";"NC Normal";"M19";"35:20.3";"3:34.4";"2016-01-23T14:43:20.4000000";"";""
"21";"287";"Brage Reier";"Groven";"M";"NOR";"Drammen Strong / NTG Geilo";"NC Normal";"M19";"35:55.2";"4:09.3";"2016-01-23T14:31:25.2000000";"";""
"22";"311";"Sigbjørn-Martin";"Næss";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"NC Normal";"M19";"35:58.6";"4:12.7";"2016-01-23T14:43:28.6000000";"";""
"23";"338";"Bendik";"Winsvold";"M";"NOR";"Lier IL / NTG Lillehammer";"NC Normal";"M19";"36:01.4";"4:15.5";"2016-01-23T14:57:01.5000000";"";""
"24";"288";"Olav";"Breimyr Hansen";"M";"NOR";"Froland IL / Sirdal Ski Skiskyting";"NC Normal";"M19";"36:05.5";"4:19.6";"2016-01-23T14:32:05.7000000";"";""
"25";"324";"Anders";"Sørløkk";"M";"NOR";"Skaun IL / Heimdal VGS";"NC Normal";"M19";"36:09.6";"4:23.7";"2016-01-23T14:50:09.7000000";"";""
"26";"299";"Nicolay Aas";"Lerkendal";"M";"NOR";"Nittedal Skiskytterlag";"NC Normal";"M19";"36:15.3";"4:29.4";"2016-01-23T14:37:45.6000000";"";""
"27";"337";"Tore";"Ruud";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"NC Normal";"M19";"36:16.4";"4:30.5";"2016-01-23T14:56:46.7000000";"";""
"28";"339";"Herman Mørkved";"Blom";"M";"NOR";"Nittedal Skiskytterlag";"NC Normal";"M19";"36:21.3";"4:35.4";"2016-01-23T14:57:51.7000000";"";""
"29";"310";"Martin";"Fuglum";"M";"NOR";"Tynset IF";"NC Normal";"M19";"36:24.1";"4:38.2";"2016-01-23T14:43:24.3000000";"";""
"30";"314";"Martin Gjedrem";"LUND";"M";"NOR";"Orkdal IL";"NC Normal";"M19";"36:26.9";"4:41.0";"2016-01-23T14:45:27.1000000";"";""
"31";"293";"Torjus";"Fossli";"M";"NOR";"Fyresdal Skiskyttarlag / NTG Geilo";"NC Normal";"M19";"36:33.2";"4:47.3";"2016-01-23T14:35:03.8000000";"";""
"32";"297";"Lars";"Reiten";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"NC Normal";"M19";"36:43.6";"4:57.7";"2016-01-23T14:37:13.9000000";"";""
"33";"317";"Mathias";"Stampe";"M";"NOR";"Fossum IF";"NC Normal";"M19";"36:45.2";"4:59.3";"2016-01-23T14:47:15.6000000";"";""
"34";"306";"Håkon";"Berge";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Videregående skole";"NC Normal";"M19";"36:48.2";"5:02.3";"2016-01-23T14:41:48.4000000";"";""
"35";"304";"Magnus Braathen";"Knoph";"M";"NOR";"Bærums Skiklub / Wang Toppidrett";"NC Normal";"M19";"37:12.8";"5:26.9";"2016-01-23T14:41:13.0000000";"";""
"36";"308";"Erlend";"Hokholt";"M";"NOR";"Oslo Skiskytterlag / NTG Lillehammer";"NC Normal";"M19";"37:19.7";"5:33.8";"2016-01-23T14:43:20.5000000";"";""
"37";"305";"Henrik Tordhol";"Sverdrup";"M";"NOR";"Dombås IL";"NC Normal";"M19";"37:42.3";"5:56.4";"2016-01-23T14:42:12.3000000";"";""
"38";"320";"Sondre";"Steinbakken";"M";"NOR";"Hattfjelldal IL";"NC Normal";"M19";"37:51.4";"6:05.5";"2016-01-23T14:49:51.7000000";"";""
"39";"303";"Lars Magnus";"Johnsen";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"NC Normal";"M19";"38:13.6";"6:27.7";"2016-01-23T14:41:43.7000000";"";""
"40";"291";"Eivind Syrdalen";"DOVLAND";"M";"NOR";"Fossum IF";"NC Normal";"M19";"38:24.2";"6:38.3";"2016-01-23T14:35:54.4000000";"";""
"41";"327";"Gaute";"Bø";"M";"NOR";"Markane IL";"NC Normal";"M19";"38:28.4";"6:42.5";"2016-01-23T14:53:59.1000000";"";""
"42";"290";"Bjørn Haugo";"Herfindal";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Normal";"M19";"39:16.9";"7:31.0";"2016-01-23T14:36:17.3000000";"";""
"43";"322";"John Olve";"Johnsen";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"NC Normal";"M19";"39:17.3";"7:31.4";"2016-01-23T14:52:17.5000000";"";""
"44";"292";"Torgeir Grønningsæter";"Hauso";"M";"NOR";"Volda Turn og IL / Stryn Videregående Skole";"NC Normal";"M19";"39:37.4";"7:51.5";"2016-01-23T14:37:38.0000000";"";""
"45";"298";"Eivind";"ROLSTAD";"M";"NOR";"Oslo Skiskytterlag";"NC Normal";"M19";"39:44.4";"7:58.5";"2016-01-23T14:40:44.4000000";"";""
"46";"323";"Sigbjørn";"Edøy";"M";"NOR";"Tromsø Skiskytterlag / NTG Lillehammer";"NC Normal";"M19";"40:42.8";"8:56.9";"2016-01-23T14:54:13.3000000";"";""
"47";"318";"Erik Midtvold";"Mæhlum";"M";"NOR";"Vingrom IL";"NC Normal";"M19";"41:18.8";"9:32.9";"2016-01-23T14:52:18.7000000";"";""
"48";"325";"Aksel Bjørnstad";"Koppang";"M";"NOR";"Bærums Skiklub";"NC Normal";"M19";"43:06.2";"11:20.3";"2016-01-23T14:57:36.3000000";"";""
"49";"321";"Kjartan Love";"Ree";"M";"NOR";"Gjesdal Skiskytterlag / Sirdal Ski Skiskyting";"NC Normal";"M19";"44:01.2";"12:15.3";"2016-01-23T14:56:31.0000000";"";""
"50";"286";"Philip Olav Farstad";"Kunz";"M";"NOR";"Oslo Skiskytterlag";"NC Normal";"M19";"0:00.0";"";"";"";""
"1";"370";"Brage Malm";"MONSTAD";"M";"NOR";"Lier IL / Team Bardøla";"NC Normal";"M20-21";"38:28.9";"0:00.0";"2016-01-23T15:15:29.0000000";"";""
"2";"347";"Lars Aasheim";"Svaland";"M";"NOR";"Birkenes IL";"NC Normal";"M20-21";"39:56.5";"1:27.6";"2016-01-23T15:05:26.6000000";"";""
"3";"342";"Arild";"Fosse";"M";"NOR";"Voss Skiskytterlag";"NC Normal";"M20-21";"40:14.0";"1:45.1";"2016-01-23T15:03:14.3000000";"";""
"4";"387";"Georg Noer";"Dotzler";"M";"NOR";"Fossum IF / Team Statkraft Oslofjord";"NC Normal";"M20-21";"40:48.6";"2:19.7";"2016-01-23T15:26:18.8000000";"";""
"5";"357";"Peder";"Hojem";"M";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Normal";"M20-21";"40:54.7";"2:25.8";"2016-01-23T15:11:25.3000000";"";""
"6";"353";"Henrik";"Aslesen";"M";"NOR";"Fet SK / Team Statkraft Oslofjord";"NC Normal";"M20-21";"40:59.0";"2:30.1";"2016-01-23T15:09:29.0000000";"";""
"7";"350";"Kristoffer";"Jonsson";"M";"NOR";"Vingrom IL / Team Bardøla";"NC Normal";"M20-21";"41:04.9";"2:36.0";"2016-01-23T15:08:05.2000000";"";""
"8";"392";"Leif Malvin";"HJELMEVOLL";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Normal";"M20-21";"41:21.8";"2:52.9";"2016-01-23T15:29:21.8000000";"";""
"9";"373";"Sindre Fjellheim";"Jorde";"M";"NOR";"Asker SK / Team Holmenkollen";"NC Normal";"M20-21";"41:24.2";"2:55.3";"2016-01-23T15:19:54.3000000";"";""
"10";"379";"Sindre";"Hirth";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Normal";"M20-21";"41:43.4";"3:14.5";"2016-01-23T15:23:13.3000000";"";""
"11";"381";"Hans";"RUUD";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"NC Normal";"M20-21";"41:45.5";"3:16.6";"2016-01-23T15:24:15.8000000";"";""
"12";"341";"Vegard Bruem";"Reistad";"M";"NOR";"Stiklestad IL";"NC Normal";"M20-21";"41:45.6";"3:16.7";"2016-01-23T15:04:15.6000000";"";""
"13";"384";"Thomas";"Storvik";"M";"NOR";"Bærums Skiklub / Team Statkraft Oslofjord";"NC Normal";"M20-21";"41:51.7";"3:22.8";"2016-01-23T15:25:51.9000000";"";""
"14";"377";"Vetle";"Løchting";"M";"NOR";"Sørskogbygda IL / Team Natrudstilen";"NC Normal";"M20-21";"42:10.6";"3:41.7";"2016-01-23T15:22:40.3000000";"";""
"15";"378";"Endre";"WOLD";"M";"NOR";"Vik IL / Team Glalaks";"NC Normal";"M20-21";"42:42.9";"4:14.0";"2016-01-23T15:23:43.0000000";"";""
"16";"365";"Håvard Nøkleby";"Petterson";"M";"NOR";"Østre Toten Skilag";"NC Normal";"M20-21";"42:45.9";"4:17.0";"2016-01-23T15:17:16.4000000";"";""
"17";"343";"Steinar";"Valbø";"M";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Normal";"M20-21";"42:55.1";"4:26.2";"2016-01-23T15:06:25.5000000";"";""
"18";"368";"Markus Zachariassen";"Rørvik";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Normal";"M20-21";"42:56.1";"4:27.2";"2016-01-23T15:18:56.3000000";"";""
"19";"351";"Tobias Eid";"Løvås";"M";"NOR";"Trondhjems Skiskyttere";"NC Normal";"M20-21";"43:01.4";"4:32.5";"2016-01-23T15:10:30.6000000";"";""
"20";"375";"Jakob";"Hanserud";"M";"NOR";"Asker SK";"NC Normal";"M20-21";"43:14.0";"4:45.1";"2016-01-23T15:22:44.4000000";"";""
"21";"360";"Jens Petter";"Toresen";"M";"NOR";"Oslo Skiskytterlag";"NC Normal";"M20-21";"43:28.3";"4:59.4";"2016-01-23T15:15:28.3000000";"";""
"22";"349";"Jon Nikolai Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Normal";"M20-21";"43:38.4";"5:09.5";"2016-01-23T15:10:08.7000000";"";""
"23";"388";"Espen";"Fystro";"M";"NOR";"Vingrom IL / Team Bardøla";"NC Normal";"M20-21";"43:52.0";"5:23.1";"2016-01-23T15:29:52.1000000";"";""
"24";"358";"Martin Lien";"Spjøtvold";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"NC Normal";"M20-21";"44:04.0";"5:35.1";"2016-01-23T15:15:04.1000000";"";""
"25";"369";"Espen Segrov";"NES";"M";"NOR";"Fana IL / Team Glalaks";"NC Normal";"M20-21";"44:23.5";"5:54.6";"2016-01-23T15:20:53.8000000";"";""
"26";"344";"Hogne Findal";"Skar";"M";"NOR";"Sannidal Idrettslag";"NC Normal";"M20-21";"44:29.8";"6:00.9";"2016-01-23T15:08:30.2000000";"";""
"27";"361";"Sondre";"BOLLUM";"M";"NOR";"Gjøvik SK / Team Skistua Hemsedal";"NC Normal";"M20-21";"44:31.8";"6:02.9";"2016-01-23T15:17:01.7000000";"";""
"28";"348";"Aleksander Morsund";"Karlsen";"M";"NOR";"Lier IL / Meråker Videregående skole";"NC Normal";"M20-21";"44:45.6";"6:16.7";"2016-01-23T15:10:45.7000000";"";""
"29";"385";"Trygve Aaland";"Tryggestad";"M";"NOR";"Sunnylven IL";"NC Normal";"M20-21";"44:48.1";"6:19.2";"2016-01-23T15:29:18.2000000";"";""
"30";"363";"Amund";"Owren";"M";"NOR";"Vingrom IL / Team Skistua Hemsedal";"NC Normal";"M20-21";"44:51.9";"6:23.0";"2016-01-23T15:18:22.3000000";"";""
"31";"359";"Espen";"Johnsen";"M";"NOR";"Knaben og Fjotland IL / Sirdal Ski Skiskyting";"NC Normal";"M20-21";"44:52.8";"6:23.9";"2016-01-23T15:16:22.9000000";"";""
"32";"367";"Sverre Ryland";"Glomnes";"M";"NOR";"Fet SK / Team Statkraft Oslofjord";"NC Normal";"M20-21";"44:58.0";"6:29.1";"2016-01-23T15:20:29.0000000";"";""
"33";"389";"Magnus";"Håkonsen";"M";"NOR";"Bø Skiskyttarlag / Team TeVe";"NC Normal";"M20-21";"45:02.4";"6:33.5";"2016-01-23T15:31:32.6000000";"";""
"34";"391";"Vegard";"Selvnes";"M";"NOR";"Orkdal IL / Team Statkraft Midt-Norge";"NC Normal";"M20-21";"45:26.8";"6:57.9";"2016-01-23T15:32:57.9000000";"";""
"35";"355";"Øivind";"Klynderud";"M";"NOR";"Østre Toten Skilag / Meråker Videregående skole";"NC Normal";"M20-21";"45:37.5";"7:08.6";"2016-01-23T15:15:08.2000000";"";""
"36";"386";"Simen";"Kleven";"M";"NOR";"Simostranda IL / NTG Geilo";"NC Normal";"M20-21";"45:38.1";"7:09.2";"2016-01-23T15:30:38.4000000";"";""
"37";"352";"Trygve";"Vangsnes";"M";"NOR";"Hålandsdal IL / Team Glalaks";"NC Normal";"M20-21";"46:27.0";"7:58.1";"2016-01-23T15:14:27.2000000";"";""
"38";"390";"Jens Bredde";"Vig";"M";"NOR";"Drammen Strong";"NC Normal";"M20-21";"46:29.7";"8:00.8";"2016-01-23T15:33:29.9000000";"";""
"39";"372";"Georg Kristian";"Halsteinslid";"M";"NOR";"Markane IL";"NC Normal";"M20-21";"46:34.5";"8:05.6";"2016-01-23T15:24:34.6000000";"";""
"40";"345";"Even";"Nordbø";"M";"NOR";"Fyresdal Skiskyttarlag";"NC Normal";"M20-21";"47:19.0";"8:50.1";"2016-01-23T15:11:48.9000000";"";""
"41";"366";"Anders Brekke";"Nilsen";"M";"NOR";"IL Bevern / Sirdal Ski Skiskyting";"NC Normal";"M20-21";"47:27.7";"8:58.8";"2016-01-23T15:22:27.9000000";"";""
"42";"362";"Stian Granheim";"Skåland";"M";"NOR";"Moi IL / Sirdal Ski Skiskyting";"NC Normal";"M20-21";"47:34.9";"9:06.0";"2016-01-23T15:20:35.1000000";"";""
"43";"364";"Kristian";"Grue";"M";"NOR";"Fet SK";"NC Normal";"M20-21";"48:14.3";"9:45.4";"2016-01-23T15:22:14.3000000";"";""
"44";"380";"Sindre";"FJELLAVLI";"M";"NOR";"Bossmo & Ytteren IL";"NC Normal";"M20-21";"48:33.5";"10:04.6";"2016-01-23T15:30:33.8000000";"";""
"45";"371";"Øystein";"Nordbotten";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Normal";"M20-21";"48:45.4";"10:16.5";"2016-01-23T15:26:16.0000000";"";""
"46";"374";"Steinar";"Riksaasen";"M";"NOR";"Dombås IL";"NC Normal";"M20-21";"49:20.5";"10:51.6";"2016-01-23T15:28:21.4000000";"";""
"47";"356";"Erlend";"Gammelsæter";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"NC Normal";"M20-21";"52:18.8";"13:49.9";"2016-01-23T15:22:19.3000000";"";""
"48";"354";"Fredrik";"Almås";"M";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"NC Normal";"M20-21";"0:00.0";"";"";"";""
"49";"376";"Sondre Roesbak";"STROEMSOEYEN";"M";"NOR";"Tynset IF";"NC Normal";"M20-21";"0:00.0";"";"";"";""
