"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"6";"10";"Jonas Slettemark";"Juel";"M";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"M19";"23:53.1";"2:14.6";"2018-01-07T09:42:32.0910000";"";"1+2"
"8";"23";"Per";"VASSMYR";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M19";"23:58.0";"2:19.5";"2018-01-07T09:46:58.0910000";"";"2+1"
"9";"24";"Odin";"Garli";"M";"NOR";"Sokna IL / NTG Lillehammer";"Sprint";"M19";"23:58.6";"2:20.1";"2018-01-07T09:47:18.6740000";"";"3+2"
"10";"35";"Magnus";"Mørk";"M";"NOR";"Ivrig IL / NTG Lillehammer";"Sprint";"M19";"24:00.7";"2:22.2";"2018-01-07T09:50:59.2160000";"";"2+2"
"11";"18";"Trym Algarheim";"Tverås";"M";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"M19";"24:05.7";"2:27.2";"2018-01-07T09:45:24.9050000";"";"2+1"
"12";"8";"Håvard";"Haugen";"M";"NOR";"Tonstad IL / Team Skiguard Buskerud";"Sprint";"M19";"24:13.0";"2:34.5";"2018-01-07T09:42:13.0280000";"";"0+1"
"13";"27";"Vegard";"Skrede";"M";"NOR";"Hardbagg IL / Stryn Videregående Skole";"Sprint";"M19";"24:17.1";"2:38.6";"2018-01-07T09:48:36.4670000";"";"1+4"
"14";"43";"Martin Øyen";"Tøraasen";"M";"NOR";"Folldal IF / Team Toyota Slettum Bil";"Sprint";"M19";"24:35.6";"2:57.1";"2018-01-07T09:54:14.6920000";"";"3+2"
"15";"40";"Sindre Vassdal";"Johannesen";"M";"NOR";"Hernes IL / Team iSandnes";"Sprint";"M19";"24:37.4";"2:58.9";"2018-01-07T09:53:17.4030000";"";"1+2"
"16";"45";"Lars Hammernes";"Leopold";"M";"NOR";"Asker SK / NTG Geilo";"Sprint";"M19";"24:39.0";"3:00.5";"2018-01-07T09:54:59.0670000";"";"3+3"
"17";"5";"Even";"Mangset";"M";"NOR";"Mjøsski";"Sprint";"M19";"24:39.2";"3:00.7";"2018-01-07T09:41:38.0210000";"";"0+2"
"18";"73";"Magnus Raaum";"Langseth";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Sprint";"M19";"24:43.5";"3:05.0";"2018-01-07T10:04:23.5270000";"";"2+1"
"19";"28";"Sindre";"Gjøsæter";"M";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"Sprint";"M19";"24:56.7";"3:18.2";"2018-01-07T09:49:35.7010000";"";"1+4"
"20";"9";"Simen";"Hårstad";"M";"NOR";"Rennebu IL / NTG Lillehammer";"Sprint";"M19";"24:58.6";"3:20.1";"2018-01-07T09:43:17.9140000";"";"2+2"
"21";"51";"Aksel Mathias";"Meland";"M";"NOR";"Markane IL / Stryn Videregående Skole";"Sprint";"M19";"25:00.0";"3:21.5";"2018-01-07T09:57:19.2030000";"";"2+2"
"22";"15";"Sindre Davidsen";"Schonhowd";"M";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Sprint";"M19";"25:07.6";"3:29.1";"2018-01-07T09:45:26.5610000";"";"1+2"
"23";"33";"Eirik Silsand";"Gerhardsen";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M19";"25:11.1";"3:32.6";"2018-01-07T09:51:31.1570000";"";"2+1"
"24";"36";"Kristoffer Schulz";"Solum";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Sprint";"M19";"25:25.6";"3:47.1";"2018-01-07T09:52:44.9450000";"";"1+2"
"25";"56";"Torjus";"Idland";"M";"NOR";"Figgjo IL / Team iSandnes";"Sprint";"M19";"25:26.2";"3:47.7";"2018-01-07T09:59:26.3600000";"";"2+2"
"26";"39";"Einar";"Ekeland";"M";"NOR";"Torridal IL";"Sprint";"M19";"25:27.2";"3:48.7";"2018-01-07T09:53:46.1930000";"";"2+3"
"27";"11";"Anders";"Usland";"M";"NOR";"Marnardal IL / Sirdal Ski Skiskyting";"Sprint";"M19";"25:34.1";"3:55.6";"2018-01-07T09:44:33.0970000";"";"1+2"
"28";"32";"Sander";"Østensen";"M";"NOR";"Østre Toten Skilag";"Sprint";"M19";"25:37.1";"3:58.6";"2018-01-07T09:51:36.2310000";"";"0+2"
"29";"64";"Sander Kulstad";"Haugen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Sprint";"M19";"25:37.2";"3:58.7";"2018-01-07T10:02:16.6970000";"";"0+4"
"30";"7";"Daniel Olai";"Nyvoll";"M";"NOR";"Fossum IF / Wang Toppidrett";"Sprint";"M19";"25:39.0";"4:00.5";"2018-01-07T09:43:18.2190000";"";"2+2"
"31";"30";"Trym";"Paulsen";"M";"NOR";"Skonseng UL / Team Polarsirkelen";"Sprint";"M19";"25:39.9";"4:01.4";"2018-01-07T09:50:59.4210000";"";"1+2"
"32";"42";"Erik Kjøsnes";"Wekre";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Sprint";"M19";"25:43.2";"4:04.7";"2018-01-07T09:55:01.9470000";"";"2+2"
"33";"6";"Håkon";"Frøseth";"M";"NOR";"Sokna IL / Meråker Videregående skole";"Sprint";"M19";"25:47.1";"4:08.6";"2018-01-07T09:43:07.1330000";"";"3+3"
"34";"41";"Kristoffer";"Sørnes";"M";"NOR";"Lier IL / NTG Lillehammer";"Sprint";"M19";"25:47.2";"4:08.7";"2018-01-07T09:54:46.0550000";"";"3+4"
"35";"31";"Halvor";"Skrindo";"M";"NOR";"Ål Skiskyttarlag";"Sprint";"M19";"25:56.1";"4:17.6";"2018-01-07T09:51:35.6270000";"";"1+2"
"36";"13";"Martin";"Solberg";"M";"NOR";"Froland IL / Sirdal Ski Skiskyting";"Sprint";"M19";"26:00.4";"4:21.9";"2018-01-07T09:45:39.4500000";"";"1+2"
"37";"69";"Tobias Bjørvig";"Karlsen";"M";"NOR";"Skjervøy IK / NTG-T";"Sprint";"M19";"26:18.9";"4:40.4";"2018-01-07T10:04:37.8170000";"";"2+2"
"38";"50";"Alexander";"Engebretsen";"M";"NOR";"Fossum IF";"Sprint";"M19";"26:21.4";"4:42.9";"2018-01-07T09:58:20.1740000";"";"2+4"
"39";"76";"Rasmus Odland";"Kvamme";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M19";"26:21.9";"4:43.4";"2018-01-07T10:07:01.9220000";"";"1+5"
"40";"55";"Gard Reier";"Groven";"M";"NOR";"Drammen Strong / NTG Geilo";"Sprint";"M19";"26:26.6";"4:48.1";"2018-01-07T10:00:06.6560000";"";"0+4"
"41";"68";"Anders";"RINGEN";"M";"NOR";"Bjerke IL Ski";"Sprint";"M19";"26:31.6";"4:53.1";"2018-01-07T10:04:30.5790000";"";"1+3"
"42";"62";"Sigurd";"Trømborg";"M";"NOR";"IL Bevern / Team iSandnes";"Sprint";"M19";"26:37.2";"4:58.7";"2018-01-07T10:02:37.2870000";"";"3+3"
"43";"70";"Torbjørn";"Oppigard";"M";"NOR";"Eikesdal Skiskyttarlag / Meråker Videregående skole";"Sprint";"M19";"26:52.1";"5:13.6";"2018-01-07T10:05:31.7270000";"";"1+3"
"44";"74";"Ola Martinius";"WINGESTAD";"M";"NOR";"Svene IL / Team Kongsberg";"Sprint";"M19";"26:56.5";"5:18.0";"2018-01-07T10:06:55.9730000";"";"2+2"
"45";"66";"Sondre Nikolai";"Olsen";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Sprint";"M19";"27:11.3";"5:32.8";"2018-01-07T10:04:31.3950000";"";"1+2"
"46";"17";"Eirik Markus";"Rinde";"M";"NOR";"Vik IL / Team Glalaks";"Sprint";"M19";"27:12.5";"5:34.0";"2018-01-07T09:48:12.5880000";"";"2+3"
"47";"12";"Emil Andre";"Breivik";"M";"NOR";"IL Bevern / Team Kongsberg";"Sprint";"M19";"27:16.3";"5:37.8";"2018-01-07T09:46:35.3480000";"";"3+3"
"48";"26";"Halvor Cappelen";"Wik";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M19";"27:30.9";"5:52.4";"2018-01-07T09:51:30.0840000";"";"4+2"
"49";"49";"Mathias";"Witte";"M";"NOR";"Alta Skiskytterlag / Team Troms & Finnmark";"Sprint";"M19";"27:32.1";"5:53.6";"2018-01-07T09:59:12.1220000";"";"1+5"
"50";"57";"Vidar";"Brenna";"M";"NOR";"Skrautvål IL / Team Valdres Ski";"Sprint";"M19";"27:43.9";"6:05.4";"2018-01-07T10:02:02.9260000";"";"3+3"
"51";"22";"Gard Edvard";"Myhr";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M19";"27:44.9";"6:06.4";"2018-01-07T09:50:24.4650000";"";"1+3"
"52";"25";"Sander";"Bach-Gansmo";"M";"NOR";"Bjerke IL Ski";"Sprint";"M19";"27:45.7";"6:07.2";"2018-01-07T09:51:25.7050000";"";"3+2"
"53";"60";"Marius Tjelde";"Vaagen";"M";"NOR";"Molde og Omegn IF / Meråker Videregående skole";"Sprint";"M19";"27:49.8";"6:11.3";"2018-01-07T10:03:09.8620000";"";"0+3"
"54";"47";"Håkon Fodstad";"Bredesen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"Sprint";"M19";"28:02.0";"6:23.5";"2018-01-07T09:59:02.0080000";"";"0+3"
"55";"38";"Ragnar";"Finden";"M";"NOR";"Vik IL / Team Glalaks";"Sprint";"M19";"28:09.6";"6:31.1";"2018-01-07T09:56:08.9070000";"";"0+5"
"56";"29";"Hermann";"Stensby";"M";"NOR";"Hernes IL / Snow Team Trysil";"Sprint";"M19";"28:26.6";"6:48.1";"2018-01-07T09:53:26.0480000";"";"2+2"
"57";"75";"Embrik";"Børresen";"M";"NOR";"Hålandsdal IL / Team Glalaks";"Sprint";"M19";"28:28.0";"6:49.5";"2018-01-07T10:08:48.0180000";"";"3+2"
"58";"48";"Stian Strand";"Paulsen";"M";"NOR";"Bø Skiskyttarlag / Team TeVe";"Sprint";"M19";"28:53.1";"7:14.6";"2018-01-07T10:00:12.2340000";"";"4+3"
"59";"19";"Magnus";"STOKKE";"M";"NOR";"Lier IL / Team Skiguard Buskerud";"Sprint";"M19";"29:13.3";"7:34.8";"2018-01-07T09:50:52.1200000";"";"3+2"
"60";"14";"Odd";"Wæhre";"M";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"Sprint";"M19";"29:47.1";"8:08.6";"2018-01-07T09:49:47.1550000";"";"2+2"
"61";"53";"Indre";"Halseth";"M";"NOR";"Rennebu IL / Meråker Videregående skole";"Sprint";"M19";"29:53.3";"8:14.8";"2018-01-07T10:02:52.8090000";"";"2+4"
"62";"71";"Simen Mathias";"Risnes";"M";"NOR";"Tonstad IL / Sirdal Ski Skiskyting";"Sprint";"M19";"29:56.3";"8:17.8";"2018-01-07T10:08:55.6530000";"";"0+2"
"63";"59";"Herman";"Riber";"M";"NOR";"Bødalen IF / Team Skiguard Buskerud";"Sprint";"M19";"29:57.2";"8:18.7";"2018-01-07T10:04:56.0310000";"";"0+3"
"64";"63";"Mathias Hagen";"Bergheim";"M";"NOR";"Bærums Skiklub";"Sprint";"M19";"30:37.0";"8:58.5";"2018-01-07T10:06:56.1970000";"";"2+4"
"65";"65";"Markus Elias";"Breivik";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"Sprint";"M19";"35:51.4";"14:12.9";"2018-01-07T10:12:50.8580000";"";"3+4"
"66";"72";"Thor Arild";"Aas";"M";"NOR";"Birkenes IL / Team iSandnes";"Sprint";"M19";"0:00.0";"";"";"";""
"67";"77";"Emil";"Åberg";"M";"NOR";"Ørn, Idrettsforening / Team TeVe";"Sprint";"M19";"0:00.0";"";"";"";""
"68";"20";"Sivert";"Bekken";"M";"NOR";"Kvikne IL / Team Toyota Slettum Bil";"Sprint";"M19";"0:00.0";"";"";"";""
"69";"54";"Jørgen Traasdahl";"Fornes";"M";"NOR";"Oslo Skiskytterlag / Persbråten vgs";"Sprint";"M19";"0:00.0";"";"";"";""
"70";"34";"Tobias";"Hægeland";"M";"NOR";"Øvrebø IL / Team iSandnes";"Sprint";"M19";"0:00.0";"";"";"";""
"71";"58";"Henrik Glede";"Hauge";"M";"NOR";"Fossum IF";"Sprint";"M19";"0:00.0";"";"";"";""
"72";"37";"Henrik André";"Larsen";"M";"NOR";"IL Bevern / Team Kongsberg";"Sprint";"M19";"0:00.0";"";"";"";""
"73";"78";"Peder";"Owren";"M";"NOR";"Vingrom IL / NTG Lillehammer";"Sprint";"M19";"0:00.0";"";"";"";""
"74";"67";"Halvor Taalesen";"Tjøntveit";"M";"NOR";"Svene IL / NTG Geilo";"Sprint";"M19";"0:00.0";"";"";"";""
"1";"394";"Sivert Guttorm";"Bakken";"M";"NOR";"Vingrom IL";"Sprint";"M20-21";"27:37.0";"0:00.0";"2018-01-07T14:09:15.9820000";"";"0+1"
"2";"361";"Sturla Holm";"Lægreid";"M";"NOR";"Bærums Skiklub";"Sprint";"M20-21";"28:08.7";"0:31.7";"2018-01-07T13:58:47.3990000";"";"0+1"
"3";"377";"Jørgen Brendengen";"Krogsæter";"M";"NOR";"Ullensaker SK";"Sprint";"M20-21";"28:29.7";"0:52.7";"2018-01-07T14:04:28.4850000";"";"1+1"
"4";"406";"Johannes";"Dale-Skjevdal";"M";"NOR";"Fet SK";"Sprint";"M20-21";"28:35.0";"0:58.0";"2018-01-07T14:14:13.9560000";"";"1+2"
"5";"358";"Erlend";"Hokholt";"M";"NOR";"Oslo Skiskytterlag / Team Maxim";"Sprint";"M20-21";"28:39.6";"1:02.6";"2018-01-07T13:58:18.6280000";"";"1+2"
"6";"352";"Petter Austberg";"Bjørn";"M";"NOR";"Alvdal IL / Team Maxim";"Sprint";"M20-21";"28:44.6";"1:07.6";"2018-01-07T13:56:23.5770000";"";"0+2"
"7";"401";"Sverre Dahlen";"Aspenes";"M";"NOR";"Skatval Skilag / Team Maxim";"Sprint";"M20-21";"28:51.1";"1:14.1";"2018-01-07T14:12:51.1970000";"";"0+4"
"8";"395";"Espen";"Uldal";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Sprint";"M20-21";"28:51.6";"1:14.6";"2018-01-07T14:10:51.6400000";"";"1+0"
"9";"392";"Torstein Wiiger";"Opsahl";"M";"NOR";"Lier IL / Team Lier Skiskyting";"Sprint";"M20-21";"29:00.4";"1:23.4";"2018-01-07T14:09:58.3970000";"";"1+1"
"10";"389";"Fredrik";"Bucher-Johannessen";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Sprint";"M20-21";"29:02.8";"1:25.8";"2018-01-07T14:09:02.8060000";"";"2+1"
"11";"350";"Trygve Bondhus";"Often";"M";"NOR";"Tynset IF / Team Toyota Slettum Bil";"Sprint";"M20-21";"29:06.1";"1:29.1";"2018-01-07T13:56:06.1580000";"";"2+0"
"12";"400";"Karsten Storvik";"Martinussen";"M";"NOR";"Fossum IF / Holmenkollen Biathlon";"Sprint";"M20-21";"29:06.3";"1:29.3";"2018-01-07T14:12:45.6410000";"";"1+1"
"13";"381";"Vebjørn";"Sørum";"M";"NOR";"Søndre Ål Sportsklubb";"Sprint";"M20-21";"29:27.3";"1:50.3";"2018-01-07T14:06:46.0440000";"";"1+2"
"14";"364";"Dag Sander";"Bjørndalen";"M";"NOR";"Simostranda IL / Team Geilo";"Sprint";"M20-21";"29:27.4";"1:50.4";"2018-01-07T14:01:06.1020000";"";"3+2"
"15";"345";"Øyvind Rikheim";"Haugan";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Sprint";"M20-21";"29:48.7";"2:11.7";"2018-01-07T13:55:07.4460000";"";"0+2"
"16";"344";"Håvard Kne";"Galåen";"M";"NOR";"Røros IL";"Sprint";"M20-21";"29:57.6";"2:20.6";"2018-01-07T13:54:56.5910000";"";"2+2"
"17";"379";"Vetle Årsvoll";"Undheim";"M";"NOR";"Figgjo IL / Sirdal Ski Skiskyting";"Sprint";"M20-21";"30:01.7";"2:24.7";"2018-01-07T14:06:40.5090000";"";"2+2"
"18";"365";"Christian Brennhovd";"Bang";"M";"NOR";"Asker SK / Team OASSK";"Sprint";"M20-21";"30:02.5";"2:25.5";"2018-01-07T14:02:01.8550000";"";"0+2"
"19";"363";"Martin Bjørndalen";"Mathisen";"M";"NOR";"Simostranda IL / Team Geilo";"Sprint";"M20-21";"30:07.0";"2:30.0";"2018-01-07T14:01:26.3190000";"";"2+2"
"20";"370";"Knut Lussand";"Selheim";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"Sprint";"M20-21";"30:12.0";"2:35.0";"2018-01-07T14:03:50.7320000";"";"1+1"
"21";"340";"Aleksander Fjeld";"Andersen";"M";"NOR";"Geilo IL";"Sprint";"M20-21";"30:12.2";"2:35.2";"2018-01-07T13:53:51.4870000";"";"4+2"
"22";"369";"Robin Johan";"Benonisen";"M";"NOR";"Tromsø Skiskytterlag / Team Troms & Finnmark";"Sprint";"M20-21";"30:14.9";"2:37.9";"2018-01-07T14:03:34.3930000";"";"1+1"
"23";"349";"Adrian";"Fløttum";"M";"NOR";"Sokna IL / Trondheim Biathlon Team";"Sprint";"M20-21";"30:15.3";"2:38.3";"2018-01-07T13:56:54.6230000";"";"1+3"
"24";"386";"Herman Dramdal";"Borge";"M";"NOR";"Svene IL / Team Skiguard Buskerud";"Sprint";"M20-21";"30:21.5";"2:44.5";"2018-01-07T14:09:20.6670000";"";"1+3"
"25";"403";"Markus Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M20-21";"30:22.2";"2:45.2";"2018-01-07T14:15:00.4360000";"";"0+1"
"26";"371";"Erlend";"Bakken";"M";"NOR";"Markane IL";"Sprint";"M20-21";"30:24.1";"2:47.1";"2018-01-07T14:04:23.0970000";"";"1+1"
"27";"385";"Rasmus";"Krogstad";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Sprint";"M20-21";"30:24.9";"2:47.9";"2018-01-07T14:09:03.9570000";"";"1+3"
"28";"397";"Torje Usland";"Dahl";"M";"NOR";"Marnardal IL / Sirdal Ski Skiskyting";"Sprint";"M20-21";"30:37.0";"3:00.0";"2018-01-07T14:13:16.3390000";"";"1+2"
"29";"376";"Vegar Horneberg";"Selnæs";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Sprint";"M20-21";"30:52.5";"3:15.5";"2018-01-07T14:06:31.5370000";"";"3+2"
"30";"402";"Mathias";"Skrede";"M";"NOR";"Geilo IL / Team Geilo";"Sprint";"M20-21";"30:58.7";"3:21.7";"2018-01-07T14:15:17.8780000";"";"0+2"
"31";"359";"Jørgen";"Haugum";"M";"NOR";"Bærums Skiklub / Team OASSK";"Sprint";"M20-21";"31:02.1";"3:25.1";"2018-01-07T14:01:00.9670000";"";"0+4"
"32";"396";"Brage Reier";"Groven";"M";"NOR";"Drammen Strong / Holmenkollen Biathlon";"Sprint";"M20-21";"31:05.5";"3:28.5";"2018-01-07T14:13:24.1950000";"";"1+2"
"33";"357";"Jonas";"Bueie";"M";"NOR";"Lier IL / Team Lier Skiskyting";"Sprint";"M20-21";"31:06.1";"3:29.1";"2018-01-07T14:00:25.2860000";"";"0+0"
"34";"362";"Jonas Bogen";"Øye";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Sprint";"M20-21";"31:06.2";"3:29.2";"2018-01-07T14:02:04.7980000";"";"2+3"
"35";"338";"Håkon";"Rybråten";"M";"NOR";"Fet SK";"Sprint";"M20-21";"31:09.8";"3:32.8";"2018-01-07T13:54:09.2140000";"";"0+3"
"36";"372";"Øyvind Aalling";"Lio";"M";"NOR";"Bjerke IL Ski / Team Geilo";"Sprint";"M20-21";"31:11.4";"3:34.4";"2018-01-07T14:05:30.2090000";"";"2+2"
"37";"380";"Halvor";"Eidissen";"M";"NOR";"Idrettslaget Dyre Vaa / Trondheim Biathlon Team";"Sprint";"M20-21";"31:21.7";"3:44.7";"2018-01-07T14:08:21.5510000";"";"0+3"
"38";"382";"Bendik";"Winsvold";"M";"NOR";"Lier IL / Team Lier Skiskyting";"Sprint";"M20-21";"31:23.4";"3:46.4";"2018-01-07T14:09:02.4570000";"";"3+3"
"39";"347";"Harald";"Øygard";"M";"NOR";"Skrautvål IL / Team Valdres Ski";"Sprint";"M20-21";"31:24.4";"3:47.4";"2018-01-07T13:57:23.2860000";"";"3+3"
"40";"354";"Olav Lanes";"Severinsen";"M";"NOR";"Tromsø Skiskytterlag / Team Troms & Finnmark";"Sprint";"M20-21";"31:32.5";"3:55.5";"2018-01-07T13:59:51.5290000";"";"0+3"
"41";"346";"Hans Kristian";"Sørum";"M";"NOR";"Mjøsski / Team Woodcon";"Sprint";"M20-21";"32:02.2";"4:25.2";"2018-01-07T13:57:39.6310000";"";"1+4"
"42";"405";"Magnus Gjersvold";"Haug";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Sprint";"M20-21";"32:03.1";"4:26.1";"2018-01-07T14:17:22.1520000";"";"3+1"
"43";"341";"Herman Grytbakk";"Tronsaune";"M";"NOR";"Røros IL / Team Toyota Slettum Bil";"Sprint";"M20-21";"32:17.3";"4:40.3";"2018-01-07T13:56:16.0910000";"";"1+3"
"44";"404";"Anders Sønsteby";"Flaagen";"M";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Sprint";"M20-21";"32:55.1";"5:18.1";"2018-01-07T14:17:53.8890000";"";"2+3"
"45";"339";"Isak Nikolai";"Hopland";"M";"NOR";"Hardbagg IL";"Sprint";"M20-21";"32:55.5";"5:18.5";"2018-01-07T13:56:15.5570000";"";"2+3"
"46";"351";"Embrik Nikolia Grann";"Hevrøy";"M";"NOR";"Try, Idrettslaget / Holmenkollen Biathlon";"Sprint";"M20-21";"33:11.6";"5:34.6";"2018-01-07T14:00:31.0100000";"";"1+1"
"47";"378";"Lasse";"Virkesdal";"M";"NOR";"Vik IL / Team Intersport Oppdal";"Sprint";"M20-21";"33:15.6";"5:38.6";"2018-01-07T14:09:34.5700000";"";"1+3"
"48";"393";"Martin";"Steimler";"M";"NOR";"Hernes IL / Team Woodcon";"Sprint";"M20-21";"33:16.4";"5:39.4";"2018-01-07T14:14:36.1160000";"";"1+3"
"49";"388";"Jonas";"Maalø";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"Sprint";"M20-21";"33:24.4";"5:47.4";"2018-01-07T14:13:03.9470000";"";"3+3"
"50";"373";"Sigbjørn";"Edøy";"M";"NOR";"Tromsø Skiskytterlag / Team Woodcon";"Sprint";"M20-21";"34:00.3";"6:23.3";"2018-01-07T14:08:39.7530000";"";"3+3"
"51";"398";"Fredrik Aasen";"Strømsnes";"M";"NOR";"Lier IL / Team Lier Skiskyting";"Sprint";"M20-21";"34:16.2";"6:39.2";"2018-01-07T14:17:14.5420000";"";"1+0"
"52";"383";"Håkon Midthjell";"Gjørven";"M";"NOR";"Markane IL";"Sprint";"M20-21";"34:19.2";"6:42.2";"2018-01-07T14:12:18.4940000";"";"1+1"
"53";"353";"Lars";"Reiten";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Sprint";"M20-21";"34:41.8";"7:04.8";"2018-01-07T14:02:40.7530000";"";"2+3"
"54";"360";"Brage";"BERGSMYR";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Sprint";"M20-21";"35:02.4";"7:25.4";"2018-01-07T14:05:21.3950000";"";"0+2"
"55";"343";"Sindre Christoffer Tyldum";"Andresen";"M";"NOR";"Lier IL / Team Skiguard Buskerud";"Sprint";"M20-21";"35:32.6";"7:55.6";"2018-01-07T14:00:11.7070000";"";"2+5"
"56";"366";"Nicolay Aas";"Lerkendal";"M";"NOR";"Nittedal Skiskytterlag";"Sprint";"M20-21";"35:44.6";"8:07.6";"2018-01-07T14:08:03.6620000";"";"1+3"
"57";"384";"Magnus Hole";"Mikalsen";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Sprint";"M20-21";"36:23.3";"8:46.3";"2018-01-07T14:14:42.2920000";"";"3+3"
"58";"391";"Adrian Stokdal";"Opheim";"M";"NOR";"Byåsen Skiskytterlag";"Sprint";"M20-21";"36:33.2";"8:56.2";"2018-01-07T14:17:12.4300000";"";"4+4"
"59";"375";"Ola Nymoen";"Aas";"M";"NOR";"Røros IL / Team Toyota Slettum Bil";"Sprint";"M20-21";"36:41.6";"9:04.6";"2018-01-07T14:12:00.1460000";"";"3+4"
"60";"399";"Iver Gjestvang";"Olimb";"M";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Sprint";"M20-21";"37:09.4";"9:32.4";"2018-01-07T14:20:28.3430000";"";"1+3"
"61";"368";"Truls Fjellheim";"Jorde";"M";"NOR";"Asker SK / Holmenkollen Biathlon";"Sprint";"M20-21";"30:46.1";"";"";"";"3+3"
"62";"390";"Magnus Braathen";"Knoph";"M";"NOR";"Bærums Skiklub / Team OASSK";"Sprint";"M20-21";"0:00.0";"";"";"";""
"63";"367";"Øystein";"Markegård";"M";"NOR";"Geilo IL / Team Geilo";"Sprint";"M20-21";"0:00.0";"";"";"";""
"64";"342";"Jørgen Uglem";"Mobakken";"M";"NOR";"Oslo Skiskytterlag / Team OASSK";"Sprint";"M20-21";"0:00.0";"";"";"";""
"65";"348";"Eirik";"SANDNES";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Sprint";"M20-21";"0:00.0";"";"";"";""
"66";"355";"Vetle";"Skinnarland";"M";"NOR";"Bødalen IF / Team Skiguard Buskerud";"Sprint";"M20-21";"0:00.0";"";"";"";""
"67";"387";"Endre";"Strømsheim";"M";"NOR";"Bærums Skiklub";"Sprint";"M20-21";"0:00.0";"";"";"";""
"68";"356";"Henrik Tordhol";"Sverdrup";"M";"NOR";"Dombås IL";"Sprint";"M20-21";"0:00.0";"";"";"";""
"69";"374";"Markus Maurtvedt";"Unneberg";"M";"NOR";"Ivrig IL";"Sprint";"M20-21";"0:00.0";"";"";"";""
"4";"428";"Åsne";"Ulvund";"F";"NOR";"Eldar IL / Team Glalaks";"St.opphold 1.sk";"K Senior";"0:53.4";"0:01.1";"2018-01-07T14:01:16.9570000";"";"0"
"20";"435";"Ragnhild";"Femsteinevik";"F";"NOR";"Hålandsdal IL";"St.opphold 1.sk";"K Senior";"0:57.4";"0:05.1";"2018-01-07T14:03:27.7310000";"";"0"
"34";"432";"Hilde";"Eide";"F";"NOR";"Øystre Slidre SSL";"St.opphold 1.sk";"K Senior";"0:59.9";"0:07.7";"2018-01-07T14:02:31.7040000";"";"0"
"44";"431";"Mathilde";"Hustoft";"F";"NOR";"Asker SK / Team OASSK";"St.opphold 1.sk";"K Senior";"1:01.4";"0:09.2";"2018-01-07T14:02:34.1710000";"";"0"
"57";"415";"Anne Marit";"Bredalen";"F";"NOR";"Åsnes Skiskytterlag / Team Glalaks";"St.opphold 1.sk";"K Senior";"1:02.7";"0:10.5";"2018-01-07T13:56:51.2340000";"";"0"
"82";"418";"Anitra";"Vognild";"F";"NOR";"Bjerke IL Ski";"St.opphold 1.sk";"K Senior";"1:04.8";"0:12.6";"2018-01-07T13:58:04.4120000";"";"0"
"104";"424";"Turi Storstrøm";"Thoresen";"F";"NOR";"Alvdal IL";"St.opphold 1.sk";"K Senior";"1:06.1";"0:13.9";"2018-01-07T13:59:36.4850000";"";"2"
