"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"163";"175";"Asgeir";"Espeland";"M";"NOR";"Tynset IF / Team Toyota Slettum Bil";"St.opphold 1.sk";"M17";"1:09.4";"0:17.2";"2018-01-07T10:21:19.8760000";"";"3"
"176";"164";"Ole";"Feten";"M";"NOR";"Ål Skiskyttarlag";"St.opphold 1.sk";"M17";"1:10.2";"0:17.9";"2018-01-07T10:18:47.4180000";"";"1"
"185";"199";"Mats";"Maalø";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"St.opphold 1.sk";"M17";"1:10.6";"0:18.3";"2018-01-07T10:29:39.5670000";"";"2"
"201";"192";"Torjus Engeset";"Woldsund";"M";"NOR";"Volda Turn og IL";"St.opphold 1.sk";"M17";"1:11.3";"0:19.1";"2018-01-07T10:27:39.7520000";"";"2"
"210";"240";"Morten Tørnblad";"Sameien";"M";"NOR";"Fet SK";"St.opphold 1.sk";"M17";"1:12.2";"0:20.0";"2018-01-07T10:43:18.1670000";"";"1"
"213";"157";"Ole Tobias Fjellheim";"Evensløkken";"M";"NOR";"Bjerke IL Ski";"St.opphold 1.sk";"M17";"1:12.6";"0:20.3";"2018-01-07T10:15:49.2770000";"";"2"
"224";"194";"Jonas Landsem";"Kristiansen";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"St.opphold 1.sk";"M17";"1:13.1";"0:20.8";"2018-01-07T10:28:26.2820000";"";"1"
"230";"156";"Jørgen Brones";"Stenersen";"M";"NOR";"Målselvs Skiskyttere";"St.opphold 1.sk";"M17";"1:13.6";"0:21.4";"2018-01-07T10:15:09.1320000";"";"3"
"238";"238";"Kasper Dagsland";"Gulbrandsen";"M";"NOR";"Bø Skiskyttarlag / Sirdal Ski Skiskyting";"St.opphold 1.sk";"M17";"1:14.0";"0:21.8";"2018-01-07T10:42:47.9210000";"";"1"
"240";"174";"Åsbjørn Langeland";"Øvland";"M";"NOR";"Øvrebø IL / Sirdal Ski Skiskyting";"St.opphold 1.sk";"M17";"1:14.1";"0:21.8";"2018-01-07T10:21:25.6570000";"";"0"
"243";"207";"Gaute Kvittum";"Nytrøen";"M";"NOR";"Tynset IF / Team Toyota Slettum Bil";"St.opphold 1.sk";"M17";"1:14.2";"0:22.0";"2018-01-07T10:32:08.0970000";"";"3"
"245";"232";"Henrik";"Kraft";"M";"NOR";"Skatval Skilag";"St.opphold 1.sk";"M17";"1:14.3";"0:22.1";"2018-01-07T10:41:02.9870000";"";"1"
"251";"215";"Sondre";"Bjørgen Nilsen";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"St.opphold 1.sk";"M17";"1:14.9";"0:22.6";"2018-01-07T10:35:02.6350000";"";"2"
"254";"161";"Emil Kristian Kjeldsø";"Sjöberg";"M";"NOR";"Tromsø Skiskytterlag / Meråker Videregående skole";"St.opphold 1.sk";"M17";"1:15.2";"0:22.9";"2018-01-07T10:17:00.4050000";"";"1"
"257";"219";"Even";"Martinsson";"M";"NOR";"Åsnes Skiskytterlag";"St.opphold 1.sk";"M17";"1:15.3";"0:23.1";"2018-01-07T10:36:12.1350000";"";"0"
"258";"209";"Sivert";"Øversveen";"M";"NOR";"Nordre Land IL";"St.opphold 1.sk";"M17";"1:15.3";"0:23.1";"2018-01-07T10:34:39.6480000";"";"2"
"263";"221";"Eivind Berner";"Myhre";"M";"NOR";"Fossum IF";"St.opphold 1.sk";"M17";"1:15.7";"0:23.4";"2018-01-07T10:37:57.4440000";"";"5"
"285";"178";"Sigurd Øfsdahl";"Hilland";"M";"NOR";"Try, Idrettslaget / Wang Toppidrett";"St.opphold 1.sk";"M17";"1:16.4";"0:24.1";"2018-01-07T10:22:46.3790000";"";"2"
"297";"187";"Knut Dahlen";"Aspenes";"M";"NOR";"Skatval Skilag";"St.opphold 1.sk";"M17";"1:17.0";"0:24.8";"2018-01-07T10:25:52.4760000";"";"5"
"306";"233";"Erlend";"Andersen";"M";"NOR";"Bossekop UL";"St.opphold 1.sk";"M17";"1:17.8";"0:25.5";"2018-01-07T10:41:20.0170000";"";"3"
"314";"163";"Olve";"Solvoll";"M";"NOR";"Bossmo & Ytteren IL";"St.opphold 1.sk";"M17";"1:18.2";"0:26.0";"2018-01-07T10:18:05.8300000";"";"4"
"321";"202";"Sander Brevik";"Lillemoen";"M";"NOR";"Simostranda IL / Meråker Videregående skole";"St.opphold 1.sk";"M17";"1:18.6";"0:26.4";"2018-01-07T10:30:42.4450000";"";"3"
"322";"210";"Martin Jenssen";"Sandvik";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"St.opphold 1.sk";"M17";"1:18.7";"0:26.5";"2018-01-07T10:33:29.6060000";"";"5"
"324";"203";"Marius";"Møller";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"St.opphold 1.sk";"M17";"1:18.9";"0:26.6";"2018-01-07T10:31:17.4950000";"";"0"
"325";"206";"Torbjørn";"Stuen";"M";"NOR";"Rennebu IL";"St.opphold 1.sk";"M17";"1:19.0";"0:26.8";"2018-01-07T10:32:02.8530000";"";"4"
"334";"228";"Mads Huken";"Mathiesen";"M";"NOR";"Ullensaker SK / NTG Lillehammer";"St.opphold 1.sk";"M17";"1:19.7";"0:27.5";"2018-01-07T10:39:23.1070000";"";"4"
"337";"239";"Sigurd";"Grevstad";"M";"NOR";"Fossum IF";"St.opphold 1.sk";"M17";"1:20.1";"0:27.9";"2018-01-07T10:43:16.7450000";"";"2"
"344";"191";"Martin";"Uldal";"M";"NOR";"Birkenes IL / NTG Lillehammer";"St.opphold 1.sk";"M17";"1:20.4";"0:28.1";"2018-01-07T10:26:44.6720000";"";"4"
"351";"186";"Christoffer";"Eidissen";"M";"NOR";"Fossum IF / Wang Toppidrett";"St.opphold 1.sk";"M17";"1:20.7";"0:28.5";"2018-01-07T10:25:36.1360000";"";"4"
"352";"204";"Ulrik Olsen";"Brimi";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"St.opphold 1.sk";"M17";"1:20.7";"0:28.5";"2018-01-07T10:31:14.1430000";"";"2"
"354";"170";"Vegard";"Steinbakken";"M";"NOR";"Hattfjelldal IL / Meråker Videregående skole";"St.opphold 1.sk";"M17";"1:20.9";"0:28.7";"2018-01-07T10:20:05.7130000";"";"4"
"355";"208";"Åsmund";"Løvoll";"M";"NOR";"Asker SK";"St.opphold 1.sk";"M17";"1:20.9";"0:28.6";"2018-01-07T10:32:52.7900000";"";"2"
"356";"216";"Anders Melaaen";"Døssland";"M";"NOR";"Lier IL / Wang Toppidrett";"St.opphold 1.sk";"M17";"1:21.0";"0:28.8";"2018-01-07T10:35:13.8790000";"";"3"
"357";"212";"Espen";"Haugøy";"M";"NOR";"Asker SK / Wang Toppidrett";"St.opphold 1.sk";"M17";"1:21.1";"0:28.9";"2018-01-07T10:34:14.4010000";"";"1"
"361";"218";"Birk Otto";"Strøm";"M";"NOR";"Oslo Skiskytterlag";"St.opphold 1.sk";"M17";"1:21.7";"0:29.4";"2018-01-07T10:37:02.0490000";"";"2"
"367";"223";"Sigurd";"Holemark";"M";"NOR";"Hønefoss Skiskytterklubb / NTG Geilo";"St.opphold 1.sk";"M17";"1:22.6";"0:30.4";"2018-01-07T10:37:35.9830000";"";"2"
"370";"172";"Jonas";"Linset";"M";"NOR";"Skatval Skilag / Meråker Videregående skole";"St.opphold 1.sk";"M17";"1:22.7";"0:30.4";"2018-01-07T10:20:55.5220000";"";"0"
"371";"184";"Alexander Apenæs";"Smeby";"M";"NOR";"Oslo Skiskytterlag";"St.opphold 1.sk";"M17";"1:22.8";"0:30.6";"2018-01-07T10:24:45.3270000";"";"1"
"374";"181";"Sander Fremo";"Lefdal";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"St.opphold 1.sk";"M17";"1:23.7";"0:31.4";"2018-01-07T10:25:22.7400000";"";"1"
"375";"237";"Tobias Grim";"Frøytland";"M";"NOR";"Øvrebø IL";"St.opphold 1.sk";"M17";"1:23.8";"0:31.6";"2018-01-07T10:42:49.1280000";"";"0"
"377";"236";"Håvard";"Innset";"M";"NOR";"Voss Skiskytterlag / Meråker Videregående skole";"St.opphold 1.sk";"M17";"1:24.2";"0:32.0";"2018-01-07T10:42:40.5530000";"";"3"
"385";"190";"Magnus";"Aasbø";"M";"NOR";"Gjerstad IL / Sirdal Ski Skiskyting";"St.opphold 1.sk";"M17";"1:25.0";"0:32.8";"2018-01-07T10:26:50.5720000";"";"3"
"386";"177";"Einar";"Hedegart";"M";"NOR";"Inderøy IL / Steinkjer Videregående Skole";"St.opphold 1.sk";"M17";"1:25.1";"0:32.8";"2018-01-07T10:22:00.0840000";"";"3"
"387";"217";"Nikolai";"Aslaksen";"M";"NOR";"Bossmo & Ytteren IL";"St.opphold 1.sk";"M17";"1:25.1";"0:32.8";"2018-01-07T10:35:46.1910000";"";"1"
"394";"180";"Brian";"Hofstad";"M";"NOR";"Skatval Skilag";"St.opphold 1.sk";"M17";"1:26.5";"0:34.3";"2018-01-07T10:24:15.9370000";"";"5"
"400";"205";"Ole Amund Bonden";"Hørthe";"M";"NOR";"Lier IL / Team Lier Skiskyting";"St.opphold 1.sk";"M17";"1:27.0";"0:34.7";"2018-01-07T10:31:49.0720000";"";"4"
"401";"201";"Hans";"Tvilde";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"St.opphold 1.sk";"M17";"1:27.0";"0:34.7";"2018-01-07T10:31:28.1060000";"";"5"
"403";"166";"Raimond Haugom";"Strømvall";"M";"NOR";"Østre Toten Skilag / NTG Lillehammer";"St.opphold 1.sk";"M17";"1:27.0";"0:34.8";"2018-01-07T10:18:33.2880000";"";"2"
"406";"231";"Even Nygaard";"Østreng";"M";"NOR";"Gjerdrum IL / Meråker Videregående skole";"St.opphold 1.sk";"M17";"1:27.4";"0:35.2";"2018-01-07T10:41:02.1750000";"";"2"
"414";"224";"Magnus Midthjell";"Gjørven";"M";"NOR";"Markane IL / Stryn Videregående Skole";"St.opphold 1.sk";"M17";"1:28.7";"0:36.5";"2018-01-07T10:38:35.8060000";"";"2"
"415";"193";"Arne August";"Dalene";"M";"NOR";"Birkenes IL";"St.opphold 1.sk";"M17";"1:28.8";"0:36.6";"2018-01-07T10:28:03.4530000";"";"4"
"419";"213";"Magnus";"Otterstad";"M";"NOR";"Hernes IL / Wang Toppidrett";"St.opphold 1.sk";"M17";"1:29.9";"0:37.6";"2018-01-07T10:34:43.0630000";"";"2"
"420";"185";"Anders";"Horvei";"M";"NOR";"Gjerdrum IL";"St.opphold 1.sk";"M17";"1:29.9";"0:37.6";"2018-01-07T10:25:59.9230000";"";"4"
"421";"229";"Iver";"Owren";"M";"NOR";"Vingrom IL / NTG Lillehammer";"St.opphold 1.sk";"M17";"1:30.1";"0:37.8";"2018-01-07T10:39:58.5880000";"";"2"
"423";"168";"Erlend";"Hauan";"M";"NOR";"Tromsø Skiskytterlag";"St.opphold 1.sk";"M17";"1:30.6";"0:38.4";"2018-01-07T10:19:34.9770000";"";"4"
"424";"200";"Magnus Iver";"Seljeset";"M";"NOR";"Hornindal IL / Stryn Videregående Skole";"St.opphold 1.sk";"M17";"1:30.7";"0:38.5";"2018-01-07T10:30:39.7200000";"";"4"
"426";"214";"Olav Markus Tveit";"Aakre";"M";"NOR";"Sannidal Idrettslag / NTG Geilo";"St.opphold 1.sk";"M17";"1:31.0";"0:38.7";"2018-01-07T10:34:39.6240000";"";"2"
"432";"167";"Even";"Uhlin-Engstu";"M";"NOR";"Heddal Idrettslag / Team TeVe";"St.opphold 1.sk";"M17";"1:32.3";"0:40.1";"2018-01-07T10:19:12.2840000";"";"3"
"437";"165";"Sander";"Steinmoen";"M";"NOR";"Heddal Idrettslag / Team TeVe";"St.opphold 1.sk";"M17";"1:33.5";"0:41.2";"2018-01-07T10:19:02.5530000";"";"2"
"439";"160";"Tarald Neumann";"Rødland";"M";"NOR";"Fossum IF";"St.opphold 1.sk";"M17";"1:34.6";"0:42.4";"2018-01-07T10:17:04.4780000";"";"2"
"443";"188";"Sigurd Bekken";"Woldengen";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"St.opphold 1.sk";"M17";"1:35.9";"0:43.7";"2018-01-07T10:27:03.3520000";"";"3"
"444";"183";"Morten";"Hol";"M";"NOR";"Målselvs Skiskyttere / NTG Lillehammer";"St.opphold 1.sk";"M17";"1:36.9";"0:44.6";"2018-01-07T10:24:11.2080000";"";"5"
"448";"220";"Håvard";"Heggland";"M";"NOR";"Froland IL / Sirdal Ski Skiskyting";"St.opphold 1.sk";"M17";"1:37.6";"0:45.4";"2018-01-07T10:37:08.6190000";"";"3"
"453";"179";"Sebastian Stolen";"Antonsen";"M";"NOR";"IL Bevern / Team Kongsberg";"St.opphold 1.sk";"M17";"1:40.1";"0:47.8";"2018-01-07T10:23:09.6930000";"";"3"
"454";"182";"Sondre Østraat";"Mortensen";"M";"NOR";"Fossum IF";"St.opphold 1.sk";"M17";"1:40.7";"0:48.5";"2018-01-07T10:25:25.2890000";"";"1"
"458";"234";"Øistein Fagerli";"Næss";"M";"NOR";"Gjerdrum IL";"St.opphold 1.sk";"M17";"1:43.8";"0:51.6";"2018-01-07T10:42:07.9180000";"";"1"
"459";"159";"Lars de";"Bartolo";"M";"NOR";"Gjerstad IL / Sirdal Ski Skiskyting";"St.opphold 1.sk";"M17";"1:45.4";"0:53.1";"2018-01-07T10:16:55.2610000";"";"2"
"461";"195";"Sondre";"Gjesbakk";"M";"NOR";"Bossmo & Ytteren IL / NTG Geilo";"St.opphold 1.sk";"M17";"4:05.8";"3:13.6";"2018-01-07T10:30:52.8360000";"";"4"
"462";"222";"Herman";"Brunborg";"M";"NOR";"Nittedal Skiskytterlag";"St.opphold 1.sk";"M17";"0:00.0";"";"";"";""
"469";"226";"Martin";"Aaland";"M";"NOR";"Hardbagg IL / Stryn Videregående Skole";"St.opphold 1.sk";"M17";"0:00.0";"";"";"";""
"469";"197";"Aksel Emil";"Aasbø";"M";"NOR";"Try, Idrettslaget";"St.opphold 1.sk";"M17";"0:00.0";"";"";"";""
"469";"173";"Thomas";"Austheim";"M";"NOR";"Steinkjer SK";"St.opphold 1.sk";"M17";"0:00.0";"";"";"";""
"469";"158";"Håkon";"Halseth";"M";"NOR";"Rennebu IL / NTG Lillehammer";"St.opphold 1.sk";"M17";"0:00.0";"";"";"";""
"469";"196";"Eilev Aa";"Klokk";"M";"NOR";"Vingrom IL / Stryn Videregående Skole";"St.opphold 1.sk";"M17";"0:00.0";"";"";"";""
"469";"189";"Rasmus August";"Schiellerup";"M";"DEN";"Geilo IL / NTG Geilo";"St.opphold 1.sk";"M17";"0:00.0";"";"";"";""
"469";"227";"Peder Fekjan";"Solheim";"M";"NOR";"Svene IL / NTG Geilo";"St.opphold 1.sk";"M17";"0:00.0";"";"";"";""
"23";"106";"Martin";"Alfheim";"M";"NOR";"Bossmo & Ytteren IL / NTG Lillehammer";"St.opphold 1.sk";"M18";"0:57.6";"0:05.3";"2018-01-07T09:57:30.9690000";"";"1"
"54";"137";"Patrick";"Lunde";"M";"NOR";"Vingrom IL / Meråker Videregående skole";"St.opphold 1.sk";"M18";"1:02.4";"0:10.2";"2018-01-07T10:08:56.9480000";"";"3"
"66";"145";"Andreas Striger";"Halset";"M";"NOR";"Byåsen Skiskytterlag / NTG Lillehammer";"St.opphold 1.sk";"M18";"1:03.6";"0:11.3";"2018-01-07T10:11:11.1400000";"";"3"
"71";"125";"Marius Årestrup";"Larsen";"M";"NOR";"Vik IL / NTG Geilo";"St.opphold 1.sk";"M18";"1:04.1";"0:11.9";"2018-01-07T10:04:16.6180000";"";"2"
"87";"104";"Jon Einar";"Rydsaa";"M";"NOR";"Skonseng UL";"St.opphold 1.sk";"M18";"1:05.2";"0:12.9";"2018-01-07T09:57:55.4820000";"";"1"
"99";"109";"Kevin Brekken";"Ramsfjell";"M";"NOR";"Figgjo IL / NTG Geilo";"St.opphold 1.sk";"M18";"1:05.8";"0:13.6";"2018-01-07T09:59:13.4520000";"";"2"
"118";"84";"Eirik";"Horten";"M";"NOR";"Os IL / Team Toyota Slettum Bil";"St.opphold 1.sk";"M18";"1:06.9";"0:14.7";"2018-01-07T09:50:33.7890000";"";"0"
"122";"92";"Vetle Rype";"Paulsen";"M";"NOR";"Lier IL / NTG Geilo";"St.opphold 1.sk";"M18";"1:07.1";"0:14.8";"2018-01-07T09:53:19.1710000";"";"3"
"124";"133";"Mats";"Øverby";"M";"NOR";"Lier IL / NTG Geilo";"St.opphold 1.sk";"M18";"1:07.3";"0:15.0";"2018-01-07T10:06:38.9800000";"";"2"
"125";"140";"Torjus";"Johansen";"M";"NOR";"Bossekop UL / Team Troms & Finnmark";"St.opphold 1.sk";"M18";"1:07.4";"0:15.1";"2018-01-07T10:09:33.5370000";"";"3"
"130";"131";"Arnt Tomas";"Sundli";"M";"NOR";"Sokna IL";"St.opphold 1.sk";"M18";"1:07.7";"0:15.5";"2018-01-07T10:06:50.0770000";"";"2"
"132";"132";"Morten André Skånøy";"Søraas";"M";"NOR";"Skauga IL / Heimdal VGS";"St.opphold 1.sk";"M18";"1:07.8";"0:15.5";"2018-01-07T10:06:45.3420000";"";"2"
"143";"143";"Martin Bøe";"Svestad";"M";"NOR";"Fossum IF";"St.opphold 1.sk";"M18";"1:08.6";"0:16.3";"2018-01-07T10:10:12.3830000";"";"0"
"153";"150";"Kristian Aleksander";"TORESEN";"M";"NOR";"Oslo Skiskytterlag / Wang Toppidrett";"St.opphold 1.sk";"M18";"1:08.9";"0:16.6";"2018-01-07T10:13:11.0480000";"";"2"
"159";"100";"Håkon";"Sørhuus";"M";"NOR";"Trysilgutten IL / Snow Team Trysil";"St.opphold 1.sk";"M18";"1:09.1";"0:16.8";"2018-01-07T09:56:15.1320000";"";"0"
"161";"138";"Kristoffer";"Sverdrup";"M";"NOR";"Dombås IL / NTG Lillehammer";"St.opphold 1.sk";"M18";"1:09.2";"0:16.9";"2018-01-07T10:08:35.0150000";"";"1"
"171";"120";"Magnus Fjerdingen";"Moan";"M";"NOR";"Røros IL / Team Toyota Slettum Bil";"St.opphold 1.sk";"M18";"1:10.0";"0:17.8";"2018-01-07T10:02:31.5790000";"";"3"
"172";"122";"Jørgen Solhaug";"Sæter";"M";"NOR";"Os IL / Team Toyota Slettum Bil";"St.opphold 1.sk";"M18";"1:10.0";"0:17.7";"2018-01-07T10:03:05.7310000";"";"1"
"175";"107";"Martin";"Kaasen";"M";"NOR";"Nordreisa Idrettslag";"St.opphold 1.sk";"M18";"1:10.1";"0:17.9";"2018-01-07T09:59:12.8270000";"";"1"
"178";"129";"Ole Marius";"Sundby";"M";"NOR";"Bjerke IL Ski";"St.opphold 1.sk";"M18";"1:10.3";"0:18.1";"2018-01-07T10:06:25.6820000";"";"1"
"199";"91";"Christian";"Bucher-Johannessen";"M";"NOR";"Fossum IF / NTG Geilo";"St.opphold 1.sk";"M18";"1:11.2";"0:18.9";"2018-01-07T09:52:40.9040000";"";"3"
"204";"123";"Simon Hjelmeset";"Kirkeeide";"M";"NOR";"Markane IL / Stryn Videregående Skole";"St.opphold 1.sk";"M18";"1:11.7";"0:19.5";"2018-01-07T10:03:33.0170000";"";"4"
"208";"148";"Eivind Bogen";"Brurok";"M";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"St.opphold 1.sk";"M18";"1:12.1";"0:19.9";"2018-01-07T10:12:12.4150000";"";"1"
"219";"146";"Per Hansen";"Austjord";"M";"NOR";"Fyresdal Skiskyttarlag / Sirdal Ski Skiskyting";"St.opphold 1.sk";"M18";"1:12.8";"0:20.6";"2018-01-07T10:11:39.7190000";"";"2"
"221";"115";"Knut Ola";"Bredalen";"M";"NOR";"Åsnes Skiskytterlag / NTG Geilo";"St.opphold 1.sk";"M18";"1:13.0";"0:20.8";"2018-01-07T10:01:31.1470000";"";"3"
"227";"116";"Kristian";"Aasbø";"M";"NOR";"Gjerstad IL / Sirdal Ski Skiskyting";"St.opphold 1.sk";"M18";"1:13.4";"0:21.2";"2018-01-07T10:01:43.4890000";"";"1"
"232";"139";"Audun Wanvik";"Haugen";"M";"NOR";"Skatval Skilag";"St.opphold 1.sk";"M18";"1:13.7";"0:21.4";"2018-01-07T10:09:48.1150000";"";"1"
"248";"98";"Ludvig";"Amundsen";"M";"NOR";"Tretten Skiskytterlag / NTG Lillehammer";"St.opphold 1.sk";"M18";"1:14.7";"0:22.4";"2018-01-07T09:55:44.0190000";"";"0"
"250";"124";"Eskild";"Solum";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"St.opphold 1.sk";"M18";"1:14.9";"0:22.6";"2018-01-07T10:04:41.8390000";"";"0"
"253";"111";"Jo Eivind";"Nilssen";"M";"NOR";"Øystre Slidre SSL / Team Valdres Ski";"St.opphold 1.sk";"M18";"1:15.0";"0:22.8";"2018-01-07T10:00:18.5680000";"";"0"
"260";"152";"Ånon";"Flåta";"M";"NOR";"Gjerstad IL / NTG Geilo";"St.opphold 1.sk";"M18";"1:15.5";"0:23.2";"2018-01-07T10:13:31.4820000";"";"1"
"262";"151";"Vegard Øverli";"Berg";"M";"NOR";"Svene IL / Team Skiguard Buskerud";"St.opphold 1.sk";"M18";"1:15.6";"0:23.3";"2018-01-07T10:13:44.0830000";"";"3"
"269";"135";"Markus";"Nilsen";"M";"NOR";"Vingrom IL / NTG Lillehammer";"St.opphold 1.sk";"M18";"1:16.0";"0:23.8";"2018-01-07T10:08:22.7080000";"";"0"
"279";"88";"Eivind";"Sporaland";"M";"NOR";"Figgjo IL / Team iSandnes";"St.opphold 1.sk";"M18";"1:16.3";"0:24.1";"2018-01-07T09:52:23.2560000";"";"2"
"280";"118";"Martin Fagereng";"Fjellavli";"M";"NOR";"Skonseng UL";"St.opphold 1.sk";"M18";"1:16.3";"0:24.1";"2018-01-07T10:02:41.4830000";"";"1"
"280";"119";"Håkon Hauge";"Gunnes";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"St.opphold 1.sk";"M18";"1:16.3";"0:24.1";"2018-01-07T10:02:58.1240000";"";"1"
"288";"86";"Simen Eliassen";"Kvarme";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"St.opphold 1.sk";"M18";"1:16.6";"0:24.3";"2018-01-07T09:51:14.1210000";"";"0"
"290";"128";"Erlend";"Solvang";"M";"NOR";"Hålandsdal IL / Team Glalaks";"St.opphold 1.sk";"M18";"1:16.6";"0:24.3";"2018-01-07T10:05:36.7720000";"";"2"
"293";"121";"Magnus Sellie";"Hansen";"M";"NOR";"Skaun IL / Trondheim Biathlon Team";"St.opphold 1.sk";"M18";"1:16.9";"0:24.7";"2018-01-07T10:03:19.4620000";"";"2"
"305";"87";"Torstein";"WINGESTAD";"M";"NOR";"Svene IL / Team Kongsberg";"St.opphold 1.sk";"M18";"1:17.7";"0:25.4";"2018-01-07T09:52:27.0050000";"";"1"
"311";"90";"Truls Christoffersen";"Bolland";"M";"NOR";"Try, Idrettslaget / Wang Toppidrett";"St.opphold 1.sk";"M18";"1:18.0";"0:25.7";"2018-01-07T09:53:10.9510000";"";"2"
"327";"117";"Axel Kristian";"Rundhaug";"M";"NOR";"Skonseng UL";"St.opphold 1.sk";"M18";"1:19.3";"0:27.1";"2018-01-07T10:02:32.7770000";"";"2"
"331";"149";"Håvard";"Mo";"M";"NOR";"Orkdal IL";"St.opphold 1.sk";"M18";"1:19.4";"0:27.2";"2018-01-07T10:12:43.6840000";"";"0"
"342";"103";"Eivind";"Fjærbu";"M";"NOR";"Froland IL";"St.opphold 1.sk";"M18";"1:20.2";"0:28.0";"2018-01-07T09:57:58.8940000";"";"1"
"350";"89";"Thomas Haugen";"De Lange";"M";"NOR";"Bærums Skiklub";"St.opphold 1.sk";"M18";"1:20.7";"0:28.5";"2018-01-07T09:52:55.0410000";"";"2"
"372";"112";"Ola";"Olafsbye";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"St.opphold 1.sk";"M18";"1:23.4";"0:31.2";"2018-01-07T10:00:47.5480000";"";"0"
"373";"101";"Sindre";"Sundhaugen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"St.opphold 1.sk";"M18";"1:23.5";"0:31.2";"2018-01-07T09:56:47.8520000";"";"3"
"391";"93";"Mathias Indrelid";"Haugen";"M";"NOR";"Østre Toten Skilag / NTG Lillehammer";"St.opphold 1.sk";"M18";"1:26.2";"0:33.9";"2018-01-07T09:53:43.1480000";"";"4"
"402";"136";"Kjerand Tronerud";"Kvelvane";"M";"NOR";"Voss Skiskytterlag / NTG Geilo";"St.opphold 1.sk";"M18";"1:27.0";"0:34.8";"2018-01-07T10:08:30.6240000";"";"3"
"407";"113";"Iver Overgård";"Fremstad";"M";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"St.opphold 1.sk";"M18";"1:27.5";"0:35.3";"2018-01-07T10:00:43.7680000";"";"3"
"411";"96";"Truls Løvaas";"Søvik";"M";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"St.opphold 1.sk";"M18";"1:27.8";"0:35.6";"2018-01-07T09:55:13.4700000";"";"1"
"422";"97";"Håkon";"Nordmo";"M";"NOR";"Målselvs Skiskyttere / Team Troms & Finnmark";"St.opphold 1.sk";"M18";"1:30.3";"0:38.1";"2018-01-07T09:55:25.9310000";"";"3"
"427";"99";"Emil Tangerud";"Viken";"M";"NOR";"Simostranda IL / Team Skiguard Buskerud";"St.opphold 1.sk";"M18";"1:31.1";"0:38.9";"2018-01-07T09:57:16.8000000";"";"1"
"429";"94";"Kristoffer Krogh";"Wetterhus";"M";"NOR";"Asker SK";"St.opphold 1.sk";"M18";"1:31.2";"0:38.9";"2018-01-07T09:55:01.3460000";"";"2"
"434";"85";"Marius Aksvik";"Wienenga";"M";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"St.opphold 1.sk";"M18";"1:32.9";"0:40.6";"2018-01-07T09:52:16.7550000";"";"4"
"442";"144";"Trym Reinsnes";"Lind";"M";"NOR";"Fossum IF";"St.opphold 1.sk";"M18";"1:35.7";"0:43.5";"2018-01-07T10:11:40.5010000";"";"2"
"445";"105";"Tobias";"Tangstad";"M";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"St.opphold 1.sk";"M18";"1:37.1";"0:44.9";"2018-01-07T09:59:04.9570000";"";"2"
"449";"95";"Fredrik";"Johansen";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"St.opphold 1.sk";"M18";"1:38.4";"0:46.1";"2018-01-07T09:55:33.4260000";"";"3"
"462";"147";"Mathias Røiseng";"Aksnes";"M";"NOR";"Stiklestad IL / Meråker Videregående skole";"St.opphold 1.sk";"M18";"1:36.9";"";"";"";"5"
"462";"142";"Håvard Eriksson";"Solfeldt";"M";"NOR";"Skaun IL";"St.opphold 1.sk";"M18";"1:14.5";"";"";"";"2"
"462";"126";"Andreas";"Østensen";"M";"NOR";"Østre Toten Skilag / Team Lygna skiskyting";"St.opphold 1.sk";"M18";"1:15.5";"";"";"";"4"
"469";"130";"Teodor";"Birkeland";"M";"NOR";"Asker SK";"St.opphold 1.sk";"M18";"0:00.0";"";"";"";""
"469";"108";"Thomas Oliver Wallin";"Higgins";"M";"NOR";"Bærums Skiklub";"St.opphold 1.sk";"M18";"0:00.0";"";"";"";""
"469";"102";"Sondre Holm";"Holten";"M";"NOR";"Fossum IF / Persbråten vgs";"St.opphold 1.sk";"M18";"0:00.0";"";"";"";""
"469";"141";"Thomas Thalberg";"Johannesen";"M";"NOR";"Try, Idrettslaget / Wang Toppidrett";"St.opphold 1.sk";"M18";"0:00.0";"";"";"";""
